794.89856449638376,3882
794.951062835673,3995
795.00355706089067,4022
795.05604717081,4164
795.10853316420491,4249
795.16101503984942,4405
795.21349279651747,4621
795.26596643298421,4788
795.31843594802388,5043
795.370901340412,5324
795.42336260892375,5730
795.4758197523347,6062
795.5282727694206,6559
795.58072165895783,7094
795.6331664197229,7558
795.68560705049219,8148
795.73804355004279,8689
795.79047591715175,9301
795.84290415059672,9889
795.89532824915568,10458
795.94774821160627,11203
796.00016403672691,11718
796.052575723296,12278
796.1049832700927,12744
796.15738667589574,13289
796.20978593948473,13825
796.26218105963915,14389
796.31457203513912,14733
796.36695886476446,15242
796.41934154729574,15652
796.47172008151381,15975
796.52409446619947,16427
796.57646470013412,16682
796.628830782099,16958
796.68119271087619,17197
796.73355048524741,17575
796.78590410399545,17808
796.83825356590228,18041
796.89059886975133,18145
796.94294001432547,18317
796.99527699840814,18605
797.04760982078278,18721
797.09993848023373,18966
797.15226297554489,19157
797.204583305501,19336
797.25689946888667,19581
797.309211464487,19592
797.36151929108712,19895
797.4138229474728,20040
797.46612243242964,20281
797.51841774474383,20334
797.570708883202,20635
797.62299584659047,20800
797.67527863369639,20841
797.727557243307,21099
797.7798316742095,21266
797.83210192519186,21335
797.88436799504211,21474
797.93662988254823,21571
797.98888758649935,21829
798.04114110568378,21850
798.09339043889076,21943
798.14563558490988,22162
798.19787654253071,22352
798.250113310543,22480
798.30234588773715,22619
798.35457427290351,22772
798.40679846483317,22931
798.45901846231664,22977
798.51123426414563,23113
798.56344586911143,23218
798.61565327600624,23252
798.66785648362179,23421
798.72005549075072,23442
798.7722502961858,23725
798.82444089871979,23658
798.876627297146,23894
798.92880949025766,23888
798.98098747684912,24015
799.03316125571394,24109
799.08533082564668,24054
799.13749618544193,24128
799.18965733389473,24188
799.24181426979976,24271
799.29396699195286,24287
799.34611549914973,24382
799.3982597901861,24232
799.45039986385859,24247
799.5025357189636,24294
799.55466735429786,24261
799.60679476865857,24468
799.658917960843,24480
799.711036929649,24229
799.76315167387429,24329
799.81526219231716,24294
799.86736848377632,24268
799.91947054705008,24159
799.97156838093781,24090
800.023661984239,23981
800.07575135575269,23855
800.12783649427934,23874
800.17991739861884,23673
800.2319940675718,23622
800.2840664999386,23441
800.33613469452064,23376
800.38819865011885,23287
800.44025836553476,23156
800.49231383957067,22963
800.54436507102855,22882
800.59641205871037,22683
800.64845480141923,22479
800.700493297958,22448
800.75252754713006,22302
800.80455754773857,22181
800.85658329858757,22002
800.90860479848118,21909
800.96062204622342,21765
801.01263504061944,21665
801.06464378047383,21553
801.11664826459207,21461
801.16864849177932,21305
801.22064446084153,21265
801.27263617058463,21047
801.32462361981516,21010
801.37660680733973,21038
801.428585731965,20902
801.48056039249832,20749
801.53253078774731,20839
801.58449691651924,20725
801.63645877762258,20560
801.68841636986554,20587
801.74036969205645,20337
801.79231874300467,20281
801.844263521519,20221
801.8962040264089,20227
801.94814025648429,20121
802.00007221055512,20089
802.05199988743175,20012
802.10392328592434,19892
802.15584240484441,19749
802.20775724300256,19654
802.25966779921055,19619
802.31157407227988,19480
802.36347606102288,19395
802.41537376425151,19331
802.46726718077832,19253
802.51915630941642,19206
802.57104114897879,19119
802.62292169827913,19015
802.67479795613076,18908
802.72666992134782,18780
802.77853759274467,18723
802.83040096913578,18598
802.88226004933608,18438
802.934114832161,18349
802.98596531642534,18338
803.03781150094528,18114
803.08965338453663,18001
803.14149096601579,17979
803.19332424419952,17840
803.2451532179042,17713
803.29697788594729,17701
803.34879824714619,17640
803.40061430031869,17433
803.45242604428267,17502
803.50423347785659,17356
803.556036599859,17271
803.6078354091087,17277
803.65962990442472,17321
803.71142008462687,17336
803.76320594853451,17187
803.814987494968,17331
803.86676472274746,17205
803.91853763069366,17212
803.97030621762735,17196
804.02207048236971,17165
804.07383042374238,17224
804.125586040567,17082
804.17733733166563,17155
804.2290842958605,17299
804.28082693197462,17310
804.3325652388304,17247
804.38429921525153,17309
804.43602886006124,17357
804.48775417208333,17424
804.539475150142,17413
804.59119179306151,17385
804.64290409966668,17581
804.69461206878236,17559
804.74631569923372,17559
804.79801498984648,17596
804.84970993944637,17648
804.90140054685946,17731
804.95308681091228,17703
805.00476873043146,17645
805.0564463042441,17808
805.10811953117729,17721
805.15978841005881,17734
805.21145293971642,17790
805.26311311897825,17774
805.31476894667276,17837
805.366420421629,17923
805.41806754267554,17852
805.46971030864188,17913
805.5213487183579,17867
805.5729827706532,18006
805.62461246435828,17911
805.6762377983033,17968
805.72785877131946,17942
805.77947538223748,17936
805.83108762988888,17881
805.88269551310543,17855
805.9342990307191,18000
805.98589818156211,18018
806.03749296446711,18009
806.08908337826676,17918
806.14066942179431,18038
806.1922510938831,18113
806.24382839336727,18096
806.29540131908038,18031
806.346969869857,18099
806.39853404453186,18078
806.45009384193963,18242
806.50164926091588,18174
806.55320030029554,18223
806.60474695891492,18268
806.65628923561,18383
806.707827129217,18437
806.759360638573,18390
806.81088976251465,18427
806.86241449987926,18529
806.9139348495047,18522
806.96545081022862,18527
807.01696238088925,18584
807.068469560325,18590
807.11997234737487,18748
807.17147074087768,18826
807.22296473967288,18729
807.27445434259994,18742
807.32593954849926,18776
807.37742035621091,18762
807.42889676457526,18771
807.48036877243339,18824
807.53183637862639,18914
807.58329958199556,18906
807.634758381383,18891
807.68621277563057,18937
807.73766276358037,18909
807.78910834407532,18925
807.8405495159584,18965
807.89198627807275,19004
807.943418629262,19090
807.99484656836989,19055
808.04627009424075,19024
808.09768920571867,19026
808.14910390164869,18942
808.20051418087576,19043
808.25192004224527,18901
808.30332148460275,18994
808.35471850679426,19075
808.40611110766588,19090
808.45749928606438,19035
808.50888304083639,19035
808.56026237082915,19006
808.61163727489009,19158
808.66300775186721,19105
808.71437380060809,19110
808.76573541996129,19068
808.81709260877551,19214
808.86844536589956,19124
808.91979369018281,19190
808.97113758047487,19155
809.02247703562546,19232
809.073812054485,19307
809.12514263590344,19189
809.1764687787321,19274
809.22779048182167,19346
809.27910774402358,19461
809.33042056418958,19464
809.38172894117167,19450
809.433032873822,19560
809.48433236099311,19660
809.53562740153825,19837
809.58691799431017,19784
809.63820413816245,19775
809.689485831949,19945
809.740763074524,19933
809.79203586474171,20105
809.8433042014567,20210
809.89456808352418,20230
809.94582750979953,20510
809.99708247913793,20356
810.04833299039569,20613
810.09957904242913,20674
810.15082063409443,20839
810.20205776424871,21022
810.25329043174872,21042
810.30451863545227,21261
810.355742374217,21413
810.406961646901,21653
810.45817645236264,21871
810.50938678946045,22097
810.56059265705346,22274
810.61179405400094,22516
810.66299097916237,22708
810.714183431398,22902
810.76537140956771,23320
810.81655491253218,23550
810.86773393915178,23961
810.91890848828825,24232
810.97007855880281,24590
811.02124414955688,24792
811.07240525941268,25128
811.12356188723254,25511
811.17471403187915,25936
811.2258616922154,26316
811.27700486710478,26648
811.32814355541063,27200
811.37927775599678,27695
811.4304074677276,28169
811.48153268946737,28491
811.532653420081,28927
811.58376965843388,29408
811.63488140339086,30111
811.6859886538183,30512
811.73709140858148,31079
811.78818966654751,31728
811.8392834265826,32316
811.89037268755374,32857
811.94145744832826,33557
811.99253770777375,34287
812.043613464758,34771
812.09468471814955,35542
812.14575146681648,36227
812.19681370962792,36640
812.24787144545269,37583
