time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
17.75,-0.035,0.157,-0.018,-0.016,-0.043,0.039,-0.02,0.01
17.8,-0.035,0.157,-0.028,-0.025,-0.043,0.039,-0.03,0.02
17.85,-0.035,0.175,-0.036,-0.031,-0.043,0.057,-0.03,0.03
17.9,-0.035,0.175,-0.041,-0.036,-0.043,0.057,-0.04,0.03
17.95,-0.035,0.175,-0.043,-0.038,-0.043,0.057,-0.04,0.04
18,-0.035,0.175,-0.042,-0.037,-0.043,0.057,-0.04,0.04
18.05,-0.017,0.175,-0.038,-0.033,-0.025,0.057,-0.04,0.04
18.1,-0.017,0.157,-0.031,-0.027,-0.025,0.039,-0.03,0.03
18.15,0,0.14,-0.022,-0.019,-0.008,0.022,-0.03,0.02
18.2,0.017,0.14,-0.012,-0.009,0.009,0.022,-0.02,0.01
18.25,0.035,0.122,0,0.001,0.027,0.004,-0.01,0
18.3,0.035,0.105,0.011,0.01,0.027,-0.013,0,-0.01
18.35,0.052,0.087,0.021,0.019,0.044,-0.031,0.01,-0.02
18.4,0.052,0.07,0.03,0.026,0.044,-0.048,0.02,-0.03
18.45,0.052,0.07,0.036,0.031,0.044,-0.048,0.03,-0.03
18.5,0.052,0.052,0.039,0.034,0.044,-0.066,0.03,-0.04
18.55,0.052,0.052,0.039,0.033,0.044,-0.066,0.04,-0.04
18.6,0.035,0.052,0.035,0.03,0.027,-0.066,0.04,-0.04
18.65,0.035,0.07,0.029,0.024,0.027,-0.048,0.03,-0.04
18.7,0.017,0.087,0.021,0.016,0.009,-0.031,0.03,-0.04
18.75,0,0.105,0.01,0.007,-0.008,-0.013,0.02,-0.03
18.8,0,0.105,-0.001,-0.003,-0.008,-0.013,0.01,-0.02
18.85,-0.017,0.122,-0.012,-0.013,-0.025,0.004,0,-0.01
18.9,-0.035,0.14,-0.023,-0.022,-0.043,0.022,-0.01,0
18.95,-0.035,0.157,-0.032,-0.03,-0.043,0.039,-0.02,0.01
19,-0.035,0.175,-0.038,-0.035,-0.043,0.057,-0.03,0.02
19.05,-0.035,0.175,-0.042,-0.038,-0.043,0.057,-0.03,0.03
19.1,-0.035,0.175,-0.043,-0.038,-0.043,0.057,-0.04,0.03
19.15,-0.035,0.175,-0.041,-0.035,-0.043,0.057,-0.04,0.04
19.2,-0.017,0.175,-0.035,-0.03,-0.025,0.057,-0.04,0.04
19.25,-0.017,0.157,-0.027,-0.022,-0.025,0.039,-0.04,0.04
19.3,0,0.157,-0.017,-0.013,-0.008,0.039,-0.03,0.03
19.35,0.017,0.14,-0.006,-0.003,0.009,0.022,-0.03,0.02
19.4,0.035,0.122,0.005,0.007,0.027,0.004,-0.02,0.01
19.45,0.035,0.105,0.016,0.017,0.027,-0.013,-0.01,0
19.5,0.052,0.087,0.025,0.024,0.044,-0.031,0,-0.01
19.55,0.052,0.07,0.032,0.03,0.044,-0.048,0.01,-0.02
19.6,0.052,0.07,0.037,0.034,0.044,-0.048,0.02,-0.03
19.65,0.052,0.052,0.039,0.034,0.044,-0.066,0.03,-0.03
19.7,0.052,0.052,0.037,0.032,0.044,-0.066,0.03,-0.04
19.75,0.052,0.052,0.032,0.027,0.044,-0.066,0.04,-0.04
19.8,0.035,0.07,0.025,0.02,0.027,-0.048,0.04,-0.04
19.85,0.017,0.087,0.016,0.011,0.009,-0.031,0.03,-0.04
19.9,0,0.087,0.005,0.001,-0.008,-0.031,0.03,-0.04
19.95,0,0.105,-0.006,-0.01,-0.008,-0.013,0.02,-0.03
20,-0.017,0.122,-0.017,-0.019,-0.025,0.004,0.01,-0.02
20.05,-0.035,0.14,-0.027,-0.028,-0.043,0.022,0,-0.01
20.1,-0.035,0.157,-0.035,-0.034,-0.043,0.039,-0.01,0
20.15,-0.035,0.175,-0.04,-0.038,-0.043,0.057,-0.02,0.01
20.2,-0.035,0.175,-0.042,-0.039,-0.043,0.057,-0.03,0.02
20.25,-0.035,0.175,-0.042,-0.037,-0.043,0.057,-0.03,0.03
20.3,-0.035,0.175,-0.038,-0.033,-0.043,0.057,-0.04,0.04
20.35,-0.017,0.175,-0.031,-0.026,-0.025,0.057,-0.04,0.04
20.4,-0.017,0.157,-0.022,-0.017,-0.025,0.039,-0.04,0.04
20.45,0,0.157,-0.012,-0.007,-0.008,0.039,-0.04,0.04
20.5,0.017,0.14,-0.001,0.003,0.009,0.022,-0.03,0.03
20.55,0.035,0.122,0.01,0.013,0.027,0.004,-0.03,0.02
20.6,0.035,0.105,0.02,0.022,0.027,-0.013,-0.02,0.01
20.65,0.052,0.087,0.028,0.029,0.044,-0.031,-0.01,0
20.7,0.052,0.07,0.034,0.034,0.044,-0.048,0,-0.01
20.75,0.052,0.07,0.037,0.035,0.044,-0.048,0.01,-0.02
20.8,0.052,0.052,0.037,0.034,0.044,-0.066,0.02,-0.03
20.85,0.052,0.052,0.034,0.03,0.044,-0.066,0.03,-0.04
20.9,0.052,0.07,0.029,0.023,0.044,-0.048,0.03,-0.04
20.95,0.035,0.07,0.02,0.015,0.027,-0.048,0.04,-0.04
21,0.017,0.087,0.01,0.005,0.009,-0.031,0.04,-0.04
21.05,0,0.087,0,-0.006,-0.008,-0.031,0.03,-0.04
21.1,0,0.105,-0.011,-0.016,-0.008,-0.013,0.03,-0.03
21.15,-0.017,0.122,-0.022,-0.025,-0.025,0.004,0.02,-0.03
21.2,-0.035,0.14,-0.03,-0.032,-0.043,0.022,0.01,-0.02
21.25,-0.035,0.157,-0.037,-0.038,-0.043,0.039,0,-0.01
21.3,-0.035,0.157,-0.041,-0.04,-0.043,0.039,-0.01,0
21.35,-0.052,0.175,-0.041,-0.039,-0.06,0.057,-0.02,0.01
21.4,-0.035,0.175,-0.039,-0.036,-0.043,0.057,-0.03,0.02
21.45,-0.035,0.175,-0.034,-0.03,-0.043,0.057,-0.03,0.03
21.5,-0.017,0.175,-0.026,-0.021,-0.025,0.057,-0.04,0.04
21.55,-0.017,0.157,-0.017,-0.011,-0.025,0.039,-0.04,0.04
21.6,0,0.157,-0.006,-0.001,-0.008,0.039,-0.04,0.04
21.65,0.017,0.14,0.005,0.01,0.009,0.022,-0.04,0.04
21.7,0.035,0.122,0.015,0.019,0.027,0.004,-0.03,0.03
21.75,0.035,0.105,0.024,0.027,0.027,-0.013,-0.03,0.02
21.8,0.052,0.087,0.031,0.033,0.044,-0.031,-0.02,0.01
21.85,0.052,0.07,0.035,0.036,0.044,-0.048,-0.01,0
21.9,0.052,0.07,0.037,0.036,0.044,-0.048,0,-0.01
21.95,0.052,0.07,0.035,0.033,0.044,-0.048,0.01,-0.02
22,0.052,0.052,0.031,0.027,0.044,-0.066,0.02,-0.03
22.05,0.052,0.07,0.024,0.019,0.044,-0.048,0.03,-0.04
22.1,0.035,0.07,0.015,0.01,0.027,-0.048,0.03,-0.04
22.15,0.017,0.07,0.005,-0.001,0.009,-0.048,0.04,-0.04
22.2,0.017,0.087,-0.006,-0.012,0.009,-0.031,0.04,-0.04
22.25,0,0.105,-0.017,-0.022,-0.008,-0.013,0.03,-0.04
22.3,-0.017,0.122,-0.026,-0.03,-0.025,0.004,0.03,-0.03
22.35,-0.035,0.14,-0.033,-0.037,-0.043,0.022,0.02,-0.03
22.4,-0.035,0.157,-0.038,-0.04,-0.043,0.039,0.01,-0.02
22.45,-0.035,0.157,-0.04,-0.041,-0.043,0.039,0,-0.01
22.5,-0.052,0.175,-0.039,-0.039,-0.06,0.057,-0.01,0
22.55,-0.035,0.175,-0.036,-0.033,-0.043,0.057,-0.02,0.01
22.6,-0.035,0.175,-0.029,-0.026,-0.043,0.057,-0.03,0.02
22.65,-0.035,0.175,-0.021,-0.016,-0.043,0.057,-0.03,0.03
22.7,-0.017,0.157,-0.011,-0.006,-0.025,0.039,-0.04,0.04
22.75,0,0.157,0,0.005,-0.008,0.039,-0.04,0.04
22.8,0.017,0.14,0.01,0.016,0.009,0.022,-0.04,0.04
22.85,0.035,0.122,0.019,0.025,0.027,0.004,-0.04,0.03
22.9,0.035,0.105,0.027,0.032,0.027,-0.013,-0.03,0.03
22.95,0.052,0.087,0.033,0.036,0.044,-0.031,-0.03,0.02
23,0.052,0.087,0.035,0.037,0.044,-0.031,-0.02,0.01
23.05,0.052,0.07,0.035,0.036,0.044,-0.048,-0.01,0
23.1,0.052,0.07,0.032,0.031,0.044,-0.048,0,-0.01
23.15,0.052,0.07,0.026,0.024,0.044,-0.048,0.01,-0.02
23.2,0.052,0.07,0.018,0.015,0.044,-0.048,0.02,-0.03
23.25,0.035,0.07,0.009,0.004,0.027,-0.048,0.03,-0.04
23.3,0.017,0.07,-0.002,-0.007,0.009,-0.048,0.04,-0.04
23.35,0.017,0.087,-0.012,-0.017,0.009,-0.031,0.04,-0.04
23.4,0,0.105,-0.021,-0.027,-0.008,-0.013,0.04,-0.04
23.45,-0.017,0.122,-0.03,-0.035,-0.025,0.004,0.03,-0.04
23.5,-0.035,0.14,-0.035,-0.04,-0.043,0.022,0.03,-0.03
23.55,-0.035,0.157,-0.039,-0.042,-0.043,0.039,0.02,-0.03
23.6,-0.035,0.157,-0.039,-0.041,-0.043,0.039,0.01,-0.02
23.65,-0.052,0.175,-0.037,-0.037,-0.06,0.057,0,-0.01
23.7,-0.035,0.175,-0.031,-0.031,-0.043,0.057,-0.01,0
23.75,-0.035,0.175,-0.024,-0.022,-0.043,0.057,-0.02,0.01
23.8,-0.035,0.175,-0.015,-0.011,-0.043,0.057,-0.03,0.02
23.85,-0.017,0.157,-0.005,0,-0.025,0.039,-0.04,0.03
23.9,0,0.157,0.006,0.011,-0.008,0.039,-0.04,0.04
23.95,0.017,0.14,0.015,0.021,0.009,0.022,-0.04,0.04
24,0.017,0.122,0.024,0.029,0.009,0.004,-0.04,0.04
24.05,0.035,0.105,0.03,0.035,0.027,-0.013,-0.04,0.03
24.1,0.052,0.105,0.034,0.038,0.044,-0.013,-0.03,0.03
24.15,0.052,0.087,0.035,0.038,0.044,-0.031,-0.03,0.02
24.2,0.052,0.07,0.033,0.035,0.044,-0.048,-0.02,0.01
24.25,0.07,0.07,0.028,0.029,0.062,-0.048,-0.01,0
24.3,0.052,0.07,0.021,0.02,0.044,-0.048,0,-0.01
24.35,0.052,0.07,0.012,0.01,0.044,-0.048,0.01,-0.02
24.4,0.035,0.07,0.002,-0.001,0.027,-0.048,0.02,-0.03
24.45,0.035,0.07,-0.008,-0.012,0.027,-0.048,0.03,-0.04
24.5,0.017,0.087,-0.018,-0.023,0.009,-0.031,0.04,-0.04
24.55,0,0.105,-0.026,-0.032,-0.008,-0.013,0.04,-0.04
24.6,-0.017,0.122,-0.033,-0.038,-0.025,0.004,0.04,-0.04
24.65,-0.035,0.14,-0.037,-0.042,-0.043,0.022,0.03,-0.04
24.7,-0.035,0.14,-0.038,-0.043,-0.043,0.022,0.03,-0.03
24.75,-0.035,0.157,-0.037,-0.04,-0.043,0.039,0.02,-0.03
24.8,-0.052,0.175,-0.033,-0.035,-0.06,0.057,0.01,-0.02
24.85,-0.052,0.175,-0.026,-0.027,-0.06,0.057,0,-0.01
24.9,-0.035,0.175,-0.018,-0.017,-0.043,0.057,-0.01,0
24.95,-0.035,0.175,-0.008,-0.006,-0.043,0.057,-0.02,0.01
25,-0.017,0.157,0.002,0.005,-0.025,0.039,-0.03,0.02
25.05,0,0.157,0.012,0.016,-0.008,0.039,-0.04,0.03
25.1,0.017,0.14,0.02,0.025,0.009,0.022,-0.04,0.04
25.15,0.017,0.122,0.027,0.033,0.009,0.004,-0.04,0.04
25.2,0.035,0.105,0.032,0.037,0.027,-0.013,-0.04,0.04
25.25,0.052,0.105,0.034,0.039,0.044,-0.013,-0.04,0.03
25.3,0.052,0.087,0.033,0.037,0.044,-0.031,-0.03,0.03
25.35,0.052,0.07,0.029,0.033,0.044,-0.048,-0.03,0.02
25.4,0.07,0.07,0.023,0.025,0.062,-0.048,-0.02,0.01
25.45,0.052,0.07,0.015,0.016,0.044,-0.048,-0.01,0
25.5,0.052,0.07,0.006,0.005,0.044,-0.048,0,-0.01
25.55,0.035,0.07,-0.004,-0.006,0.027,-0.048,0.01,-0.02
25.6,0.035,0.07,-0.014,-0.017,0.027,-0.048,0.02,-0.03
25.65,0.017,0.087,-0.023,-0.027,0.009,-0.031,0.03,-0.04
25.7,0,0.105,-0.03,-0.035,-0.008,-0.013,0.04,-0.04
25.75,-0.017,0.122,-0.035,-0.041,-0.025,0.004,0.04,-0.04
25.8,-0.035,0.122,-0.038,-0.043,-0.043,0.004,0.04,-0.04
25.85,-0.035,0.14,-0.037,-0.042,-0.043,0.022,0.03,-0.04
25.9,-0.035,0.157,-0.034,-0.039,-0.043,0.039,0.03,-0.03
25.95,-0.052,0.157,-0.029,-0.032,-0.06,0.039,0.02,-0.03
26,-0.052,0.175,-0.021,-0.023,-0.06,0.057,0.01,-0.02
26.05,-0.035,0.175,-0.012,-0.012,-0.043,0.057,0,-0.01
26.1,-0.035,0.175,-0.002,-0.001,-0.043,0.057,-0.01,0
26.15,-0.017,0.157,0.008,0.01,-0.025,0.039,-0.02,0.01
26.2,0,0.157,0.017,0.021,-0.008,0.039,-0.03,0.02
26.25,0,0.14,0.025,0.029,-0.008,0.022,-0.04,0.03
26.3,0.017,0.122,0.03,0.035,0.009,0.004,-0.04,0.04
26.35,0.035,0.122,0.033,0.039,0.027,0.004,-0.04,0.04
26.4,0.052,0.105,0.033,0.039,0.044,-0.013,-0.04,0.04
26.45,0.052,0.087,0.031,0.036,0.044,-0.031,-0.04,0.03
26.5,0.052,0.07,0.025,0.03,0.044,-0.048,-0.03,0.03
26.55,0.07,0.07,0.018,0.021,0.062,-0.048,-0.03,0.02
26.6,0.052,0.07,0.009,0.011,0.044,-0.048,-0.02,0.01
26.65,0.052,0.07,-0.001,0,0.044,-0.048,-0.01,0
26.7,0.035,0.07,-0.011,-0.012,0.027,-0.048,0,-0.01
26.75,0.035,0.07,-0.02,-0.022,0.027,-0.048,0.01,-0.02
26.8,0.017,0.087,-0.028,-0.031,0.009,-0.031,0.02,-0.03
26.85,0,0.105,-0.034,-0.038,-0.008,-0.013,0.03,-0.04
26.9,-0.017,0.122,-0.037,-0.042,-0.025,0.004,0.04,-0.04
26.95,-0.017,0.122,-0.038,-0.043,-0.025,0.004,0.04,-0.04
27,-0.035,0.14,-0.036,-0.041,-0.043,0.022,0.04,-0.04
27.05,-0.035,0.157,-0.031,-0.036,-0.043,0.039,0.03,-0.04
27.1,-0.052,0.157,-0.024,-0.028,-0.06,0.039,0.03,-0.03
27.15,-0.052,0.175,-0.015,-0.018,-0.06,0.057,0.02,-0.03
27.2,-0.035,0.175,-0.005,-0.007,-0.043,0.057,0.01,-0.02
27.25,-0.035,0.175,0.005,0.004,-0.043,0.057,0,-0.01
27.3,-0.017,0.157,0.014,0.015,-0.025,0.039,-0.01,0
27.35,0,0.157,0.023,0.025,-0.008,0.039,-0.02,0.01
27.4,0,0.14,0.029,0.032,-0.008,0.022,-0.03,0.02
27.45,0.017,0.14,0.033,0.037,0.009,0.022,-0.04,0.03
27.5,0.035,0.122,0.034,0.039,0.027,0.004,-0.04,0.04
27.55,0.052,0.105,0.032,0.038,0.044,-0.013,-0.04,0.04
27.6,0.052,0.087,0.028,0.033,0.044,-0.031,-0.04,0.04
27.65,0.052,0.087,0.021,0.026,0.044,-0.031,-0.04,0.03
27.7,0.07,0.07,0.012,0.017,0.062,-0.048,-0.03,0.03
27.75,0.052,0.07,0.003,0.006,0.044,-0.048,-0.03,0.02
27.8,0.052,0.07,-0.007,-0.005,0.044,-0.048,-0.02,0.01
27.85,0.052,0.07,-0.017,-0.016,0.044,-0.048,-0.01,0
27.9,0.035,0.07,-0.026,-0.026,0.027,-0.048,0,-0.01
27.95,0.017,0.087,-0.032,-0.035,0.009,-0.031,0.01,-0.02
28,0,0.105,-0.037,-0.04,-0.008,-0.013,0.02,-0.03
28.05,-0.017,0.105,-0.038,-0.043,-0.025,-0.013,0.03,-0.04
28.1,-0.017,0.122,-0.037,-0.042,-0.025,0.004,0.04,-0.04
28.15,-0.035,0.14,-0.033,-0.039,-0.043,0.022,0.04,-0.04
28.2,-0.035,0.157,-0.027,-0.032,-0.043,0.039,0.04,-0.04
28.25,-0.052,0.157,-0.018,-0.024,-0.06,0.039,0.03,-0.04
28.3,-0.052,0.175,-0.009,-0.013,-0.06,0.057,0.03,-0.03
28.35,-0.035,0.175,0.001,-0.002,-0.043,0.057,0.02,-0.03
28.4,-0.035,0.175,0.011,0.009,-0.043,0.057,0.01,-0.02
28.45,-0.017,0.157,0.02,0.02,-0.025,0.039,0,-0.01
28.5,-0.017,0.157,0.027,0.028,-0.025,0.039,-0.01,0
28.55,0,0.14,0.032,0.034,-0.008,0.022,-0.02,0.01
28.6,0.017,0.14,0.034,0.038,0.009,0.022,-0.03,0.02
28.65,0.035,0.122,0.034,0.038,0.027,0.004,-0.04,0.03
28.7,0.052,0.105,0.03,0.035,0.044,-0.013,-0.04,0.04
28.75,0.052,0.087,0.024,0.03,0.044,-0.031,-0.04,0.04
28.8,0.052,0.087,0.016,0.022,0.044,-0.031,-0.04,0.04
28.85,0.07,0.07,0.007,0.012,0.062,-0.048,-0.04,0.03
28.9,0.07,0.07,-0.004,0.001,0.062,-0.048,-0.03,0.03
28.95,0.052,0.07,-0.014,-0.011,0.044,-0.048,-0.03,0.02
29,0.052,0.07,-0.023,-0.021,0.044,-0.048,-0.02,0.01
29.05,0.035,0.07,-0.031,-0.03,0.027,-0.048,-0.01,0
29.1,0.017,0.087,-0.036,-0.037,0.009,-0.031,0.01,-0.01
29.15,0,0.105,-0.039,-0.041,-0.008,-0.013,0.02,-0.02
29.2,-0.017,0.105,-0.039,-0.042,-0.025,-0.013,0.02,-0.03
29.25,-0.017,0.122,-0.036,-0.04,-0.025,0.004,0.03,-0.04
29.3,-0.035,0.14,-0.03,-0.035,-0.043,0.022,0.04,-0.04
29.35,-0.035,0.157,-0.022,-0.028,-0.043,0.039,0.04,-0.04
29.4,-0.052,0.157,-0.013,-0.018,-0.06,0.039,0.04,-0.04
29.45,-0.052,0.157,-0.003,-0.008,-0.06,0.039,0.03,-0.04
29.5,-0.052,0.175,0.008,0.003,-0.06,0.057,0.03,-0.03
29.55,-0.035,0.175,0.017,0.014,-0.043,0.057,0.02,-0.03
29.6,-0.017,0.157,0.025,0.024,-0.025,0.039,0.01,-0.02
29.65,-0.017,0.157,0.031,0.031,-0.025,0.039,0,-0.01
29.7,0,0.14,0.035,0.036,-0.008,0.022,-0.01,0.01
29.75,0.017,0.14,0.035,0.038,0.009,0.022,-0.02,0.02
29.8,0.035,0.122,0.033,0.036,0.027,0.004,-0.03,0.02
29.85,0.052,0.105,0.028,0.032,0.044,-0.013,-0.04,0.03
29.9,0.052,0.087,0.02,0.025,0.044,-0.031,-0.04,0.04
29.95,0.052,0.087,0.011,0.016,0.044,-0.031,-0.04,0.04
30,0.07,0.07,0.001,0.006,0.062,-0.048,-0.04,0.04
30.05,0.07,0.07,-0.01,-0.005,0.062,-0.048,-0.04,0.03
30.1,0.052,0.07,-0.02,-0.016,0.044,-0.048,-0.03,0.03
30.15,0.052,0.07,-0.028,-0.025,0.044,-0.048,-0.03,0.02
30.2,0.035,0.07,-0.035,-0.033,0.027,-0.048,-0.02,0.01
30.25,0.017,0.087,-0.039,-0.039,0.009,-0.031,-0.01,0
30.3,0,0.105,-0.04,-0.041,-0.008,-0.013,0.01,-0.01
30.35,0,0.105,-0.038,-0.041,-0.008,-0.013,0.02,-0.02
30.4,-0.017,0.122,-0.034,-0.037,-0.025,0.004,0.02,-0.03
30.45,-0.035,0.14,-0.026,-0.031,-0.043,0.022,0.03,-0.04
30.5,-0.035,0.14,-0.017,-0.023,-0.043,0.022,0.04,-0.04
30.55,-0.052,0.157,-0.007,-0.013,-0.06,0.039,0.04,-0.04
30.6,-0.052,0.157,0.004,-0.002,-0.06,0.039,0.04,-0.04
30.65,-0.052,0.175,0.014,0.009,-0.06,0.057,0.03,-0.04
30.7,-0.035,0.175,0.023,0.019,-0.043,0.057,0.03,-0.03
30.75,-0.035,0.157,0.03,0.027,-0.043,0.039,0.02,-0.03
30.8,-0.017,0.157,0.035,0.033,-0.025,0.039,0.01,-0.02
30.85,0,0.14,0.036,0.036,-0.008,0.022,0,-0.01
30.9,0.017,0.14,0.035,0.036,0.009,0.022,-0.01,0.01
30.95,0.035,0.122,0.031,0.034,0.027,0.004,-0.02,0.02
31,0.035,0.105,0.024,0.028,0.027,-0.013,-0.03,0.02
31.05,0.052,0.105,0.016,0.02,0.044,-0.013,-0.04,0.03
31.1,0.052,0.087,0.005,0.011,0.044,-0.031,-0.04,0.04
31.15,0.07,0.07,-0.005,0,0.062,-0.048,-0.04,0.04
31.2,0.07,0.07,-0.016,-0.01,0.062,-0.048,-0.04,0.04
31.25,0.052,0.07,-0.026,-0.02,0.044,-0.048,-0.04,0.03
31.3,0.052,0.07,-0.033,-0.029,0.044,-0.048,-0.03,0.03
31.35,0.035,0.07,-0.039,-0.035,0.027,-0.048,-0.02,0.02
31.4,0.017,0.087,-0.041,-0.039,0.009,-0.031,-0.02,0.01
31.45,0.017,0.105,-0.041,-0.04,0.009,-0.013,0,0
31.5,0,0.105,-0.037,-0.038,-0.008,-0.013,0.01,-0.01
31.55,-0.017,0.122,-0.031,-0.033,-0.025,0.004,0.02,-0.02
31.6,-0.035,0.14,-0.022,-0.026,-0.043,0.022,0.02,-0.03
31.65,-0.035,0.14,-0.012,-0.017,-0.043,0.022,0.03,-0.04
31.7,-0.052,0.157,-0.001,-0.007,-0.06,0.039,0.04,-0.04
31.75,-0.052,0.157,0.01,0.004,-0.06,0.039,0.04,-0.04
31.8,-0.052,0.157,0.019,0.014,-0.06,0.039,0.04,-0.04
31.85,-0.035,0.157,0.028,0.023,-0.043,0.039,0.03,-0.04
31.9,-0.035,0.157,0.034,0.03,-0.043,0.039,0.03,-0.03
31.95,-0.017,0.157,0.037,0.034,-0.025,0.039,0.02,-0.02
32,0,0.14,0.037,0.035,-0.008,0.022,0.01,-0.02
32.05,0.017,0.14,0.034,0.034,0.009,0.022,0,0
32.1,0.035,0.122,0.029,0.03,0.027,0.004,-0.01,0.01
32.15,0.035,0.105,0.021,0.023,0.027,-0.013,-0.02,0.02
32.2,0.052,0.105,0.011,0.014,0.044,-0.013,-0.03,0.02
32.25,0.052,0.087,0,0.005,0.044,-0.031,-0.04,0.03
32.3,0.07,0.087,-0.011,-0.006,0.062,-0.031,-0.04,0.04
32.35,0.07,0.07,-0.022,-0.016,0.062,-0.048,-0.04,0.04
32.4,0.052,0.07,-0.03,-0.025,0.044,-0.048,-0.04,0.04
32.45,0.052,0.07,-0.037,-0.032,0.044,-0.048,-0.04,0.03
32.5,0.035,0.07,-0.041,-0.037,0.027,-0.048,-0.03,0.03
32.55,0.017,0.087,-0.042,-0.039,0.009,-0.031,-0.02,0.02
32.6,0.017,0.087,-0.04,-0.038,0.009,-0.031,-0.01,0.01
32.65,0,0.105,-0.035,-0.035,-0.008,-0.013,0,0
32.7,-0.017,0.122,-0.027,-0.028,-0.025,0.004,0.01,-0.01
32.75,-0.035,0.14,-0.018,-0.02,-0.043,0.022,0.02,-0.02
32.8,-0.035,0.14,-0.007,-0.011,-0.043,0.022,0.02,-0.03
32.85,-0.052,0.157,0.004,0,-0.06,0.039,0.03,-0.04
32.9,-0.052,0.157,0.015,0.01,-0.06,0.039,0.04,-0.04
32.95,-0.052,0.157,0.024,0.019,-0.06,0.039,0.04,-0.04
33,-0.035,0.157,0.032,0.026,-0.043,0.039,0.04,-0.04
33.05,-0.035,0.157,0.037,0.032,-0.043,0.039,0.03,-0.04
33.1,-0.017,0.157,0.038,0.034,-0.025,0.039,0.03,-0.03
33.15,0,0.14,0.037,0.034,-0.008,0.022,0.02,-0.02
33.2,0.017,0.14,0.033,0.031,0.009,0.022,0.01,-0.02
33.25,0.035,0.122,0.026,0.025,0.027,0.004,0,0
33.3,0.035,0.105,0.016,0.017,0.027,-0.013,-0.01,0.01
33.35,0.052,0.105,0.006,0.008,0.044,-0.013,-0.02,0.02
33.4,0.052,0.087,-0.006,-0.002,0.044,-0.031,-0.03,0.02
33.45,0.07,0.087,-0.017,-0.012,0.062,-0.031,-0.04,0.03
33.5,0.07,0.07,-0.027,-0.021,0.062,-0.048,-0.04,0.04
33.55,0.052,0.07,-0.035,-0.029,0.044,-0.048,-0.04,0.04
33.6,0.052,0.07,-0.04,-0.035,0.044,-0.048,-0.04,0.04
33.65,0.035,0.07,-0.043,-0.038,0.027,-0.048,-0.04,0.03
33.7,0.035,0.087,-0.042,-0.038,0.027,-0.031,-0.03,0.03
33.75,0.017,0.087,-0.039,-0.036,0.009,-0.031,-0.02,0.02
33.8,0,0.105,-0.032,-0.03,-0.008,-0.013,-0.01,0.01
33.85,-0.017,0.122,-0.023,-0.023,-0.025,0.004,0,0
33.9,-0.035,0.122,-0.013,-0.014,-0.043,0.004,0.01,-0.01
33.95,-0.035,0.14,-0.002,-0.004,-0.043,0.022,0.02,-0.02
34,-0.052,0.157,0.01,0.006,-0.06,0.039,0.02,-0.03
34.05,-0.052,0.157,0.02,0.015,-0.06,0.039,0.03,-0.04
34.1,-0.052,0.157,0.029,0.023,-0.06,0.039,0.04,-0.04
34.15,-0.035,0.157,0.035,0.029,-0.043,0.039,0.04,-0.04
34.2,-0.035,0.157,0.038,0.033,-0.043,0.039,0.04,-0.04
34.25,-0.017,0.157,0.039,0.034,-0.025,0.039,0.03,-0.04
34.3,0,0.14,0.036,0.032,-0.008,0.022,0.03,-0.03
34.35,0.017,0.14,0.03,0.027,0.009,0.022,0.02,-0.02
34.4,0.017,0.122,0.022,0.02,0.009,0.004,0.01,-0.01
34.45,0.035,0.122,0.012,0.011,0.027,0.004,0,0
34.5,0.052,0.105,0.001,0.002,0.044,-0.013,-0.01,0.01
34.55,0.052,0.087,-0.011,-0.008,0.044,-0.031,-0.02,0.02
34.6,0.07,0.087,-0.022,-0.018,0.062,-0.031,-0.03,0.03
34.65,0.07,0.07,-0.031,-0.026,0.062,-0.048,-0.04,0.03
34.7,0.052,0.07,-0.038,-0.033,0.044,-0.048,-0.04,0.04
34.75,0.052,0.07,-0.042,-0.037,0.044,-0.048,-0.04,0.04
34.8,0.035,0.087,-0.043,-0.038,0.027,-0.031,-0.04,0.04
34.85,0.035,0.087,-0.041,-0.036,0.027,-0.031,-0.04,0.03
34.9,0.017,0.087,-0.036,-0.032,0.009,-0.031,-0.03,0.03
34.95,0,0.105,-0.029,-0.026,-0.008,-0.013,-0.02,0.02
35,-0.017,0.122,-0.019,-0.017,-0.025,0.004,-0.01,0.01
35.05,-0.035,0.122,-0.008,-0.008,-0.043,0.004,0,0
35.1,-0.035,0.14,0.004,0.002,-0.043,0.022,0.01,-0.01
35.15,-0.052,0.157,0.015,0.012,-0.06,0.039,0.02,-0.02
35.2,-0.052,0.157,0.024,0.021,-0.06,0.039,0.03,-0.03
35.25,-0.052,0.157,0.032,0.027,-0.06,0.039,0.03,-0.04
35.3,-0.035,0.157,0.037,0.032,-0.043,0.039,0.04,-0.04
35.35,-0.035,0.157,0.039,0.034,-0.043,0.039,0.04,-0.04
35.4,-0.017,0.157,0.038,0.033,-0.025,0.039,0.04,-0.04
35.45,0,0.14,0.034,0.029,-0.008,0.022,0.03,-0.04
35.5,0,0.14,0.027,0.023,-0.008,0.022,0.03,-0.03
35.55,0.017,0.122,0.017,0.014,0.009,0.004,0.02,-0.02
35.6,0.035,0.122,0.007,0.005,0.027,0.004,0.01,-0.01
35.65,0.052,0.105,-0.005,-0.005,0.044,-0.013,0,0
35.7,0.052,0.087,-0.016,-0.015,0.044,-0.031,-0.01,0.01
