time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
35.75,0.07,0.087,-0.026,-0.024,0.062,-0.031,-0.02,0.02
35.8,0.07,0.087,-0.034,-0.031,0.062,-0.031,-0.03,0.03
35.85,0.07,0.07,-0.04,-0.036,0.062,-0.048,-0.04,0.03
35.9,0.052,0.07,-0.043,-0.038,0.044,-0.048,-0.04,0.04
35.95,0.052,0.087,-0.043,-0.037,0.044,-0.031,-0.04,0.04
36,0.035,0.087,-0.039,-0.034,0.027,-0.031,-0.04,0.04
36.05,0.017,0.087,-0.033,-0.028,0.009,-0.031,-0.04,0.03
36.1,0,0.105,-0.024,-0.02,-0.008,-0.013,-0.03,0.03
36.15,-0.017,0.122,-0.014,-0.011,-0.025,0.004,-0.02,0.02
36.2,-0.017,0.122,-0.003,-0.001,-0.025,0.004,-0.01,0.01
36.25,-0.035,0.14,0.009,0.009,-0.043,0.022,0,0
36.3,-0.052,0.14,0.019,0.018,-0.06,0.022,0.01,-0.01
36.35,-0.052,0.157,0.028,0.025,-0.06,0.039,0.02,-0.02
36.4,-0.052,0.157,0.035,0.031,-0.06,0.039,0.03,-0.03
36.45,-0.035,0.157,0.038,0.034,-0.043,0.039,0.03,-0.04
36.5,-0.035,0.157,0.039,0.033,-0.043,0.039,0.04,-0.04
36.55,-0.017,0.157,0.036,0.031,-0.025,0.039,0.04,-0.04
36.6,-0.017,0.14,0.031,0.025,-0.025,0.022,0.04,-0.04
36.65,0,0.14,0.023,0.018,-0.008,0.022,0.03,-0.04
36.7,0.017,0.122,0.013,0.008,0.009,0.004,0.03,-0.03
36.75,0.035,0.122,0.001,-0.002,0.027,0.004,0.02,-0.02
36.8,0.052,0.105,-0.01,-0.012,0.044,-0.013,0.01,-0.01
36.85,0.052,0.087,-0.021,-0.021,0.044,-0.031,0,0
36.9,0.07,0.087,-0.03,-0.029,0.062,-0.031,-0.01,0.01
36.95,0.07,0.087,-0.037,-0.034,0.062,-0.031,-0.02,0.02
37,0.07,0.07,-0.042,-0.038,0.062,-0.048,-0.03,0.03
37.05,0.052,0.07,-0.043,-0.038,0.044,-0.048,-0.04,0.03
37.1,0.052,0.087,-0.041,-0.036,0.044,-0.031,-0.04,0.04
37.15,0.035,0.087,-0.036,-0.031,0.027,-0.031,-0.04,0.04
37.2,0.017,0.087,-0.029,-0.023,0.009,-0.031,-0.04,0.04
37.25,0,0.105,-0.019,-0.015,-0.008,-0.013,-0.04,0.03
37.3,-0.017,0.122,-0.009,-0.005,-0.025,0.004,-0.03,0.03
37.35,-0.017,0.122,0.003,0.006,-0.025,0.004,-0.02,0.02
37.4,-0.035,0.14,0.014,0.015,-0.043,0.022,-0.01,0.01
37.45,-0.035,0.14,0.023,0.023,-0.043,0.022,0,0
37.5,-0.052,0.157,0.031,0.03,-0.06,0.039,0.01,-0.01
37.55,-0.052,0.157,0.036,0.034,-0.06,0.039,0.02,-0.02
37.6,-0.052,0.157,0.038,0.034,-0.06,0.039,0.03,-0.03
37.65,-0.035,0.157,0.037,0.033,-0.043,0.039,0.03,-0.04
37.7,-0.017,0.157,0.033,0.028,-0.025,0.039,0.04,-0.04
37.75,-0.017,0.14,0.027,0.021,-0.025,0.022,0.04,-0.04
37.8,0,0.14,0.018,0.012,-0.008,0.022,0.04,-0.04
37.85,0.017,0.122,0.007,0.002,0.009,0.004,0.03,-0.04
37.9,0.035,0.122,-0.004,-0.008,0.027,0.004,0.03,-0.03
37.95,0.052,0.105,-0.015,-0.018,0.044,-0.013,0.02,-0.02
38,0.052,0.105,-0.025,-0.027,0.044,-0.013,0.01,-0.01
38.05,0.07,0.087,-0.033,-0.033,0.062,-0.031,0,0
38.1,0.07,0.087,-0.039,-0.038,0.062,-0.031,-0.01,0.01
38.15,0.07,0.087,-0.042,-0.039,0.062,-0.031,-0.02,0.02
38.2,0.052,0.087,-0.042,-0.038,0.044,-0.031,-0.03,0.03
38.25,0.052,0.087,-0.038,-0.034,0.044,-0.031,-0.04,0.03
38.3,0.035,0.087,-0.032,-0.027,0.027,-0.031,-0.04,0.04
38.35,0.017,0.087,-0.024,-0.019,0.009,-0.031,-0.04,0.04
38.4,0,0.105,-0.014,-0.009,-0.008,-0.013,-0.04,0.04
38.45,-0.017,0.122,-0.003,0.002,-0.025,0.004,-0.04,0.03
38.5,-0.017,0.122,0.008,0.012,-0.025,0.004,-0.03,0.03
38.55,-0.035,0.14,0.018,0.021,-0.043,0.022,-0.02,0.02
38.6,-0.035,0.14,0.027,0.028,-0.043,0.022,-0.01,0.01
38.65,-0.052,0.157,0.033,0.033,-0.06,0.039,0,0
38.7,-0.052,0.157,0.037,0.035,-0.06,0.039,0.01,-0.01
38.75,-0.052,0.157,0.037,0.035,-0.06,0.039,0.02,-0.02
38.8,-0.035,0.157,0.035,0.031,-0.043,0.039,0.03,-0.03
38.85,-0.035,0.157,0.03,0.025,-0.043,0.039,0.03,-0.04
38.9,-0.017,0.14,0.022,0.016,-0.025,0.022,0.04,-0.04
38.95,0,0.14,0.012,0.007,-0.008,0.022,0.04,-0.04
39,0.017,0.122,0.002,-0.004,0.009,0.004,0.04,-0.04
39.05,0.035,0.122,-0.009,-0.014,0.027,0.004,0.03,-0.04
39.1,0.052,0.105,-0.02,-0.024,0.044,-0.013,0.03,-0.03
39.15,0.052,0.105,-0.029,-0.032,0.044,-0.013,0.02,-0.02
39.2,0.07,0.087,-0.036,-0.037,0.062,-0.031,0.01,-0.01
39.25,0.07,0.087,-0.04,-0.04,0.062,-0.031,0,0
39.3,0.07,0.087,-0.041,-0.04,0.062,-0.031,-0.01,0.01
39.35,0.052,0.087,-0.039,-0.037,0.044,-0.031,-0.02,0.02
39.4,0.052,0.087,-0.035,-0.031,0.044,-0.031,-0.03,0.03
39.45,0.035,0.087,-0.028,-0.023,0.027,-0.031,-0.04,0.03
39.5,0.017,0.087,-0.019,-0.013,0.009,-0.031,-0.04,0.04
39.55,0,0.105,-0.008,-0.003,-0.008,-0.013,-0.04,0.04
39.6,0,0.122,0.003,0.008,-0.008,0.004,-0.04,0.04
39.65,-0.017,0.122,0.013,0.018,-0.025,0.004,-0.04,0.03
39.7,-0.035,0.14,0.022,0.026,-0.043,0.022,-0.03,0.03
39.75,-0.035,0.14,0.029,0.032,-0.043,0.022,-0.02,0.02
39.8,-0.052,0.157,0.034,0.036,-0.06,0.039,-0.01,0.01
39.85,-0.052,0.157,0.036,0.036,-0.06,0.039,0,0
39.9,-0.052,0.157,0.035,0.034,-0.06,0.039,0.01,-0.01
39.95,-0.035,0.157,0.031,0.029,-0.043,0.039,0.02,-0.02
40,-0.035,0.157,0.025,0.021,-0.043,0.039,0.03,-0.03
40.05,-0.017,0.14,0.016,0.012,-0.025,0.022,0.03,-0.04
40.1,0,0.14,0.006,0.001,-0.008,0.022,0.04,-0.04
40.15,0.017,0.122,-0.004,-0.01,0.009,0.004,0.04,-0.04
40.2,0.035,0.122,-0.015,-0.02,0.027,0.004,0.04,-0.04
40.25,0.035,0.105,-0.024,-0.029,0.027,-0.013,0.03,-0.04
40.3,0.052,0.105,-0.032,-0.036,0.044,-0.013,0.03,-0.03
40.35,0.052,0.087,-0.037,-0.04,0.044,-0.031,0.02,-0.02
40.4,0.07,0.087,-0.04,-0.041,0.062,-0.031,0.01,-0.01
40.45,0.07,0.087,-0.039,-0.04,0.062,-0.031,0,0
40.5,0.052,0.087,-0.036,-0.035,0.044,-0.031,-0.01,0.01
40.55,0.052,0.087,-0.03,-0.028,0.044,-0.031,-0.02,0.02
40.6,0.035,0.087,-0.022,-0.018,0.027,-0.031,-0.03,0.03
40.65,0.017,0.087,-0.013,-0.008,0.009,-0.031,-0.04,0.03
40.7,0.017,0.105,-0.002,0.003,0.009,-0.013,-0.04,0.04
40.75,0,0.105,0.008,0.014,-0.008,-0.013,-0.04,0.04
40.8,-0.017,0.122,0.018,0.023,-0.025,0.004,-0.04,0.04
40.85,-0.035,0.14,0.026,0.031,-0.043,0.022,-0.04,0.03
40.9,-0.035,0.14,0.032,0.036,-0.043,0.022,-0.03,0.03
40.95,-0.052,0.157,0.035,0.038,-0.06,0.039,-0.02,0.02
41,-0.052,0.157,0.035,0.037,-0.06,0.039,-0.01,0.01
41.05,-0.052,0.157,0.032,0.033,-0.06,0.039,0,0
41.1,-0.035,0.157,0.027,0.026,-0.043,0.039,0.01,-0.01
41.15,-0.035,0.157,0.02,0.017,-0.043,0.039,0.02,-0.02
41.2,-0.017,0.14,0.01,0.006,-0.025,0.022,0.03,-0.03
41.25,0,0.14,0,-0.005,-0.008,0.022,0.03,-0.04
41.3,0.017,0.122,-0.01,-0.016,0.009,0.004,0.04,-0.04
41.35,0.035,0.122,-0.02,-0.025,0.027,0.004,0.04,-0.04
41.4,0.035,0.105,-0.028,-0.034,0.027,-0.013,0.04,-0.04
41.45,0.052,0.105,-0.034,-0.039,0.044,-0.013,0.03,-0.04
41.5,0.052,0.087,-0.038,-0.042,0.044,-0.031,0.03,-0.03
41.55,0.07,0.087,-0.039,-0.042,0.062,-0.031,0.02,-0.02
41.6,0.07,0.087,-0.037,-0.038,0.062,-0.031,0.01,-0.01
41.65,0.052,0.087,-0.032,-0.032,0.044,-0.031,0,0
41.7,0.052,0.087,-0.025,-0.024,0.044,-0.031,-0.01,0.01
41.75,0.035,0.087,-0.016,-0.014,0.027,-0.031,-0.02,0.02
41.8,0.035,0.087,-0.006,-0.002,0.027,-0.031,-0.03,0.03
41.85,0.017,0.105,0.004,0.009,0.009,-0.013,-0.04,0.03
41.9,0,0.105,0.014,0.019,-0.008,-0.013,-0.04,0.04
41.95,-0.017,0.122,0.022,0.028,-0.025,0.004,-0.04,0.04
42,-0.035,0.14,0.029,0.034,-0.043,0.022,-0.04,0.04
42.05,-0.035,0.14,0.033,0.038,-0.043,0.022,-0.04,0.03
42.1,-0.052,0.14,0.034,0.038,-0.06,0.022,-0.03,0.03
42.15,-0.052,0.157,0.033,0.036,-0.06,0.039,-0.02,0.02
42.2,-0.052,0.157,0.029,0.03,-0.06,0.039,-0.01,0.01
42.25,-0.035,0.157,0.022,0.022,-0.043,0.039,0,0
42.3,-0.035,0.157,0.014,0.012,-0.043,0.039,0.01,-0.01
42.35,-0.017,0.14,0.004,0.001,-0.025,0.022,0.02,-0.02
42.4,0,0.14,-0.006,-0.01,-0.008,0.022,0.03,-0.03
42.45,0.017,0.122,-0.016,-0.021,0.009,0.004,0.03,-0.04
42.5,0.017,0.122,-0.025,-0.03,0.009,0.004,0.04,-0.04
42.55,0.035,0.105,-0.032,-0.037,0.027,-0.013,0.04,-0.04
42.6,0.052,0.105,-0.036,-0.042,0.044,-0.013,0.04,-0.04
42.65,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.03,-0.04
42.7,0.07,0.087,-0.037,-0.041,0.062,-0.031,0.03,-0.03
42.75,0.07,0.087,-0.034,-0.036,0.062,-0.031,0.02,-0.02
42.8,0.052,0.087,-0.027,-0.029,0.044,-0.031,0.01,-0.01
42.85,0.052,0.087,-0.019,-0.019,0.044,-0.031,0,0
42.9,0.035,0.087,-0.01,-0.008,0.027,-0.031,-0.01,0.01
42.95,0.035,0.087,0,0.003,0.027,-0.031,-0.02,0.02
43,0.017,0.105,0.01,0.014,0.009,-0.013,-0.03,0.03
43.05,0,0.105,0.019,0.024,-0.008,-0.013,-0.04,0.03
43.1,-0.017,0.122,0.026,0.032,-0.025,0.004,-0.04,0.04
43.15,-0.035,0.14,0.031,0.037,-0.043,0.022,-0.04,0.04
43.2,-0.035,0.14,0.034,0.039,-0.043,0.022,-0.04,0.04
43.25,-0.052,0.14,0.033,0.038,-0.06,0.022,-0.04,0.03
43.3,-0.052,0.157,0.03,0.034,-0.06,0.039,-0.03,0.03
43.35,-0.052,0.157,0.024,0.027,-0.06,0.039,-0.02,0.02
43.4,-0.035,0.157,0.017,0.018,-0.043,0.039,-0.01,0.01
43.45,-0.035,0.157,0.007,0.007,-0.043,0.039,0,0
43.5,-0.017,0.14,-0.003,-0.004,-0.025,0.022,0.01,-0.01
43.55,0,0.14,-0.013,-0.015,-0.008,0.022,0.02,-0.02
43.6,0,0.122,-0.022,-0.026,-0.008,0.004,0.03,-0.03
43.65,0.017,0.122,-0.029,-0.034,0.009,0.004,0.03,-0.04
43.7,0.035,0.105,-0.035,-0.04,0.027,-0.013,0.04,-0.04
43.75,0.052,0.105,-0.037,-0.043,0.044,-0.013,0.04,-0.04
43.8,0.052,0.087,-0.038,-0.043,0.044,-0.031,0.04,-0.04
43.85,0.07,0.087,-0.035,-0.04,0.062,-0.031,0.03,-0.04
43.9,0.07,0.087,-0.03,-0.034,0.062,-0.031,0.03,-0.03
43.95,0.07,0.087,-0.022,-0.025,0.062,-0.031,0.02,-0.02
44,0.052,0.087,-0.013,-0.015,0.044,-0.031,0.01,-0.01
44.05,0.052,0.087,-0.003,-0.003,0.044,-0.031,0,0
44.1,0.035,0.087,0.007,0.008,0.027,-0.031,-0.01,0.01
44.15,0.017,0.105,0.016,0.019,0.009,-0.013,-0.02,0.02
44.2,0,0.105,0.024,0.028,-0.008,-0.013,-0.03,0.03
44.25,-0.017,0.122,0.03,0.034,-0.025,0.004,-0.04,0.03
44.3,-0.035,0.122,0.033,0.038,-0.043,0.004,-0.04,0.04
44.35,-0.035,0.14,0.033,0.039,-0.043,0.022,-0.04,0.04
44.4,-0.052,0.14,0.031,0.037,-0.06,0.022,-0.04,0.04
44.45,-0.052,0.157,0.026,0.031,-0.06,0.039,-0.04,0.03
44.5,-0.052,0.157,0.019,0.023,-0.06,0.039,-0.03,0.03
44.55,-0.035,0.157,0.011,0.013,-0.043,0.039,-0.02,0.02
44.6,-0.035,0.157,0.001,0.002,-0.043,0.039,-0.01,0.01
44.65,-0.017,0.14,-0.009,-0.009,-0.025,0.022,0,0
44.7,0,0.14,-0.019,-0.02,-0.008,0.022,0.01,-0.01
44.75,0,0.122,-0.027,-0.03,-0.008,0.004,0.02,-0.02
44.8,0.017,0.122,-0.033,-0.037,0.009,0.004,0.03,-0.03
44.85,0.035,0.105,-0.037,-0.042,0.027,-0.013,0.03,-0.04
44.9,0.052,0.105,-0.038,-0.043,0.044,-0.013,0.04,-0.04
44.95,0.052,0.087,-0.036,-0.042,0.044,-0.031,0.04,-0.04
45,0.07,0.087,-0.032,-0.037,0.062,-0.031,0.04,-0.04
45.05,0.07,0.087,-0.025,-0.03,0.062,-0.031,0.03,-0.04
45.1,0.07,0.087,-0.016,-0.02,0.062,-0.031,0.03,-0.03
45.15,0.052,0.087,-0.007,-0.009,0.044,-0.031,0.02,-0.02
45.2,0.052,0.087,0.003,0.002,0.044,-0.031,0.01,-0.01
45.25,0.035,0.087,0.013,0.013,0.027,-0.031,0,0
45.3,0.017,0.105,0.021,0.023,0.009,-0.013,-0.01,0.01
45.35,0,0.105,0.028,0.031,-0.008,-0.013,-0.02,0.02
45.4,-0.017,0.122,0.032,0.036,-0.025,0.004,-0.03,0.03
45.45,-0.017,0.122,0.034,0.039,-0.025,0.004,-0.04,0.03
45.5,-0.035,0.14,0.033,0.038,-0.043,0.022,-0.04,0.04
45.55,-0.035,0.14,0.029,0.034,-0.043,0.022,-0.04,0.04
45.6,-0.052,0.157,0.022,0.028,-0.06,0.039,-0.04,0.04
45.65,-0.052,0.157,0.014,0.019,-0.06,0.039,-0.04,0.03
45.7,-0.035,0.157,0.004,0.008,-0.043,0.039,-0.03,0.03
45.75,-0.035,0.157,-0.006,-0.003,-0.043,0.039,-0.02,0.02
45.8,-0.017,0.14,-0.016,-0.014,-0.025,0.022,-0.01,0.01
45.85,-0.017,0.14,-0.024,-0.025,-0.025,0.022,0,0
45.9,0,0.122,-0.032,-0.033,-0.008,0.004,0.01,-0.01
45.95,0.017,0.122,-0.036,-0.039,0.009,0.004,0.02,-0.02
46,0.035,0.105,-0.038,-0.042,0.027,-0.013,0.03,-0.03
46.05,0.052,0.105,-0.038,-0.042,0.044,-0.013,0.03,-0.04
46.1,0.052,0.105,-0.034,-0.039,0.044,-0.013,0.04,-0.04
46.15,0.07,0.087,-0.028,-0.034,0.062,-0.031,0.04,-0.04
46.2,0.07,0.087,-0.02,-0.025,0.062,-0.031,0.04,-0.04
46.25,0.07,0.087,-0.01,-0.015,0.062,-0.031,0.03,-0.04
46.3,0.052,0.087,0,-0.004,0.044,-0.031,0.02,-0.03
46.35,0.052,0.087,0.01,0.007,0.044,-0.031,0.02,-0.02
46.4,0.035,0.087,0.019,0.018,0.027,-0.031,0.01,-0.01
46.45,0.017,0.105,0.026,0.027,0.009,-0.013,0,0
46.5,0,0.105,0.032,0.033,-0.008,-0.013,-0.01,0.01
46.55,-0.017,0.122,0.034,0.037,-0.025,0.004,-0.02,0.02
46.6,-0.017,0.122,0.034,0.038,-0.025,0.004,-0.03,0.03
46.65,-0.035,0.14,0.031,0.036,-0.043,0.022,-0.04,0.03
46.7,-0.035,0.14,0.025,0.031,-0.043,0.022,-0.04,0.04
46.75,-0.052,0.14,0.018,0.023,-0.06,0.022,-0.04,0.04
46.8,-0.052,0.157,0.008,0.014,-0.06,0.039,-0.04,0.04
46.85,-0.052,0.157,-0.002,0.003,-0.06,0.039,-0.04,0.03
46.9,-0.035,0.157,-0.012,-0.008,-0.043,0.039,-0.03,0.03
46.95,-0.017,0.14,-0.022,-0.019,-0.025,0.022,-0.02,0.02
47,-0.017,0.14,-0.03,-0.028,-0.025,0.022,-0.01,0.01
47.05,0,0.122,-0.036,-0.036,-0.008,0.004,0,0
47.1,0.017,0.122,-0.039,-0.04,0.009,0.004,0.01,-0.01
47.15,0.035,0.105,-0.039,-0.042,0.027,-0.013,0.02,-0.02
47.2,0.052,0.105,-0.037,-0.041,0.044,-0.013,0.03,-0.03
47.25,0.052,0.105,-0.031,-0.036,0.044,-0.013,0.03,-0.04
47.3,0.052,0.087,-0.024,-0.029,0.044,-0.031,0.04,-0.04
47.35,0.07,0.087,-0.015,-0.02,0.062,-0.031,0.04,-0.04
47.4,0.07,0.087,-0.004,-0.01,0.062,-0.031,0.04,-0.04
47.45,0.052,0.087,0.006,0.001,0.044,-0.031,0.03,-0.04
47.5,0.052,0.087,0.016,0.012,0.044,-0.031,0.02,-0.03
47.55,0.035,0.087,0.024,0.022,0.027,-0.031,0.02,-0.02
47.6,0.017,0.105,0.031,0.029,0.009,-0.013,0.01,-0.01
47.65,0,0.105,0.035,0.035,-0.008,-0.013,0,0
47.7,0,0.122,0.036,0.037,-0.008,0.004,-0.02,0.01
47.75,-0.017,0.122,0.034,0.037,-0.025,0.004,-0.02,0.02
47.8,-0.035,0.14,0.029,0.033,-0.043,0.022,-0.03,0.03
47.85,-0.035,0.14,0.022,0.027,-0.043,0.022,-0.04,0.03
47.9,-0.052,0.14,0.013,0.018,-0.06,0.022,-0.04,0.04
47.95,-0.052,0.157,0.002,0.008,-0.06,0.039,-0.04,0.04
48,-0.052,0.157,-0.008,-0.003,-0.06,0.039,-0.04,0.04
48.05,-0.035,0.14,-0.018,-0.014,-0.043,0.022,-0.04,0.03
48.1,-0.035,0.14,-0.027,-0.023,-0.043,0.022,-0.03,0.02
48.15,-0.017,0.14,-0.034,-0.032,-0.025,0.022,-0.02,0.02
48.2,0,0.122,-0.039,-0.037,-0.008,0.004,-0.01,0.01
48.25,0.017,0.122,-0.04,-0.041,0.009,0.004,0,0
48.3,0.035,0.122,-0.039,-0.041,0.027,0.004,0.01,-0.02
48.35,0.035,0.105,-0.035,-0.038,0.027,-0.013,0.02,-0.02
48.4,0.052,0.105,-0.028,-0.032,0.044,-0.013,0.03,-0.03
48.45,0.052,0.087,-0.019,-0.024,0.044,-0.031,0.03,-0.04
48.5,0.07,0.087,-0.009,-0.014,0.062,-0.031,0.04,-0.04
48.55,0.07,0.087,0.002,-0.004,0.062,-0.031,0.04,-0.04
48.6,0.052,0.087,0.012,0.007,0.044,-0.031,0.04,-0.04
48.65,0.052,0.087,0.022,0.017,0.044,-0.031,0.03,-0.04
48.7,0.035,0.105,0.029,0.025,0.027,-0.013,0.02,-0.03
48.75,0.017,0.105,0.034,0.032,0.009,-0.013,0.02,-0.02
48.8,0.017,0.105,0.037,0.035,0.009,-0.013,0.01,-0.01
48.85,0,0.122,0.036,0.036,-0.008,0.004,0,0
48.9,-0.017,0.122,0.032,0.034,-0.025,0.004,-0.02,0.01
48.95,-0.035,0.14,0.026,0.029,-0.043,0.022,-0.02,0.02
49,-0.035,0.14,0.017,0.022,-0.043,0.022,-0.03,0.03
49.05,-0.052,0.14,0.007,0.012,-0.06,0.022,-0.04,0.03
49.1,-0.052,0.157,-0.003,0.002,-0.06,0.039,-0.04,0.04
49.15,-0.052,0.157,-0.014,-0.009,-0.06,0.039,-0.04,0.04
49.2,-0.035,0.14,-0.024,-0.019,-0.043,0.022,-0.04,0.04
49.25,-0.035,0.14,-0.032,-0.027,-0.043,0.022,-0.04,0.03
49.3,-0.017,0.14,-0.038,-0.034,-0.025,0.022,-0.03,0.02
49.35,0,0.122,-0.041,-0.038,-0.008,0.004,-0.02,0.02
49.4,0.017,0.122,-0.041,-0.04,0.009,0.004,-0.01,0.01
49.45,0.035,0.122,-0.038,-0.038,0.027,0.004,0,0
49.5,0.035,0.105,-0.032,-0.034,0.027,-0.013,0.01,-0.02
49.55,0.052,0.105,-0.024,-0.027,0.044,-0.013,0.02,-0.03
49.6,0.052,0.087,-0.014,-0.018,0.044,-0.031,0.03,-0.03
49.65,0.07,0.087,-0.003,-0.008,0.062,-0.031,0.03,-0.04
49.7,0.07,0.087,0.008,0.002,0.062,-0.031,0.04,-0.04
49.75,0.052,0.087,0.018,0.012,0.044,-0.031,0.04,-0.04
49.8,0.052,0.087,0.027,0.021,0.044,-0.031,0.04,-0.04
49.85,0.035,0.105,0.033,0.028,0.027,-0.013,0.03,-0.04
49.9,0.035,0.105,0.037,0.033,0.027,-0.013,0.02,-0.03
49.95,0.017,0.105,0.038,0.035,0.009,-0.013,0.02,-0.02
50,0,0.122,0.035,0.034,-0.008,0.004,0.01,-0.01
50.05,-0.017,0.122,0.03,0.03,-0.025,0.004,0,0
50.1,-0.035,0.14,0.023,0.024,-0.043,0.022,-0.02,0.01
50.15,-0.035,0.14,0.013,0.016,-0.043,0.022,-0.02,0.02
50.2,-0.052,0.14,0.002,0.006,-0.06,0.022,-0.03,0.03
50.25,-0.052,0.14,-0.009,-0.004,-0.06,0.022,-0.04,0.03
50.3,-0.052,0.157,-0.02,-0.014,-0.06,0.039,-0.04,0.04
50.35,-0.035,0.14,-0.029,-0.023,-0.043,0.022,-0.04,0.04
50.4,-0.035,0.14,-0.036,-0.031,-0.043,0.022,-0.04,0.04
50.45,-0.017,0.14,-0.041,-0.036,-0.025,0.022,-0.04,0.03
50.5,0,0.122,-0.042,-0.039,-0.008,0.004,-0.03,0.02
50.55,0.017,0.122,-0.041,-0.038,0.009,0.004,-0.02,0.02
50.6,0.017,0.122,-0.036,-0.035,0.009,0.004,-0.01,0.01
50.65,0.035,0.105,-0.029,-0.029,0.027,-0.013,0,-0.01
50.7,0.052,0.105,-0.02,-0.022,0.044,-0.013,0.01,-0.02
50.75,0.052,0.087,-0.009,-0.012,0.044,-0.031,0.02,-0.03
50.8,0.07,0.087,0.002,-0.002,0.062,-0.031,0.03,-0.03
50.85,0.07,0.087,0.013,0.008,0.062,-0.031,0.03,-0.04
50.9,0.052,0.087,0.023,0.017,0.044,-0.031,0.04,-0.04
50.95,0.052,0.087,0.031,0.025,0.044,-0.031,0.04,-0.04
51,0.035,0.105,0.036,0.031,0.027,-0.013,0.04,-0.04
51.05,0.035,0.105,0.039,0.034,0.027,-0.013,0.03,-0.04
51.1,0.017,0.105,0.038,0.034,0.009,-0.013,0.02,-0.03
51.15,0,0.122,0.034,0.031,-0.008,0.004,0.02,-0.02
51.2,-0.017,0.122,0.027,0.026,-0.025,0.004,0.01,-0.01
51.25,-0.035,0.14,0.018,0.019,-0.043,0.022,-0.01,0
51.3,-0.035,0.14,0.008,0.01,-0.043,0.022,-0.02,0.01
51.35,-0.052,0.14,-0.003,0,-0.06,0.022,-0.03,0.02
51.4,-0.052,0.14,-0.015,-0.01,-0.06,0.022,-0.03,0.03
51.45,-0.052,0.14,-0.025,-0.02,-0.06,0.022,-0.04,0.03
51.5,-0.035,0.14,-0.033,-0.028,-0.043,0.022,-0.04,0.04
51.55,-0.035,0.14,-0.039,-0.034,-0.043,0.022,-0.04,0.04
51.6,-0.017,0.14,-0.043,-0.037,-0.025,0.022,-0.04,0.04
51.65,0,0.122,-0.043,-0.038,-0.008,0.004,-0.04,0.03
51.7,0,0.122,-0.04,-0.036,-0.008,0.004,-0.03,0.02
51.75,0.017,0.122,-0.034,-0.031,0.009,0.004,-0.02,0.01
51.8,0.035,0.105,-0.025,-0.024,0.027,-0.013,-0.01,0
51.85,0.052,0.105,-0.015,-0.015,0.044,-0.013,0,-0.01
51.9,0.052,0.087,-0.004,-0.006,0.044,-0.031,0.01,-0.02
51.95,0.07,0.087,0.007,0.004,0.062,-0.031,0.02,-0.03
52,0.07,0.087,0.018,0.014,0.062,-0.031,0.03,-0.03
52.05,0.052,0.087,0.027,0.022,0.044,-0.031,0.03,-0.04
52.1,0.052,0.087,0.034,0.029,0.044,-0.031,0.04,-0.04
52.15,0.035,0.105,0.038,0.032,0.027,-0.013,0.04,-0.04
52.2,0.035,0.105,0.039,0.034,0.027,-0.013,0.04,-0.04
52.25,0.017,0.105,0.037,0.032,0.009,-0.013,0.03,-0.04
52.3,0,0.122,0.032,0.028,-0.008,0.004,0.02,-0.03
52.35,-0.017,0.122,0.024,0.021,-0.025,0.004,0.02,-0.02
52.4,-0.017,0.14,0.014,0.013,-0.025,0.022,0.01,-0.01
52.45,-0.035,0.14,0.003,0.003,-0.043,0.022,-0.01,0
52.5,-0.035,0.14,-0.009,-0.007,-0.043,0.022,-0.02,0.01
52.55,-0.052,0.14,-0.02,-0.017,-0.06,0.022,-0.03,0.02
52.6,-0.052,0.14,-0.029,-0.025,-0.06,0.022,-0.03,0.03
52.65,-0.035,0.14,-0.037,-0.032,-0.043,0.022,-0.04,0.03
52.7,-0.035,0.14,-0.042,-0.036,-0.043,0.022,-0.04,0.04
52.75,-0.017,0.14,-0.043,-0.038,-0.025,0.022,-0.04,0.04
52.8,0,0.122,-0.042,-0.037,-0.008,0.004,-0.04,0.04
52.85,0,0.122,-0.038,-0.033,-0.008,0.004,-0.04,0.03
52.9,0.017,0.122,-0.03,-0.027,0.009,0.004,-0.03,0.02
52.95,0.035,0.105,-0.021,-0.018,0.027,-0.013,-0.02,0.01
53,0.052,0.105,-0.01,-0.009,0.044,-0.013,-0.01,0
53.05,0.052,0.087,0.001,0.001,0.044,-0.031,0,-0.01
53.1,0.052,0.087,0.012,0.011,0.044,-0.031,0.01,-0.02
53.15,0.07,0.087,0.023,0.019,0.062,-0.031,0.02,-0.03
53.2,0.052,0.087,0.031,0.027,0.044,-0.031,0.03,-0.03
53.25,0.052,0.087,0.036,0.031,0.044,-0.031,0.03,-0.04
53.3,0.052,0.105,0.039,0.034,0.044,-0.013,0.04,-0.04
53.35,0.035,0.105,0.038,0.033,0.027,-0.013,0.04,-0.04
53.4,0.017,0.105,0.035,0.03,0.009,-0.013,0.04,-0.04
53.45,0,0.122,0.028,0.024,-0.008,0.004,0.03,-0.04
53.5,-0.017,0.122,0.02,0.016,-0.025,0.004,0.02,-0.03
53.55,-0.017,0.14,0.009,0.006,-0.025,0.022,0.01,-0.02
53.6,-0.035,0.14,-0.002,-0.003,-0.043,0.022,0,-0.01
53.65,-0.035,0.14,-0.014,-0.013,-0.043,0.022,-0.01,0
53.7,-0.052,0.14,-0.024,-0.022,-0.06,0.022,-0.02,0.01
