Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
93.14,0.0273,-0.0311,0.1,-0.12,,,,,,,,,,,
93.19,0.0623,-0.0491,0.09,-0.1,,,,,,,,,,,
93.24,0.0793,-0.0661,0.06,-0.08,,,,,,,,,,,
93.29,0.0973,-0.0841,0.03,-0.05,,,,,,,,,,,
93.34,0.1143,-0.1011,0,-0.01,,,,,,,,,,,
93.39,0.1143,-0.1011,-0.03,0.02,,,,,,,,,,,
93.44,0.1143,-0.1011,-0.06,0.06,,,,,,,,,,,
93.49,0.0973,-0.0841,-0.08,0.08,,,,,,,,,,,
93.54,0.0793,-0.0661,-0.1,0.11,,,,,,,,,,,
93.59,0.0443,-0.0491,-0.11,0.12,,,,,,,,,,,
93.64,0.0273,-0.0141,-0.12,0.13,,,,,,,,,,,
93.69,-0.0077,0.0039,-0.12,0.13,,,,,,,,,,,
93.74,-0.0427,0.0389,-0.11,0.12,,,,,,,,,,,
93.79,-0.0607,0.0559,-0.09,0.1,,,,,,,,,,,
93.84,-0.0947,0.0729,-0.07,0.07,,,,,,,,,,,
93.89,-0.0947,0.0909,-0.04,0.04,,,,,,,,,,,
93.94,-0.1127,0.0909,-0.01,0.01,,,,,,,,,,,
93.99,-0.1127,0.0909,0.02,-0.03,,,,,,,,,,,
94.04,-0.0947,0.0909,0.05,-0.06,,,,,,,,,,,
94.09,-0.0777,0.0729,0.07,-0.09,,,,,,,,,,,
94.14,-0.0607,0.0559,0.1,-0.11,,,,,,,,,,,
94.19,-0.0427,0.0389,0.11,-0.13,,,,,,,,,,,
94.24,-0.0077,0.0039,0.12,-0.14,,,,,,,,,,,
94.29,0.0273,-0.0141,0.11,-0.13,,,,,,,,,,,
94.34,0.0623,-0.0491,0.1,-0.12,,,,,,,,,,,
94.39,0.0793,-0.0661,0.09,-0.1,,,,,,,,,,,
94.44,0.0973,-0.0841,0.07,-0.07,,,,,,,,,,,
94.49,0.1143,-0.1011,0.04,-0.04,,,,,,,,,,,
94.54,0.1143,-0.1011,0.01,-0.01,,,,,,,,,,,
94.59,0.1143,-0.1011,-0.02,0.03,,,,,,,,,,,
94.64,0.0973,-0.0841,-0.05,0.06,,,,,,,,,,,
94.69,0.0793,-0.0661,-0.08,0.09,,,,,,,,,,,
94.74,0.0443,-0.0491,-0.1,0.11,,,,,,,,,,,
94.79,0.0273,-0.0141,-0.11,0.12,,,,,,,,,,,
94.84,-0.0077,0.0039,-0.12,0.13,,,,,,,,,,,
94.89,-0.0427,0.0389,-0.12,0.13,,,,,,,,,,,
94.94,-0.0607,0.0559,-0.11,0.11,,,,,,,,,,,
94.99,-0.0777,0.0729,-0.1,0.09,,,,,,,,,,,
95.04,-0.0947,0.0909,-0.07,0.07,,,,,,,,,,,
95.09,-0.1127,0.0909,-0.05,0.04,,,,,,,,,,,
95.14,-0.1127,0.0909,-0.01,0,,,,,,,,,,,
95.19,-0.0947,0.0909,0.02,-0.03,,,,,,,,,,,
95.24,-0.0947,0.0729,0.05,-0.06,,,,,,,,,,,
95.29,-0.0607,0.0559,0.07,-0.09,,,,,,,,,,,
95.34,-0.0427,0.0389,0.09,-0.11,,,,,,,,,,,
95.39,-0.0077,0.0039,0.11,-0.13,,,,,,,,,,,
95.44,0.0273,-0.0141,0.12,-0.13,,,,,,,,,,,
95.49,0.0443,-0.0491,0.12,-0.13,,,,,,,,,,,
95.54,0.0793,-0.0661,0.11,-0.12,,,,,,,,,,,
95.59,0.0973,-0.0841,0.09,-0.1,,,,,,,,,,,
95.64,0.1143,-0.0841,0.07,-0.07,,,,,,,,,,,
95.69,0.1143,-0.1011,0.04,-0.04,,,,,,,,,,,
95.74,0.1143,-0.1011,0.01,-0.01,,,,,,,,,,,
95.79,0.0973,-0.0841,-0.02,0.03,,,,,,,,,,,
95.84,0.0793,-0.0661,-0.05,0.06,,,,,,,,,,,
95.89,0.0623,-0.0491,-0.08,0.09,,,,,,,,,,,
95.94,0.0273,-0.0141,-0.1,0.11,,,,,,,,,,,
95.99,-0.0077,0.0039,-0.12,0.12,,,,,,,,,,,
96.04,-0.0257,0.0209,-0.12,0.13,,,,,,,,,,,
96.09,-0.0607,0.0559,-0.12,0.12,,,,,,,,,,,
96.14,-0.0777,0.0729,-0.12,0.11,,,,,,,,,,,
96.19,-0.0947,0.0909,-0.1,0.09,,,,,,,,,,,
96.24,-0.1127,0.0909,-0.08,0.06,,,,,,,,,,,
96.29,-0.1127,0.0909,-0.05,0.03,,,,,,,,,,,
96.34,-0.0947,0.0909,-0.02,0,,,,,,,,,,,
96.39,-0.0947,0.0729,0.01,-0.03,,,,,,,,,,,
96.44,-0.0607,0.0559,0.05,-0.07,,,,,,,,,,,
96.49,-0.0427,0.0389,0.07,-0.09,,,,,,,,,,,
96.54,-0.0077,0.0039,0.1,-0.11,,,,,,,,,,,
96.59,0.0093,-0.0141,0.11,-0.13,,,,,,,,,,,
96.64,0.0443,-0.0491,0.12,-0.13,,,,,,,,,,,
96.69,0.0793,-0.0661,0.12,-0.13,,,,,,,,,,,
96.74,0.0973,-0.0841,0.11,-0.11,,,,,,,,,,,
96.79,0.0973,-0.0841,0.1,-0.09,,,,,,,,,,,
96.84,0.1143,-0.1011,0.07,-0.07,,,,,,,,,,,
96.89,0.1143,-0.1011,0.04,-0.04,,,,,,,,,,,
96.94,0.0973,-0.0841,0.01,0,,,,,,,,,,,
96.99,0.0793,-0.0661,-0.02,0.03,,,,,,,,,,,
97.04,0.0623,-0.0491,-0.05,0.06,,,,,,,,,,,
97.09,0.0273,-0.0311,-0.08,0.09,,,,,,,,,,,
97.14,-0.0077,0.0039,-0.1,0.11,,,,,,,,,,,
97.19,-0.0257,0.0209,-0.12,0.12,,,,,,,,,,,
97.24,-0.0607,0.0559,-0.13,0.12,,,,,,,,,,,
97.29,-0.0777,0.0729,-0.13,0.12,,,,,,,,,,,
97.34,-0.0947,0.0909,-0.12,0.11,,,,,,,,,,,
97.39,-0.1127,0.0909,-0.1,0.09,,,,,,,,,,,
97.44,-0.1127,0.0909,-0.08,0.06,,,,,,,,,,,
97.49,-0.0947,0.0909,-0.05,0.03,,,,,,,,,,,
97.54,-0.0947,0.0729,-0.02,0,,,,,,,,,,,
97.59,-0.0777,0.0559,0.01,-0.03,,,,,,,,,,,
97.64,-0.0427,0.0389,0.05,-0.06,,,,,,,,,,,
97.69,-0.0077,0.0209,0.08,-0.09,,,,,,,,,,,
97.74,0.0093,-0.0141,0.1,-0.11,,,,,,,,,,,
97.79,0.0443,-0.0311,0.12,-0.12,,,,,,,,,,,
97.84,0.0623,-0.0661,0.12,-0.13,,,,,,,,,,,
97.89,0.0973,-0.0841,0.12,-0.12,,,,,,,,,,,
97.94,0.0973,-0.0841,0.12,-0.11,,,,,,,,,,,
97.99,0.1143,-0.1011,0.1,-0.09,,,,,,,,,,,
98.04,0.1143,-0.1011,0.07,-0.07,,,,,,,,,,,
98.09,0.0973,-0.0841,0.05,-0.04,,,,,,,,,,,
98.14,0.0793,-0.0661,0.01,0,,,,,,,,,,,
98.19,0.0623,-0.0491,-0.02,0.03,,,,,,,,,,,
98.24,0.0273,-0.0311,-0.05,0.06,,,,,,,,,,,
98.29,0.0093,0.0039,-0.08,0.08,,,,,,,,,,,
98.34,-0.0257,0.0209,-0.11,0.1,,,,,,,,,,,
98.39,-0.0607,0.0389,-0.12,0.12,,,,,,,,,,,
98.44,-0.0777,0.0729,-0.13,0.12,,,,,,,,,,,
98.49,-0.0947,0.0909,-0.13,0.12,,,,,,,,,,,
98.54,-0.1127,0.0909,-0.12,0.1,,,,,,,,,,,
98.59,-0.1127,0.0909,-0.1,0.09,,,,,,,,,,,
98.64,-0.1127,0.0909,-0.08,0.06,,,,,,,,,,,
98.69,-0.0947,0.0729,-0.05,0.03,,,,,,,,,,,
98.74,-0.0777,0.0559,-0.02,0,,,,,,,,,,,
98.79,-0.0427,0.0389,0.02,-0.03,,,,,,,,,,,
98.84,-0.0257,0.0209,0.05,-0.06,,,,,,,,,,,
98.89,0.0093,-0.0141,0.08,-0.09,,,,,,,,,,,
98.94,0.0443,-0.0311,0.1,-0.11,,,,,,,,,,,
98.99,0.0623,-0.0491,0.12,-0.12,,,,,,,,,,,
99.04,0.0793,-0.0661,0.13,-0.12,,,,,,,,,,,
99.09,0.0973,-0.0841,0.13,-0.12,,,,,,,,,,,
99.14,0.1143,-0.1011,0.12,-0.11,,,,,,,,,,,
99.19,0.1143,-0.1011,0.1,-0.09,,,,,,,,,,,
99.24,0.0973,-0.0841,0.08,-0.07,,,,,,,,,,,
99.29,0.0793,-0.0661,0.04,-0.04,,,,,,,,,,,
99.34,0.0623,-0.0491,0.01,-0.01,,,,,,,,,,,
99.39,0.0273,-0.0311,-0.02,0.02,,,,,,,,,,,
99.44,0.0093,-0.0141,-0.06,0.05,,,,,,,,,,,
99.49,-0.0257,0.0209,-0.09,0.08,,,,,,,,,,,
99.54,-0.0427,0.0389,-0.11,0.1,,,,,,,,,,,
99.59,-0.0777,0.0559,-0.13,0.11,,,,,,,,,,,
99.64,-0.0947,0.0729,-0.13,0.12,,,,,,,,,,,
99.69,-0.1127,0.0909,-0.13,0.11,,,,,,,,,,,
99.74,-0.1127,0.0909,-0.12,0.1,,,,,,,,,,,
99.79,-0.1127,0.0909,-0.1,0.09,,,,,,,,,,,
99.84,-0.0947,0.0729,-0.08,0.06,,,,,,,,,,,
99.89,-0.0777,0.0559,-0.05,0.03,,,,,,,,,,,
99.94,-0.0427,0.0389,-0.01,0,,,,,,,,,,,
99.99,-0.0257,0.0209,0.02,-0.03,,,,,,,,,,,
100.04,0.0093,-0.0141,0.05,-0.06,,,,,,,,,,,
100.09,0.0443,-0.0311,0.08,-0.08,,,,,,,,,,,
100.14,0.0623,-0.0491,0.11,-0.1,,,,,,,,,,,
100.19,0.0793,-0.0661,0.12,-0.12,,,,,,,,,,,
100.24,0.0973,-0.0841,0.13,-0.12,,,,,,,,,,,
100.29,0.1143,-0.1011,0.13,-0.12,,,,,,,,,,,
100.34,0.1143,-0.1011,0.12,-0.11,,,,,,,,,,,
100.39,0.0973,-0.0841,0.1,-0.09,,,,,,,,,,,
100.44,0.0793,-0.0661,0.07,-0.07,,,,,,,,,,,
100.49,0.0623,-0.0491,0.04,-0.04,,,,,,,,,,,
100.54,0.0443,-0.0311,0.01,-0.01,,,,,,,,,,,
100.59,0.0093,-0.0141,-0.03,0.02,,,,,,,,,,,
100.64,-0.0257,0.0209,-0.06,0.05,,,,,,,,,,,
100.69,-0.0427,0.0389,-0.09,0.08,,,,,,,,,,,
100.74,-0.0777,0.0559,-0.11,0.1,,,,,,,,,,,
100.79,-0.0947,0.0729,-0.13,0.11,,,,,,,,,,,
100.84,-0.0947,0.0909,-0.14,0.12,,,,,,,,,,,
100.89,-0.1127,0.0909,-0.13,0.11,,,,,,,,,,,
100.94,-0.1127,0.0909,-0.12,0.1,,,,,,,,,,,
100.99,-0.0947,0.0729,-0.1,0.09,,,,,,,,,,,
101.04,-0.0777,0.0729,-0.08,0.06,,,,,,,,,,,
101.09,-0.0607,0.0389,-0.05,0.04,,,,,,,,,,,
101.14,-0.0257,0.0209,-0.01,0.01,,,,,,,,,,,
101.19,0.0093,0.0039,0.02,-0.02,,,,,,,,,,,
101.24,0.0273,-0.0311,0.06,-0.05,,,,,,,,,,,
101.29,0.0623,-0.0491,0.09,-0.08,,,,,,,,,,,
101.34,0.0793,-0.0661,0.11,-0.1,,,,,,,,,,,
101.39,0.0973,-0.0841,0.12,-0.11,,,,,,,,,,,
101.44,0.1143,-0.0841,0.13,-0.12,,,,,,,,,,,
101.49,0.1143,-0.1011,0.13,-0.12,,,,,,,,,,,
101.54,0.0973,-0.0841,0.12,-0.11,,,,,,,,,,,
101.59,0.0793,-0.0841,0.1,-0.09,,,,,,,,,,,
101.64,0.0623,-0.0661,0.07,-0.07,,,,,,,,,,,
101.69,0.0443,-0.0311,0.04,-0.04,,,,,,,,,,,
101.74,0.0093,-0.0141,0,-0.01,,,,,,,,,,,
101.79,-0.0077,0.0209,-0.03,0.02,,,,,,,,,,,
101.84,-0.0427,0.0389,-0.06,0.05,,,,,,,,,,,
101.89,-0.0607,0.0559,-0.09,0.07,,,,,,,,,,,
101.94,-0.0947,0.0729,-0.11,0.09,,,,,,,,,,,
101.99,-0.0947,0.0909,-0.13,0.11,,,,,,,,,,,
102.04,-0.1127,0.0909,-0.14,0.12,,,,,,,,,,,
102.09,-0.1127,0.0909,-0.13,0.12,,,,,,,,,,,
102.14,-0.0947,0.0909,-0.12,0.11,,,,,,,,,,,
102.19,-0.0777,0.0729,-0.1,0.09,,,,,,,,,,,
102.24,-0.0607,0.0559,-0.07,0.07,,,,,,,,,,,
102.29,-0.0257,0.0209,-0.04,0.04,,,,,,,,,,,
102.34,-0.0077,0.0039,-0.01,0.01,,,,,,,,,,,
102.39,0.0273,-0.0311,0.03,-0.02,,,,,,,,,,,
102.44,0.0623,-0.0491,0.06,-0.05,,,,,,,,,,,
102.49,0.0793,-0.0661,0.09,-0.08,,,,,,,,,,,
102.54,0.0973,-0.0841,0.11,-0.1,,,,,,,,,,,
102.59,0.0973,-0.0841,0.12,-0.11,,,,,,,,,,,
102.64,0.1143,-0.0841,0.13,-0.12,,,,,,,,,,,
102.69,0.0973,-0.0841,0.13,-0.12,,,,,,,,,,,
102.74,0.0973,-0.0841,0.11,-0.11,,,,,,,,,,,
102.79,0.0623,-0.0661,0.09,-0.1,,,,,,,,,,,
102.84,0.0443,-0.0311,0.07,-0.07,,,,,,,,,,,
102.89,0.0093,-0.0141,0.04,-0.05,,,,,,,,,,,
102.94,-0.0077,0.0039,0,-0.02,,,,,,,,,,,
102.99,-0.0427,0.0389,-0.03,0.01,,,,,,,,,,,
103.04,-0.0607,0.0559,-0.06,0.05,,,,,,,,,,,
103.09,-0.0777,0.0729,-0.09,0.07,,,,,,,,,,,
103.14,-0.0947,0.0909,-0.11,0.09,,,,,,,,,,,
103.19,-0.1127,0.0909,-0.13,0.11,,,,,,,,,,,
103.24,-0.1127,0.0909,-0.13,0.12,,,,,,,,,,,
103.29,-0.0947,0.0909,-0.13,0.12,,,,,,,,,,,
103.34,-0.0777,0.0729,-0.12,0.11,,,,,,,,,,,
103.39,-0.0607,0.0559,-0.1,0.09,,,,,,,,,,,
103.44,-0.0257,0.0209,-0.07,0.07,,,,,,,,,,,
103.49,-0.0077,0.0039,-0.04,0.04,,,,,,,,,,,
103.54,0.0273,-0.0141,-0.01,0.01,,,,,,,,,,,
103.59,0.0443,-0.0491,0.03,-0.02,,,,,,,,,,,
103.64,0.0793,-0.0661,0.06,-0.05,,,,,,,,,,,
103.69,0.0973,-0.0841,0.09,-0.08,,,,,,,,,,,
103.74,0.0973,-0.0841,0.11,-0.1,,,,,,,,,,,
103.79,0.1143,-0.0841,0.12,-0.12,,,,,,,,,,,
103.84,0.0973,-0.0841,0.13,-0.13,,,,,,,,,,,
103.89,0.0973,-0.0841,0.12,-0.13,,,,,,,,,,,
103.94,0.0793,-0.0661,0.11,-0.12,,,,,,,,,,,
103.99,0.0443,-0.0491,0.09,-0.1,,,,,,,,,,,
104.04,0.0273,-0.0141,0.06,-0.08,,,,,,,,,,,
104.09,-0.0077,0.0039,0.03,-0.05,,,,,,,,,,,
104.14,-0.0427,0.0389,0,-0.02,,,,,,,,,,,
104.19,-0.0607,0.0559,-0.03,0.01,,,,,,,,,,,
104.24,-0.0777,0.0729,-0.06,0.05,,,,,,,,,,,
104.29,-0.0947,0.0909,-0.09,0.07,,,,,,,,,,,
104.34,-0.1127,0.0909,-0.11,0.1,,,,,,,,,,,
104.39,-0.1127,0.0909,-0.12,0.11,,,,,,,,,,,
104.44,-0.0947,0.0909,-0.13,0.12,,,,,,,,,,,
104.49,-0.0777,0.0729,-0.13,0.12,,,,,,,,,,,
104.54,-0.0607,0.0559,-0.11,0.11,,,,,,,,,,,
104.59,-0.0427,0.0389,-0.09,0.1,,,,,,,,,,,
104.64,-0.0077,0.0039,-0.07,0.07,,,,,,,,,,,
104.69,0.0273,-0.0141,-0.04,0.05,,,,,,,,,,,
104.74,0.0443,-0.0491,0,0.01,,,,,,,,,,,
104.79,0.0793,-0.0661,0.03,-0.02,,,,,,,,,,,
104.84,0.0973,-0.0841,0.06,-0.05,,,,,,,,,,,
104.89,0.0973,-0.0841,0.08,-0.08,,,,,,,,,,,
104.94,0.1143,-0.0841,0.1,-0.1,,,,,,,,,,,
104.99,0.0973,-0.0841,0.12,-0.12,,,,,,,,,,,
105.04,0.0973,-0.0841,0.12,-0.13,,,,,,,,,,,
105.09,0.0793,-0.0661,0.12,-0.13,,,,,,,,,,,
105.14,0.0443,-0.0491,0.11,-0.12,,,,,,,,,,,
105.19,0.0273,-0.0141,0.09,-0.1,,,,,,,,,,,
105.24,-0.0077,0.0039,0.06,-0.08,,,,,,,,,,,
105.29,-0.0257,0.0209,0.03,-0.05,,,,,,,,,,,
105.34,-0.0607,0.0559,0,-0.02,,,,,,,,,,,
105.39,-0.0777,0.0729,-0.03,0.01,,,,,,,,,,,
105.44,-0.0947,0.0729,-0.06,0.05,,,,,,,,,,,
105.49,-0.1127,0.0909,-0.09,0.08,,,,,,,,,,,
105.54,-0.1127,0.0909,-0.11,0.1,,,,,,,,,,,
105.59,-0.0947,0.0909,-0.12,0.12,,,,,,,,,,,
105.64,-0.0777,0.0729,-0.13,0.13,,,,,,,,,,,
105.69,-0.0607,0.0559,-0.12,0.13,,,,,,,,,,,
105.74,-0.0427,0.0389,-0.11,0.12,,,,,,,,,,,
105.79,-0.0077,0.0039,-0.09,0.1,,,,,,,,,,,
105.84,0.0093,-0.0141,-0.07,0.08,,,,,,,,,,,
105.89,0.0443,-0.0311,-0.04,0.05,,,,,,,,,,,
105.94,0.0623,-0.0661,-0.01,0.01,,,,,,,,,,,
105.99,0.0973,-0.0661,0.03,-0.02,,,,,,,,,,,
106.04,0.0973,-0.0841,0.06,-0.05,,,,,,,,,,,
106.09,0.0973,-0.0841,0.08,-0.08,,,,,,,,,,,
106.14,0.0973,-0.0841,0.1,-0.11,,,,,,,,,,,
106.19,0.0973,-0.0841,0.11,-0.12,,,,,,,,,,,
106.24,0.0793,-0.0661,0.12,-0.13,,,,,,,,,,,
106.29,0.0443,-0.0491,0.12,-0.13,,,,,,,,,,,
106.34,0.0273,-0.0311,0.1,-0.12,,,,,,,,,,,
106.39,-0.0077,0.0039,0.09,-0.11,,,,,,,,,,,
106.44,-0.0257,0.0209,0.06,-0.08,,,,,,,,,,,
106.49,-0.0607,0.0389,0.03,-0.05,,,,,,,,,,,
106.54,-0.0777,0.0729,0,-0.02,,,,,,,,,,,
106.59,-0.0947,0.0729,-0.03,0.02,,,,,,,,,,,
106.64,-0.0947,0.0909,-0.06,0.05,,,,,,,,,,,
106.69,-0.1127,0.0909,-0.08,0.08,,,,,,,,,,,
106.74,-0.0947,0.0909,-0.1,0.1,,,,,,,,,,,
106.79,-0.0777,0.0729,-0.12,0.12,,,,,,,,,,,
106.84,-0.0607,0.0559,-0.12,0.13,,,,,,,,,,,
106.89,-0.0427,0.0389,-0.12,0.13,,,,,,,,,,,
106.94,-0.0077,0.0209,-0.11,0.12,,,,,,,,,,,
106.99,0.0093,-0.0141,-0.09,0.1,,,,,,,,,,,
107.04,0.0443,-0.0311,-0.07,0.07,,,,,,,,,,,
107.09,0.0623,-0.0491,-0.04,0.04,,,,,,,,,,,
107.14,0.0793,-0.0661,-0.01,0.01,,,,,,,,,,,
107.19,0.0973,-0.0841,0.02,-0.02,,,,,,,,,,,
107.24,0.0973,-0.0841,0.05,-0.06,,,,,,,,,,,
107.29,0.0973,-0.0841,0.08,-0.09,,,,,,,,,,,
107.34,0.0973,-0.0841,0.1,-0.11,,,,,,,,,,,
107.39,0.0793,-0.0661,0.11,-0.13,,,,,,,,,,,
107.44,0.0623,-0.0491,0.12,-0.14,,,,,,,,,,,
107.49,0.0273,-0.0311,0.11,-0.13,,,,,,,,,,,
107.54,0.0093,0.0039,0.1,-0.12,,,,,,,,,,,
107.59,-0.0257,0.0209,0.09,-0.1,,,,,,,,,,,
107.64,-0.0607,0.0389,0.06,-0.08,,,,,,,,,,,
107.69,-0.0777,0.0559,0.04,-0.05,,,,,,,,,,,
107.74,-0.0947,0.0729,0.01,-0.01,,,,,,,,,,,
107.79,-0.0947,0.0909,-0.03,0.02,,,,,,,,,,,
107.84,-0.1127,0.0909,-0.05,0.05,,,,,,,,,,,
107.89,-0.0947,0.0909,-0.08,0.08,,,,,,,,,,,
107.94,-0.0947,0.0729,-0.1,0.11,,,,,,,,,,,
107.99,-0.0607,0.0559,-0.11,0.12,,,,,,,,,,,
108.05,-0.0427,0.0389,-0.12,0.13,,,,,,,,,,,
108.1,-0.0257,0.0209,-0.12,0.13,,,,,,,,,,,
108.15,0.0093,-0.0141,-0.11,0.12,,,,,,,,,,,
108.2,0.0443,-0.0311,-0.09,0.1,,,,,,,,,,,
108.25,0.0623,-0.0491,-0.07,0.07,,,,,,,,,,,
108.3,0.0793,-0.0661,-0.04,0.04,,,,,,,,,,,
108.35,0.0973,-0.0841,-0.01,0.01,,,,,,,,,,,
108.4,0.0973,-0.0841,0.02,-0.03,,,,,,,,,,,
108.45,0.0973,-0.0841,0.05,-0.06,,,,,,,,,,,
108.5,0.0973,-0.0841,0.07,-0.09,,,,,,,,,,,
108.55,0.0793,-0.0661,0.09,-0.11,,,,,,,,,,,
108.6,0.0623,-0.0491,0.11,-0.13,,,,,,,,,,,
108.65,0.0273,-0.0311,0.12,-0.14,,,,,,,,,,,
108.7,0.0093,0.0039,0.11,-0.13,,,,,,,,,,,
108.75,-0.0257,0.0209,0.11,-0.12,,,,,,,,,,,
108.8,-0.0427,0.0389,0.09,-0.1,,,,,,,,,,,
108.85,-0.0777,0.0559,0.07,-0.08,,,,,,,,,,,
108.9,-0.0947,0.0729,0.04,-0.04,,,,,,,,,,,
108.95,-0.0947,0.0909,0.01,-0.01,,,,,,,,,,,
109,-0.0947,0.0909,-0.02,0.02,,,,,,,,,,,
109.05,-0.0947,0.0909,-0.05,0.06,,,,,,,,,,,
109.1,-0.0947,0.0729,-0.08,0.09,,,,,,,,,,,
109.15,-0.0777,0.0559,-0.1,0.11,,,,,,,,,,,
109.2,-0.0427,0.0389,-0.11,0.12,,,,,,,,,,,
109.25,-0.0257,0.0209,-0.12,0.13,,,,,,,,,,,
109.3,0.0093,-0.0141,-0.12,0.13,,,,,,,,,,,
109.35,0.0273,-0.0311,-0.11,0.12,,,,,,,,,,,
109.4,0.0623,-0.0491,-0.1,0.1,,,,,,,,,,,
109.45,0.0793,-0.0661,-0.07,0.07,,,,,,,,,,,
109.5,0.0973,-0.0841,-0.05,0.04,,,,,,,,,,,
109.55,0.0973,-0.0841,-0.02,0,,,,,,,,,,,
109.6,0.0973,-0.0841,0.02,-0.03,,,,,,,,,,,
109.65,0.0973,-0.0841,0.05,-0.06,,,,,,,,,,,
109.7,0.0793,-0.0661,0.07,-0.09,,,,,,,,,,,
109.75,0.0623,-0.0491,0.09,-0.11,,,,,,,,,,,
109.8,0.0443,-0.0311,0.11,-0.13,,,,,,,,,,,
109.85,0.0093,-0.0141,0.12,-0.13,,,,,,,,,,,
109.9,-0.0257,0.0209,0.12,-0.13,,,,,,,,,,,
109.95,-0.0427,0.0389,0.11,-0.12,,,,,,,,,,,
110,-0.0777,0.0559,0.09,-0.1,,,,,,,,,,,
110.05,-0.0947,0.0729,0.07,-0.07,,,,,,,,,,,
110.1,-0.0947,0.0909,0.04,-0.04,,,,,,,,,,,
110.15,-0.0947,0.0909,0.01,-0.01,,,,,,,,,,,
110.2,-0.0947,0.0909,-0.02,0.03,,,,,,,,,,,
110.25,-0.0947,0.0729,-0.05,0.06,,,,,,,,,,,
110.3,-0.0777,0.0559,-0.08,0.09,,,,,,,,,,,
110.35,-0.0427,0.0389,-0.1,0.11,,,,,,,,,,,
110.4,-0.0257,0.0209,-0.12,0.12,,,,,,,,,,,
110.45,0.0093,0.0039,-0.12,0.13,,,,,,,,,,,
110.5,0.0273,-0.0311,-0.12,0.12,,,,,,,,,,,
110.55,0.0623,-0.0491,-0.12,0.11,,,,,,,,,,,
110.6,0.0793,-0.0661,-0.1,0.09,,,,,,,,,,,
110.65,0.0973,-0.0841,-0.08,0.07,,,,,,,,,,,
110.7,0.0973,-0.0841,-0.05,0.03,,,,,,,,,,,
110.75,0.0973,-0.0841,-0.02,0,,,,,,,,,,,
110.8,0.0973,-0.0841,0.01,-0.03,,,,,,,,,,,
110.85,0.0793,-0.0661,0.04,-0.06,,,,,,,,,,,
110.9,0.0623,-0.0491,0.07,-0.09,,,,,,,,,,,
110.95,0.0443,-0.0311,0.1,-0.11,,,,,,,,,,,
111,0.0093,-0.0141,0.11,-0.13,,,,,,,,,,,
111.05,-0.0077,0.0209,0.12,-0.13,,,,,,,,,,,
111.1,-0.0427,0.0389,0.12,-0.13,,,,,,,,,,,
111.15,-0.0607,0.0559,0.11,-0.11,,,,,,,,,,,
111.2,-0.0777,0.0729,0.1,-0.1,,,,,,,,,,,
111.25,-0.0947,0.0729,0.07,-0.07,,,,,,,,,,,
111.3,-0.0947,0.0909,0.05,-0.04,,,,,,,,,,,
111.35,-0.0947,0.0909,0.01,-0.01,,,,,,,,,,,
111.4,-0.0947,0.0729,-0.02,0.03,,,,,,,,,,,
111.45,-0.0777,0.0559,-0.05,0.06,,,,,,,,,,,
111.5,-0.0607,0.0389,-0.08,0.09,,,,,,,,,,,
111.55,-0.0257,0.0209,-0.1,0.11,,,,,,,,,,,
111.6,0.0093,0.0039,-0.12,0.12,,,,,,,,,,,
111.65,0.0273,-0.0311,-0.13,0.12,,,,,,,,,,,
111.7,0.0623,-0.0491,-0.13,0.12,,,,,,,,,,,
111.75,0.0793,-0.0661,-0.12,0.11,,,,,,,,,,,
111.8,0.0973,-0.0841,-0.1,0.09,,,,,,,,,,,
111.85,0.0973,-0.0841,-0.08,0.06,,,,,,,,,,,
111.9,0.0973,-0.0841,-0.05,0.03,,,,,,,,,,,
111.95,0.0973,-0.0841,-0.02,0,,,,,,,,,,,
112,0.0793,-0.0661,0.01,-0.03,,,,,,,,,,,
112.05,0.0623,-0.0491,0.05,-0.06,,,,,,,,,,,
112.1,0.0443,-0.0311,0.07,-0.09,,,,,,,,,,,
112.15,0.0093,-0.0141,0.1,-0.11,,,,,,,,,,,
112.2,-0.0077,0.0039,0.12,-0.12,,,,,,,,,,,
112.25,-0.0427,0.0389,0.12,-0.13,,,,,,,,,,,
112.3,-0.0607,0.0559,0.12,-0.12,,,,,,,,,,,
112.35,-0.0777,0.0729,0.12,-0.11,,,,,,,,,,,
112.4,-0.0947,0.0729,0.1,-0.09,,,,,,,,,,,
112.45,-0.0947,0.0909,0.08,-0.07,,,,,,,,,,,
112.5,-0.0947,0.0909,0.05,-0.04,,,,,,,,,,,
112.55,-0.0947,0.0729,0.01,-0.01,,,,,,,,,,,
112.6,-0.0777,0.0559,-0.02,0.03,,,,,,,,,,,
112.65,-0.0607,0.0389,-0.05,0.06,,,,,,,,,,,
112.7,-0.0257,0.0209,-0.08,0.08,,,,,,,,,,,
112.75,-0.0077,0.0039,-0.11,0.1,,,,,,,,,,,
112.8,0.0273,-0.0141,-0.12,0.12,,,,,,,,,,,
112.85,0.0443,-0.0491,-0.13,0.12,,,,,,,,,,,
112.9,0.0793,-0.0661,-0.13,0.12,,,,,,,,,,,
112.95,0.0973,-0.0661,-0.12,0.11,,,,,,,,,,,
113,0.0973,-0.0841,-0.11,0.09,,,,,,,,,,,
113.05,0.0973,-0.0841,-0.08,0.06,,,,,,,,,,,
113.1,0.0973,-0.0841,-0.05,0.03,,,,,,,,,,,
