Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
0,-0.0777,0.0559,-0.14,0.12,,,,,,,,,,,0.0777
0.05,-0.1127,0.0909,-0.13,0.11,,,,,,,,,,,-0.0559
0.1,-0.1477,0.1259,-0.12,0.1,,,,,,,,,,,
0.15,-0.1647,0.1429,-0.1,0.08,,,,,,,,,,,
0.2,-0.1827,0.1609,-0.07,0.06,,,,,,,,,,,
0.25,-0.1647,0.1609,-0.04,0.03,,,,,,,,,,,
0.3,-0.1477,0.1429,0,0,,,,,,,,,,,
0.35,-0.1297,0.1259,0.03,-0.03,,,,,,,,,,,
0.4,-0.0947,0.0909,0.07,-0.06,,,,,,,,,,,
0.45,-0.0427,0.0559,0.09,-0.09,,,,,,,,,,,
0.5,0.0093,0.0209,0.11,-0.1,,,,,,,,,,,
0.55,0.0443,-0.0311,0.13,-0.12,,,,,,,,,,,
0.6,0.0973,-0.0661,0.13,-0.12,,,,,,,,,,,
0.65,0.1313,-0.1011,0.13,-0.12,,,,,,,,,,,
0.7,0.1493,-0.1361,0.11,-0.11,,,,,,,,,,,
0.75,0.1663,-0.1531,0.09,-0.09,,,,,,,,,,,
0.8,0.1663,-0.1711,0.06,-0.06,,,,,,,,,,,
0.85,0.1663,-0.1531,0.03,-0.04,,,,,,,,,,,
0.9,0.1313,-0.1531,-0.01,-0.01,,,,,,,,,,,
0.95,0.1143,-0.1191,-0.04,0.03,,,,,,,,,,,
1,0.0623,-0.0841,-0.07,0.05,,,,,,,,,,,
1.05,0.0273,-0.0491,-0.1,0.08,,,,,,,,,,,
1.1,-0.0257,0.0039,-0.12,0.1,,,,,,,,,,,
1.15,-0.0607,0.0389,-0.13,0.11,,,,,,,,,,,
1.2,-0.1127,0.0909,-0.14,0.12,,,,,,,,,,,
1.25,-0.1297,0.1259,-0.13,0.11,,,,,,,,,,,
1.3,-0.1647,0.1429,-0.12,0.1,,,,,,,,,,,
1.35,-0.1647,0.1609,-0.09,0.09,,,,,,,,,,,
1.4,-0.1647,0.1609,-0.07,0.06,,,,,,,,,,,
1.45,-0.1477,0.1609,-0.03,0.03,,,,,,,,,,,
1.5,-0.1297,0.1259,0,0,,,,,,,,,,,
1.55,-0.0947,0.1079,0.04,-0.03,,,,,,,,,,,
1.6,-0.0427,0.0559,0.07,-0.06,,,,,,,,,,,
1.65,-0.0077,0.0209,0.09,-0.08,,,,,,,,,,,
1.7,0.0443,-0.0141,0.11,-0.1,,,,,,,,,,,
1.75,0.0793,-0.0661,0.13,-0.12,,,,,,,,,,,
1.8,0.1143,-0.1011,0.13,-0.12,,,,,,,,,,,
1.85,0.1493,-0.1361,0.12,-0.12,,,,,,,,,,,
1.9,0.1663,-0.1531,0.11,-0.11,,,,,,,,,,,
1.95,0.1663,-0.1531,0.09,-0.09,,,,,,,,,,,
2,0.1663,-0.1531,0.06,-0.07,,,,,,,,,,,
2.05,0.1493,-0.1531,0.03,-0.04,,,,,,,,,,,
2.1,0.1143,-0.1191,-0.01,-0.01,,,,,,,,,,,
2.15,0.0793,-0.0841,-0.04,0.02,,,,,,,,,,,
2.2,0.0273,-0.0491,-0.07,0.05,,,,,,,,,,,
2.25,-0.0077,0.0039,-0.1,0.08,,,,,,,,,,,
2.3,-0.0607,0.0389,-0.12,0.1,,,,,,,,,,,
2.35,-0.0947,0.0729,-0.13,0.11,,,,,,,,,,,
2.4,-0.1297,0.1079,-0.13,0.12,,,,,,,,,,,
2.45,-0.1647,0.1429,-0.13,0.12,,,,,,,,,,,
2.5,-0.1647,0.1609,-0.11,0.11,,,,,,,,,,,
2.55,-0.1647,0.1609,-0.09,0.09,,,,,,,,,,,
2.6,-0.1647,0.1609,-0.06,0.06,,,,,,,,,,,
2.65,-0.1297,0.1429,-0.03,0.04,,,,,,,,,,,
2.7,-0.0947,0.1079,0,0,,,,,,,,,,,
2.75,-0.0607,0.0729,0.04,-0.03,,,,,,,,,,,
2.8,-0.0077,0.0209,0.07,-0.06,,,,,,,,,,,
2.85,0.0273,-0.0141,0.09,-0.08,,,,,,,,,,,
2.9,0.0793,-0.0491,0.11,-0.11,,,,,,,,,,,
2.95,0.1143,-0.1011,0.12,-0.12,,,,,,,,,,,
3,0.1493,-0.1191,0.13,-0.13,,,,,,,,,,,
3.05,0.1663,-0.1531,0.12,-0.12,,,,,,,,,,,
3.1,0.1663,-0.1531,0.1,-0.11,,,,,,,,,,,
3.15,0.1663,-0.1531,0.08,-0.1,,,,,,,,,,,
3.2,0.1493,-0.1531,0.06,-0.07,,,,,,,,,,,
3.25,0.1143,-0.1191,0.02,-0.04,,,,,,,,,,,
3.3,0.0793,-0.0841,-0.01,-0.01,,,,,,,,,,,
3.35,0.0443,-0.0491,-0.04,0.02,,,,,,,,,,,
3.4,-0.0077,-0.0141,-0.07,0.05,,,,,,,,,,,
3.45,-0.0607,0.0389,-0.1,0.08,,,,,,,,,,,
3.5,-0.0947,0.0729,-0.12,0.1,,,,,,,,,,,
3.55,-0.1297,0.1079,-0.13,0.12,,,,,,,,,,,
3.6,-0.1477,0.1429,-0.13,0.12,,,,,,,,,,,
3.65,-0.1647,0.1609,-0.12,0.12,,,,,,,,,,,
3.7,-0.1647,0.1609,-0.11,0.11,,,,,,,,,,,
3.75,-0.1647,0.1609,-0.09,0.09,,,,,,,,,,,
3.8,-0.1297,0.1429,-0.06,0.07,,,,,,,,,,,
3.85,-0.1127,0.1079,-0.03,0.04,,,,,,,,,,,
3.9,-0.0607,0.0729,0,0.01,,,,,,,,,,,
3.95,-0.0257,0.0389,0.04,-0.03,,,,,,,,,,,
4,0.0273,-0.0141,0.07,-0.06,,,,,,,,,,,
4.05,0.0793,-0.0491,0.09,-0.09,,,,,,,,,,,
4.1,0.1143,-0.0841,0.11,-0.11,,,,,,,,,,,
4.15,0.1493,-0.1191,0.12,-0.12,,,,,,,,,,,
4.2,0.1663,-0.1361,0.12,-0.13,,,,,,,,,,,
4.25,0.1663,-0.1531,0.12,-0.13,,,,,,,,,,,
4.3,0.1663,-0.1531,0.1,-0.12,,,,,,,,,,,
4.35,0.1493,-0.1531,0.08,-0.1,,,,,,,,,,,
4.4,0.1313,-0.1191,0.05,-0.07,,,,,,,,,,,
4.45,0.0793,-0.1011,0.02,-0.04,,,,,,,,,,,
4.5,0.0443,-0.0661,-0.01,-0.01,,,,,,,,,,,
4.55,-0.0077,-0.0141,-0.04,0.02,,,,,,,,,,,
4.6,-0.0427,0.0209,-0.07,0.06,,,,,,,,,,,
4.65,-0.0947,0.0729,-0.09,0.08,,,,,,,,,,,
4.7,-0.1297,0.1079,-0.11,0.11,,,,,,,,,,,
4.75,-0.1477,0.1259,-0.12,0.12,,,,,,,,,,,
4.8,-0.1647,0.1429,-0.12,0.13,,,,,,,,,,,
4.85,-0.1647,0.1609,-0.12,0.12,,,,,,,,,,,
4.9,-0.1647,0.1609,-0.11,0.11,,,,,,,,,,,
4.95,-0.1477,0.1429,-0.08,0.09,,,,,,,,,,,
5,-0.1127,0.1079,-0.06,0.07,,,,,,,,,,,
5.05,-0.0777,0.0729,-0.03,0.04,,,,,,,,,,,
5.1,-0.0257,0.0389,0,0,,,,,,,,,,,
5.15,0.0273,0.0039,0.03,-0.03,,,,,,,,,,,
5.2,0.0623,-0.0491,0.06,-0.06,,,,,,,,,,,
5.25,0.1143,-0.0841,0.09,-0.09,,,,,,,,,,,
5.3,0.1313,-0.1191,0.1,-0.11,,,,,,,,,,,
5.35,0.1663,-0.1361,0.12,-0.13,,,,,,,,,,,
5.4,0.1663,-0.1531,0.12,-0.13,,,,,,,,,,,
5.45,0.1663,-0.1531,0.11,-0.13,,,,,,,,,,,
5.5,0.1493,-0.1531,0.1,-0.12,,,,,,,,,,,
5.55,0.1313,-0.1361,0.08,-0.1,,,,,,,,,,,
5.6,0.0973,-0.1011,0.05,-0.07,,,,,,,,,,,
5.65,0.0443,-0.0661,0.02,-0.04,,,,,,,,,,,
5.7,0.0093,-0.0311,-0.01,-0.01,,,,,,,,,,,
5.75,-0.0427,0.0209,-0.04,0.03,,,,,,,,,,,
5.8,-0.0777,0.0559,-0.07,0.06,,,,,,,,,,,
5.85,-0.1127,0.0909,-0.09,0.09,,,,,,,,,,,
5.9,-0.1477,0.1259,-0.11,0.11,,,,,,,,,,,
5.95,-0.1647,0.1429,-0.12,0.12,,,,,,,,,,,
6,-0.1647,0.1609,-0.12,0.13,,,,,,,,,,,
6.05,-0.1647,0.1609,-0.12,0.13,,,,,,,,,,,
6.1,-0.1477,0.1429,-0.1,0.11,,,,,,,,,,,
6.15,-0.1127,0.1259,-0.09,0.09,,,,,,,,,,,
6.2,-0.0777,0.0909,-0.06,0.07,,,,,,,,,,,
6.25,-0.0257,0.0389,-0.03,0.04,,,,,,,,,,,
6.3,0.0093,0.0039,0,0,,,,,,,,,,,
6.35,0.0623,-0.0311,0.03,-0.03,,,,,,,,,,,
6.4,0.0973,-0.0841,0.06,-0.07,,,,,,,,,,,
6.45,0.1313,-0.1011,0.08,-0.09,,,,,,,,,,,
6.5,0.1493,-0.1361,0.1,-0.12,,,,,,,,,,,
6.55,0.1663,-0.1531,0.11,-0.13,,,,,,,,,,,
6.6,0.1663,-0.1531,0.12,-0.14,,,,,,,,,,,
6.65,0.1493,-0.1531,0.11,-0.13,,,,,,,,,,,
6.7,0.1313,-0.1361,0.1,-0.12,,,,,,,,,,,
6.75,0.0973,-0.1011,0.08,-0.1,,,,,,,,,,,
6.8,0.0623,-0.0661,0.06,-0.07,,,,,,,,,,,
6.85,0.0093,-0.0311,0.03,-0.04,,,,,,,,,,,
6.9,-0.0257,0.0039,0,0,,,,,,,,,,,
6.95,-0.0777,0.0559,-0.03,0.03,,,,,,,,,,,
7,-0.1127,0.0909,-0.06,0.06,,,,,,,,,,,
7.05,-0.1477,0.1259,-0.09,0.09,,,,,,,,,,,
7.1,-0.1647,0.1429,-0.11,0.11,,,,,,,,,,,
7.15,-0.1647,0.1609,-0.12,0.13,,,,,,,,,,,
7.2,-0.1647,0.1609,-0.12,0.13,,,,,,,,,,,
7.25,-0.1477,0.1429,-0.12,0.13,,,,,,,,,,,
7.3,-0.1127,0.1259,-0.11,0.11,,,,,,,,,,,
7.35,-0.0777,0.0909,-0.09,0.09,,,,,,,,,,,
7.4,-0.0427,0.0559,-0.06,0.06,,,,,,,,,,,
7.45,0.0093,0.0039,-0.03,0.03,,,,,,,,,,,
7.5,0.0443,-0.0311,0,0,,,,,,,,,,,
7.55,0.0973,-0.0661,0.03,-0.04,,,,,,,,,,,
7.6,0.1313,-0.1011,0.06,-0.07,,,,,,,,,,,
7.65,0.1493,-0.1361,0.08,-0.1,,,,,,,,,,,
7.7,0.1663,-0.1531,0.1,-0.12,,,,,,,,,,,
7.75,0.1663,-0.1531,0.11,-0.13,,,,,,,,,,,
7.8,0.1663,-0.1531,0.12,-0.14,,,,,,,,,,,
7.85,0.1313,-0.1361,0.11,-0.13,,,,,,,,,,,
7.9,0.0973,-0.1011,0.1,-0.12,,,,,,,,,,,
7.95,0.0623,-0.0661,0.08,-0.1,,,,,,,,,,,
8,0.0273,-0.0311,0.06,-0.07,,,,,,,,,,,
8.05,-0.0257,0.0039,0.03,-0.04,,,,,,,,,,,
8.1,-0.0777,0.0389,0,0,,,,,,,,,,,
8.15,-0.1127,0.0909,-0.03,0.03,,,,,,,,,,,
8.2,-0.1477,0.1079,-0.06,0.07,,,,,,,,,,,
8.25,-0.1647,0.1429,-0.08,0.09,,,,,,,,,,,
8.3,-0.1647,0.1429,-0.1,0.11,,,,,,,,,,,
8.35,-0.1647,0.1609,-0.12,0.13,,,,,,,,,,,
8.4,-0.1477,0.1429,-0.12,0.13,,,,,,,,,,,
8.45,-0.1297,0.1259,-0.12,0.12,,,,,,,,,,,
8.5,-0.0947,0.0909,-0.11,0.11,,,,,,,,,,,
8.55,-0.0427,0.0559,-0.09,0.09,,,,,,,,,,,
8.6,-0.0077,0.0209,-0.07,0.06,,,,,,,,,,,
8.65,0.0443,-0.0311,-0.04,0.03,,,,,,,,,,,
8.7,0.0973,-0.0661,-0.01,-0.01,,,,,,,,,,,
8.75,0.1313,-0.1011,0.02,-0.04,,,,,,,,,,,
8.8,0.1493,-0.1191,0.05,-0.07,,,,,,,,,,,
8.85,0.1663,-0.1361,0.08,-0.1,,,,,,,,,,,
8.9,0.1663,-0.1531,0.1,-0.12,,,,,,,,,,,
8.95,0.1663,-0.1531,0.11,-0.13,,,,,,,,,,,
9,0.1313,-0.1361,0.12,-0.13,,,,,,,,,,,
9.05,0.1143,-0.1191,0.12,-0.13,,,,,,,,,,,
9.1,0.0623,-0.0841,0.11,-0.11,,,,,,,,,,,
9.15,0.0273,-0.0491,0.09,-0.09,,,,,,,,,,,
9.2,-0.0257,0.0039,0.06,-0.06,,,,,,,,,,,
9.25,-0.0607,0.0389,0.04,-0.03,,,,,,,,,,,
9.3,-0.1127,0.0729,0,0,,,,,,,,,,,
9.35,-0.1297,0.1079,-0.03,0.04,,,,,,,,,,,
9.4,-0.1647,0.1259,-0.06,0.07,,,,,,,,,,,
9.45,-0.1647,0.1429,-0.08,0.09,,,,,,,,,,,
9.5,-0.1647,0.1429,-0.1,0.11,,,,,,,,,,,
9.55,-0.1477,0.1429,-0.12,0.12,,,,,,,,,,,
9.6,-0.1297,0.1259,-0.12,0.13,,,,,,,,,,,
9.65,-0.0947,0.0909,-0.12,0.12,,,,,,,,,,,
9.7,-0.0427,0.0559,-0.11,0.11,,,,,,,,,,,
9.75,-0.0077,0.0209,-0.09,0.08,,,,,,,,,,,
9.8,0.0443,-0.0141,-0.07,0.06,,,,,,,,,,,
9.85,0.0793,-0.0491,-0.04,0.03,,,,,,,,,,,
9.9,0.1143,-0.0841,-0.01,-0.01,,,,,,,,,,,
9.95,0.1493,-0.1191,0.02,-0.04,,,,,,,,,,,
10,0.1663,-0.1361,0.05,-0.07,,,,,,,,,,,
10.05,0.1663,-0.1531,0.08,-0.1,,,,,,,,,,,
10.1,0.1663,-0.1531,0.1,-0.12,,,,,,,,,,,
10.15,0.1493,-0.1361,0.12,-0.13,,,,,,,,,,,
10.2,0.1143,-0.1191,0.12,-0.13,,,,,,,,,,,
10.25,0.0793,-0.0841,0.12,-0.12,,,,,,,,,,,
10.3,0.0273,-0.0491,0.11,-0.11,,,,,,,,,,,
10.35,-0.0077,-0.0141,0.09,-0.09,,,,,,,,,,,
10.4,-0.0607,0.0389,0.07,-0.06,,,,,,,,,,,
10.45,-0.0947,0.0729,0.04,-0.03,,,,,,,,,,,
10.5,-0.1297,0.1079,0.01,0,,,,,,,,,,,
10.55,-0.1477,0.1259,-0.03,0.04,,,,,,,,,,,
10.6,-0.1647,0.1429,-0.06,0.07,,,,,,,,,,,
10.65,-0.1647,0.1429,-0.09,0.09,,,,,,,,,,,
10.7,-0.1477,0.1429,-0.11,0.11,,,,,,,,,,,
10.75,-0.1297,0.1259,-0.12,0.12,,,,,,,,,,,
10.8,-0.0947,0.1079,-0.13,0.12,,,,,,,,,,,
10.85,-0.0607,0.0729,-0.13,0.12,,,,,,,,,,,
10.9,-0.0077,0.0209,-0.12,0.1,,,,,,,,,,,
10.95,0.0273,-0.0141,-0.1,0.08,,,,,,,,,,,
11,0.0793,-0.0491,-0.07,0.05,,,,,,,,,,,
11.05,0.1143,-0.0841,-0.04,0.02,,,,,,,,,,,
11.1,0.1493,-0.1191,-0.01,-0.01,,,,,,,,,,,
11.15,0.1663,-0.1361,0.02,-0.04,,,,,,,,,,,
11.2,0.1663,-0.1531,0.05,-0.07,,,,,,,,,,,
11.25,0.1663,-0.1531,0.08,-0.1,,,,,,,,,,,
11.3,0.1493,-0.1361,0.1,-0.11,,,,,,,,,,,
11.35,0.1143,-0.1191,0.12,-0.12,,,,,,,,,,,
11.4,0.0793,-0.0841,0.13,-0.13,,,,,,,,,,,
11.45,0.0443,-0.0491,0.12,-0.12,,,,,,,,,,,
11.5,-0.0077,-0.0141,0.11,-0.11,,,,,,,,,,,
11.55,-0.0427,0.0209,0.09,-0.09,,,,,,,,,,,
11.6,-0.0947,0.0729,0.07,-0.06,,,,,,,,,,,
11.65,-0.1297,0.0909,0.04,-0.03,,,,,,,,,,,
11.7,-0.1477,0.1259,0.01,0,,,,,,,,,,,
11.75,-0.1647,0.1429,-0.03,0.03,,,,,,,,,,,
11.8,-0.1647,0.1429,-0.06,0.06,,,,,,,,,,,
11.85,-0.1647,0.1429,-0.09,0.09,,,,,,,,,,,
11.9,-0.1297,0.1259,-0.11,0.11,,,,,,,,,,,
11.95,-0.0947,0.1079,-0.13,0.12,,,,,,,,,,,
12.01,-0.0607,0.0729,-0.13,0.12,,,,,,,,,,,
12.06,-0.0257,0.0389,-0.13,0.11,,,,,,,,,,,
12.11,0.0273,0.0039,-0.12,0.1,,,,,,,,,,,
12.16,0.0623,-0.0491,-0.1,0.08,,,,,,,,,,,
12.21,0.1143,-0.0841,-0.07,0.05,,,,,,,,,,,
12.26,0.1313,-0.1191,-0.04,0.02,,,,,,,,,,,
12.31,0.1663,-0.1361,-0.01,-0.01,,,,,,,,,,,
12.36,0.1663,-0.1531,0.02,-0.04,,,,,,,,,,,
12.41,0.1663,-0.1531,0.06,-0.07,,,,,,,,,,,
12.46,0.1493,-0.1361,0.09,-0.09,,,,,,,,,,,
12.51,0.1143,-0.1191,0.11,-0.11,,,,,,,,,,,
12.56,0.0793,-0.0841,0.12,-0.12,,,,,,,,,,,
12.61,0.0443,-0.0491,0.13,-0.12,,,,,,,,,,,
12.66,-0.0077,-0.0141,0.13,-0.12,,,,,,,,,,,
12.71,-0.0427,0.0209,0.11,-0.11,,,,,,,,,,,
12.76,-0.0777,0.0559,0.09,-0.09,,,,,,,,,,,
12.81,-0.1297,0.0909,0.07,-0.06,,,,,,,,,,,
12.86,-0.1477,0.1259,0.04,-0.03,,,,,,,,,,,
12.91,-0.1647,0.1429,0,0,,,,,,,,,,,
12.96,-0.1647,0.1429,-0.03,0.03,,,,,,,,,,,
13.01,-0.1647,0.1429,-0.06,0.06,,,,,,,,,,,
13.06,-0.1297,0.1259,-0.09,0.08,,,,,,,,,,,
13.11,-0.1127,0.1079,-0.11,0.1,,,,,,,,,,,
13.16,-0.0777,0.0729,-0.13,0.11,,,,,,,,,,,
13.21,-0.0257,0.0389,-0.13,0.12,,,,,,,,,,,
13.26,0.0273,0.0039,-0.13,0.11,,,,,,,,,,,
13.31,0.0623,-0.0311,-0.12,0.1,,,,,,,,,,,
13.36,0.0973,-0.0841,-0.1,0.08,,,,,,,,,,,
13.41,0.1313,-0.1011,-0.07,0.06,,,,,,,,,,,
13.46,0.1493,-0.1361,-0.04,0.03,,,,,,,,,,,
13.51,0.1663,-0.1361,-0.01,0,,,,,,,,,,,
13.56,0.1663,-0.1531,0.03,-0.03,,,,,,,,,,,
13.61,0.1493,-0.1361,0.06,-0.06,,,,,,,,,,,
13.66,0.1313,-0.1191,0.09,-0.09,,,,,,,,,,,
13.71,0.0973,-0.1011,0.11,-0.11,,,,,,,,,,,
13.76,0.0443,-0.0661,0.13,-0.12,,,,,,,,,,,
13.81,0.0093,-0.0311,0.13,-0.12,,,,,,,,,,,
13.86,-0.0427,0.0209,0.13,-0.12,,,,,,,,,,,
13.91,-0.0777,0.0559,0.11,-0.11,,,,,,,,,,,
13.96,-0.1127,0.0909,0.09,-0.09,,,,,,,,,,,
14.01,-0.1477,0.1079,0.07,-0.06,,,,,,,,,,,
14.06,-0.1647,0.1429,0.03,-0.03,,,,,,,,,,,
14.11,-0.1647,0.1429,0,0,,,,,,,,,,,
14.16,-0.1647,0.1429,-0.04,0.03,,,,,,,,,,,
14.21,-0.1477,0.1259,-0.07,0.06,,,,,,,,,,,
14.26,-0.1127,0.1079,-0.1,0.08,,,,,,,,,,,
14.31,-0.0777,0.0729,-0.12,0.1,,,,,,,,,,,
14.36,-0.0257,0.0389,-0.13,0.11,,,,,,,,,,,
14.41,0.0093,0.0039,-0.14,0.12,,,,,,,,,,,
14.46,0.0623,-0.0311,-0.13,0.11,,,,,,,,,,,
14.51,0.0973,-0.0661,-0.12,0.1,,,,,,,,,,,
14.56,0.1313,-0.1011,-0.1,0.08,,,,,,,,,,,
14.61,0.1493,-0.1191,-0.07,0.06,,,,,,,,,,,
14.66,0.1663,-0.1361,-0.04,0.03,,,,,,,,,,,
14.71,0.1663,-0.1531,0,0,,,,,,,,,,,
14.76,0.1493,-0.1361,0.03,-0.03,,,,,,,,,,,
14.81,0.1313,-0.1191,0.06,-0.06,,,,,,,,,,,
14.86,0.0973,-0.1011,0.09,-0.08,,,,,,,,,,,
14.91,0.0623,-0.0661,0.11,-0.1,,,,,,,,,,,
14.96,0.0093,-0.0311,0.13,-0.12,,,,,,,,,,,
15.01,-0.0257,0.0039,0.13,-0.12,,,,,,,,,,,
15.06,-0.0777,0.0559,0.13,-0.12,,,,,,,,,,,
15.11,-0.1127,0.0909,0.11,-0.11,,,,,,,,,,,
15.16,-0.1477,0.1079,0.09,-0.09,,,,,,,,,,,
15.21,-0.1647,0.1259,0.06,-0.07,,,,,,,,,,,
15.26,-0.1647,0.1429,0.03,-0.04,,,,,,,,,,,
15.31,-0.1647,0.1429,0,-0.01,,,,,,,,,,,
15.36,-0.1477,0.1259,-0.04,0.02,,,,,,,,,,,
15.41,-0.1127,0.1079,-0.07,0.05,,,,,,,,,,,
15.46,-0.0777,0.0909,-0.1,0.08,,,,,,,,,,,
15.51,-0.0427,0.0559,-0.12,0.1,,,,,,,,,,,
15.56,0.0093,0.0039,-0.13,0.11,,,,,,,,,,,
15.61,0.0443,-0.0311,-0.14,0.12,,,,,,,,,,,
15.66,0.0973,-0.0661,-0.13,0.11,,,,,,,,,,,
15.71,0.1313,-0.1011,-0.12,0.1,,,,,,,,,,,
15.76,0.1493,-0.1191,-0.09,0.09,,,,,,,,,,,
15.81,0.1663,-0.1361,-0.07,0.06,,,,,,,,,,,
15.86,0.1663,-0.1361,-0.03,0.03,,,,,,,,,,,
15.91,0.1493,-0.1361,0,0,,,,,,,,,,,
15.96,0.1313,-0.1191,0.03,-0.03,,,,,,,,,,,
16.01,0.0973,-0.1011,0.07,-0.06,,,,,,,,,,,
16.06,0.0623,-0.0661,0.09,-0.08,,,,,,,,,,,
16.11,0.0273,-0.0311,0.11,-0.1,,,,,,,,,,,
16.16,-0.0257,0.0039,0.13,-0.12,,,,,,,,,,,
16.21,-0.0607,0.0389,0.13,-0.12,,,,,,,,,,,
16.26,-0.1127,0.0729,0.12,-0.12,,,,,,,,,,,
16.31,-0.1297,0.1079,0.11,-0.11,,,,,,,,,,,
16.36,-0.1647,0.1259,0.09,-0.09,,,,,,,,,,,
16.41,-0.1647,0.1429,0.06,-0.07,,,,,,,,,,,
16.46,-0.1647,0.1429,0.03,-0.04,,,,,,,,,,,
16.51,-0.1477,0.1259,-0.01,-0.01,,,,,,,,,,,
16.56,-0.1297,0.1079,-0.04,0.02,,,,,,,,,,,
16.61,-0.0947,0.0909,-0.07,0.05,,,,,,,,,,,
16.66,-0.0427,0.0559,-0.1,0.08,,,,,,,,,,,
16.71,-0.0077,0.0209,-0.12,0.1,,,,,,,,,,,
16.76,0.0443,-0.0141,-0.13,0.11,,,,,,,,,,,
16.81,0.0793,-0.0661,-0.13,0.12,,,,,,,,,,,
16.86,0.1143,-0.0841,-0.13,0.12,,,,,,,,,,,
16.91,0.1493,-0.1191,-0.11,0.11,,,,,,,,,,,
16.96,0.1663,-0.1361,-0.09,0.09,,,,,,,,,,,
17.01,0.1663,-0.1361,-0.06,0.07,,,,,,,,,,,
17.06,0.1493,-0.1361,-0.03,0.04,,,,,,,,,,,
17.11,0.1313,-0.1191,0,0.01,,,,,,,,,,,
17.16,0.1143,-0.1011,0.04,-0.03,,,,,,,,,,,
17.21,0.0623,-0.0661,0.07,-0.06,,,,,,,,,,,
17.26,0.0273,-0.0311,0.09,-0.08,,,,,,,,,,,
17.31,-0.0257,0.0039,0.11,-0.11,,,,,,,,,,,
17.36,-0.0607,0.0389,0.12,-0.12,,,,,,,,,,,
17.41,-0.0947,0.0729,0.13,-0.13,,,,,,,,,,,
17.46,-0.1297,0.1079,0.12,-0.12,,,,,,,,,,,
17.51,-0.1477,0.1259,0.11,-0.11,,,,,,,,,,,
17.56,-0.1647,0.1429,0.08,-0.1,,,,,,,,,,,
17.61,-0.1647,0.1429,0.06,-0.07,,,,,,,,,,,
17.66,-0.1477,0.1259,0.03,-0.04,,,,,,,,,,,
17.71,-0.1297,0.1259,-0.01,-0.01,,,,,,,,,,,
17.76,-0.0947,0.0909,-0.04,0.02,,,,,,,,,,,
17.81,-0.0607,0.0559,-0.07,0.05,,,,,,,,,,,
17.86,-0.0077,0.0209,-0.1,0.08,,,,,,,,,,,
17.91,0.0443,-0.0141,-0.11,0.1,,,,,,,,,,,
17.96,0.0793,-0.0491,-0.13,0.12,,,,,,,,,,,
18.01,0.1143,-0.0841,-0.13,0.12,,,,,,,,,,,
18.06,0.1493,-0.1191,-0.12,0.12,,,,,,,,,,,
18.11,0.1663,-0.1361,-0.11,0.11,,,,,,,,,,,
18.16,0.1663,-0.1361,-0.09,0.09,,,,,,,,,,,
18.21,0.1663,-0.1361,-0.06,0.07,,,,,,,,,,,
18.26,0.1493,-0.1361,-0.03,0.04,,,,,,,,,,,
18.31,0.1143,-0.1011,0,0.01,,,,,,,,,,,
18.36,0.0793,-0.0841,0.04,-0.03,,,,,,,,,,,
18.41,0.0273,-0.0491,0.06,-0.06,,,,,,,,,,,
18.46,-0.0077,-0.0141,0.09,-0.09,,,,,,,,,,,
18.51,-0.0607,0.0389,0.11,-0.11,,,,,,,,,,,
18.56,-0.0947,0.0729,0.12,-0.12,,,,,,,,,,,
18.61,-0.1297,0.0909,0.12,-0.13,,,,,,,,,,,
18.66,-0.1477,0.1259,0.12,-0.13,,,,,,,,,,,
18.71,-0.1647,0.1429,0.1,-0.12,,,,,,,,,,,
18.76,-0.1647,0.1429,0.08,-0.1,,,,,,,,,,,
18.81,-0.1477,0.1429,0.05,-0.07,,,,,,,,,,,
18.86,-0.1297,0.1259,0.02,-0.04,,,,,,,,,,,
18.91,-0.0947,0.0909,-0.01,-0.01,,,,,,,,,,,
18.96,-0.0607,0.0559,-0.04,0.02,,,,,,,,,,,
19.01,-0.0077,0.0209,-0.07,0.05,,,,,,,,,,,
19.06,0.0273,-0.0141,-0.09,0.08,,,,,,,,,,,
19.11,0.0793,-0.0491,-0.11,0.11,,,,,,,,,,,
19.16,0.1143,-0.0841,-0.12,0.12,,,,,,,,,,,
19.21,0.1313,-0.1011,-0.12,0.13,,,,,,,,,,,
19.26,0.1493,-0.1361,-0.12,0.12,,,,,,,,,,,
19.31,0.1663,-0.1361,-0.11,0.11,,,,,,,,,,,
19.36,0.1663,-0.1361,-0.09,0.09,,,,,,,,,,,
19.41,0.1493,-0.1361,-0.06,0.07,,,,,,,,,,,
19.46,0.1143,-0.1011,-0.03,0.04,,,,,,,,,,,
19.51,0.0793,-0.0841,0,0.01,,,,,,,,,,,
19.56,0.0443,-0.0491,0.03,-0.03,,,,,,,,,,,
19.61,-0.0077,-0.0141,0.06,-0.06,,,,,,,,,,,
19.66,-0.0427,0.0209,0.09,-0.09,,,,,,,,,,,
19.71,-0.0947,0.0559,0.1,-0.11,,,,,,,,,,,
19.76,-0.1297,0.0909,0.12,-0.13,,,,,,,,,,,
19.81,-0.1477,0.1259,0.12,-0.13,,,,,,,,,,,
19.86,-0.1647,0.1259,0.11,-0.13,,,,,,,,,,,
19.91,-0.1647,0.1429,0.1,-0.12,,,,,,,,,,,
19.96,-0.1477,0.1429,0.08,-0.1,,,,,,,,,,,
20.01,-0.1297,0.1259,0.06,-0.07,,,,,,,,,,,
