Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
53.32,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
53.37,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
53.42,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
53.47,-0.008,0.004,0.03,-0.04,,,,,,,,,,,
53.52,-0.025,0.004,0.02,-0.03,,,,,,,,,,,
53.57,-0.025,0.022,0.01,-0.02,,,,,,,,,,,
53.62,-0.043,0.022,0,-0.01,,,,,,,,,,,
53.67,-0.043,0.022,-0.01,0,,,,,,,,,,,
53.72,-0.06,0.022,-0.02,0.01,,,,,,,,,,,
53.77,-0.06,0.022,-0.03,0.02,,,,,,,,,,,
53.82,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
53.87,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
53.92,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
53.97,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
54.02,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
54.07,0.009,0.004,-0.04,0.03,,,,,,,,,,,
54.12,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
54.17,0.044,-0.013,-0.02,0.01,,,,,,,,,,,
54.22,0.044,-0.031,-0.01,0,,,,,,,,,,,
54.27,0.044,-0.031,0,-0.01,,,,,,,,,,,
54.32,0.062,-0.031,0.01,-0.02,,,,,,,,,,,
54.37,0.044,-0.031,0.02,-0.03,,,,,,,,,,,
54.42,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
54.47,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
54.52,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
54.57,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
54.62,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
54.67,-0.025,0.004,0.03,-0.04,,,,,,,,,,,
54.72,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
54.77,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
54.82,-0.043,0.022,0,-0.01,,,,,,,,,,,
54.87,-0.06,0.022,-0.01,0,,,,,,,,,,,
54.92,-0.06,0.022,-0.02,0.01,,,,,,,,,,,
54.97,-0.043,0.022,-0.03,0.02,,,,,,,,,,,
55.02,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
55.07,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
55.12,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
55.17,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
55.22,0.009,0.004,-0.04,0.04,,,,,,,,,,,
55.27,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
55.32,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
55.37,0.044,-0.013,-0.02,0.01,,,,,,,,,,,
55.42,0.044,-0.031,-0.01,0,,,,,,,,,,,
55.47,0.062,-0.031,0,-0.01,,,,,,,,,,,
55.52,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
55.57,0.044,-0.031,0.02,-0.03,,,,,,,,,,,
55.62,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
55.67,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
55.72,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
55.77,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
55.82,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
55.87,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
55.92,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
55.97,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
56.02,-0.06,0.022,0,-0.01,,,,,,,,,,,
56.07,-0.06,0.022,-0.01,0,,,,,,,,,,,
56.12,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
56.17,-0.043,0.022,-0.03,0.02,,,,,,,,,,,
56.22,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
56.27,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
56.32,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
56.37,0.009,0.004,-0.04,0.04,,,,,,,,,,,
56.42,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
56.47,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
56.52,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
56.57,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
56.62,0.044,-0.031,-0.01,0,,,,,,,,,,,
56.67,0.044,-0.031,0,-0.01,,,,,,,,,,,
56.72,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
56.77,0.044,-0.013,0.02,-0.03,,,,,,,,,,,
56.82,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
56.87,0.009,-0.013,0.03,-0.04,,,,,,,,,,,
56.92,0.009,0.004,0.04,-0.04,,,,,,,,,,,
56.97,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
57.02,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
57.07,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
57.12,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
57.17,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
57.22,-0.06,0.022,0,-0.01,,,,,,,,,,,
57.27,-0.043,0.022,-0.01,0,,,,,,,,,,,
57.32,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
57.37,-0.043,0.022,-0.03,0.02,,,,,,,,,,,
57.42,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
57.47,-0.008,0.004,-0.04,0.03,,,,,,,,,,,
57.52,0.009,0.004,-0.04,0.04,,,,,,,,,,,
57.57,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
57.62,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
57.67,0.044,-0.013,-0.04,0.03,,,,,,,,,,,
57.72,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
57.77,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
57.82,0.044,-0.031,-0.01,0,,,,,,,,,,,
57.87,0.044,-0.031,0,-0.01,,,,,,,,,,,
57.92,0.044,-0.013,0.01,-0.02,,,,,,,,,,,
57.97,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
58.02,0.009,-0.013,0.03,-0.03,,,,,,,,,,,
58.07,0.009,0.004,0.03,-0.04,,,,,,,,,,,
58.12,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
58.17,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
58.22,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
58.27,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
58.32,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
58.37,-0.06,0.022,0.01,-0.02,,,,,,,,,,,
58.42,-0.043,0.022,0,-0.01,,,,,,,,,,,
58.47,-0.043,0.022,-0.01,0,,,,,,,,,,,
58.52,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
58.57,-0.025,0.004,-0.03,0.02,,,,,,,,,,,
58.62,-0.008,0.004,-0.03,0.03,,,,,,,,,,,
58.67,0.009,0.004,-0.04,0.03,,,,,,,,,,,
58.72,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
58.77,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
58.82,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
58.87,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
58.92,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
58.97,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
59.02,0.044,-0.031,-0.01,0,,,,,,,,,,,
59.07,0.044,-0.013,0,-0.01,,,,,,,,,,,
59.12,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
59.17,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
59.22,0.009,0.004,0.03,-0.03,,,,,,,,,,,
59.27,-0.008,0.004,0.03,-0.04,,,,,,,,,,,
59.32,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
59.37,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
59.42,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
59.47,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
59.52,-0.06,0.022,0.02,-0.03,,,,,,,,,,,
59.57,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
59.62,-0.043,0.022,0,-0.01,,,,,,,,,,,
59.67,-0.043,0.022,-0.01,0,,,,,,,,,,,
59.72,-0.025,0.004,-0.02,0.01,,,,,,,,,,,
59.77,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
59.82,-0.008,0.004,-0.03,0.03,,,,,,,,,,,
59.87,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
59.92,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
59.97,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
60.03,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
60.08,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
60.13,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
60.18,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
60.23,0.044,-0.013,-0.01,0,,,,,,,,,,,
60.28,0.027,-0.013,0,-0.01,,,,,,,,,,,
60.33,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
60.38,0.009,0.004,0.02,-0.03,,,,,,,,,,,
60.43,-0.008,0.004,0.03,-0.03,,,,,,,,,,,
60.48,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
60.53,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
60.58,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
60.63,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
60.68,-0.043,0.022,0.03,-0.03,,,,,,,,,,,
60.73,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
60.78,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
60.83,-0.043,0.022,0,-0.01,,,,,,,,,,,
60.88,-0.025,0.004,-0.01,0,,,,,,,,,,,
60.93,-0.008,0.004,-0.02,0.01,,,,,,,,,,,
60.98,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
61.03,0.009,-0.013,-0.03,0.03,,,,,,,,,,,
61.08,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
61.13,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
61.18,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
61.23,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
61.28,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
61.33,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
61.38,0.044,-0.013,-0.02,0.01,,,,,,,,,,,
61.43,0.027,-0.013,-0.01,0,,,,,,,,,,,
61.48,0.027,-0.013,0,-0.01,,,,,,,,,,,
61.53,0.009,0.004,0.01,-0.02,,,,,,,,,,,
61.58,-0.008,0.004,0.02,-0.03,,,,,,,,,,,
61.63,-0.025,0.004,0.03,-0.03,,,,,,,,,,,
61.68,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
61.73,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
61.78,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
61.83,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
61.88,-0.043,0.022,0.03,-0.03,,,,,,,,,,,
61.93,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
61.98,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
62.03,-0.025,0.004,0,-0.01,,,,,,,,,,,
62.08,-0.025,0.004,-0.01,0,,,,,,,,,,,
62.13,-0.008,0.004,-0.02,0.01,,,,,,,,,,,
62.18,0.009,-0.013,-0.03,0.02,,,,,,,,,,,
62.23,0.027,-0.013,-0.03,0.03,,,,,,,,,,,
62.28,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
62.33,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
62.38,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
62.43,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
62.48,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
62.53,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
62.58,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
62.63,0.027,-0.013,-0.01,0,,,,,,,,,,,
62.68,0.009,0.004,0,-0.01,,,,,,,,,,,
62.73,-0.008,0.004,0.01,-0.02,,,,,,,,,,,
62.78,-0.008,0.004,0.02,-0.03,,,,,,,,,,,
62.83,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
62.88,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
62.93,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
62.98,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
63.03,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
63.08,-0.043,0.022,0.03,-0.03,,,,,,,,,,,
63.13,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
63.18,-0.025,0.004,0.01,-0.02,,,,,,,,,,,
63.23,-0.025,0.004,0,-0.01,,,,,,,,,,,
63.28,-0.008,0.004,-0.01,0,,,,,,,,,,,
63.33,0.009,-0.013,-0.02,0.01,,,,,,,,,,,
63.38,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
63.43,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
63.48,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
63.53,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
63.58,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
63.63,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
63.68,0.044,-0.013,-0.03,0.03,,,,,,,,,,,
63.73,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
63.78,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
63.83,0.009,0.004,-0.01,0,,,,,,,,,,,
63.88,-0.008,0.004,0,-0.01,,,,,,,,,,,
63.93,-0.008,0.004,0.01,-0.02,,,,,,,,,,,
63.98,-0.025,0.022,0.02,-0.03,,,,,,,,,,,
64.03,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
64.08,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
64.13,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
64.18,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
64.23,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
64.28,-0.043,0.022,0.03,-0.03,,,,,,,,,,,
64.33,-0.025,0.004,0.02,-0.03,,,,,,,,,,,
64.38,-0.025,0.004,0.01,-0.02,,,,,,,,,,,
64.43,-0.008,0.004,0,-0.01,,,,,,,,,,,
64.48,0.009,-0.013,-0.01,0,,,,,,,,,,,
64.53,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
64.58,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
64.63,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
64.68,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
64.73,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
64.78,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
64.83,0.044,-0.013,-0.04,0.03,,,,,,,,,,,
64.88,0.044,-0.013,-0.03,0.03,,,,,,,,,,,
64.93,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
64.98,0.009,0.004,-0.02,0.01,,,,,,,,,,,
65.03,0.009,0.004,-0.01,0,,,,,,,,,,,
65.08,-0.008,0.004,0,-0.01,,,,,,,,,,,
65.13,-0.025,0.022,0.01,-0.02,,,,,,,,,,,
65.18,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
65.23,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
65.28,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
65.33,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
65.38,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
65.43,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
65.48,-0.025,0.004,0.03,-0.03,,,,,,,,,,,
65.53,-0.025,0.004,0.02,-0.03,,,,,,,,,,,
65.58,-0.008,0.004,0.01,-0.02,,,,,,,,,,,
65.63,0.009,-0.013,0,-0.01,,,,,,,,,,,
65.68,0.009,-0.013,-0.01,0,,,,,,,,,,,
65.73,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
65.78,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
65.83,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
65.88,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
65.93,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
65.98,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
66.03,0.044,-0.013,-0.04,0.03,,,,,,,,,,,
66.08,0.027,-0.013,-0.03,0.03,,,,,,,,,,,
66.13,0.009,0.004,-0.03,0.02,,,,,,,,,,,
66.18,0.009,0.004,-0.02,0.01,,,,,,,,,,,
66.23,-0.008,0.004,-0.01,0,,,,,,,,,,,
66.28,-0.025,0.022,0,-0.01,,,,,,,,,,,
66.33,-0.025,0.022,0.01,-0.02,,,,,,,,,,,
66.38,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
66.43,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
66.48,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
66.53,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
66.58,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
66.63,-0.043,0.004,0.03,-0.04,,,,,,,,,,,
66.68,-0.025,0.004,0.03,-0.03,,,,,,,,,,,
66.73,-0.008,0.004,0.02,-0.03,,,,,,,,,,,
66.78,0.009,-0.013,0.01,-0.02,,,,,,,,,,,
66.83,0.009,-0.013,0,-0.01,,,,,,,,,,,
66.88,0.027,-0.013,-0.01,0,,,,,,,,,,,
66.93,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
66.98,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
67.03,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
67.08,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
67.13,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
67.18,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
67.23,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
67.28,0.009,0.004,-0.03,0.03,,,,,,,,,,,
67.33,0.009,0.004,-0.03,0.02,,,,,,,,,,,
67.38,-0.008,0.004,-0.02,0.01,,,,,,,,,,,
67.43,-0.025,0.022,-0.01,0,,,,,,,,,,,
67.48,-0.025,0.022,0,-0.01,,,,,,,,,,,
67.53,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
67.58,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
67.63,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
67.68,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
67.73,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
67.78,-0.043,0.004,0.04,-0.04,,,,,,,,,,,
67.83,-0.025,0.004,0.03,-0.04,,,,,,,,,,,
67.88,-0.008,0.004,0.03,-0.03,,,,,,,,,,,
67.93,-0.008,-0.013,0.02,-0.03,,,,,,,,,,,
67.98,0.009,-0.013,0.01,-0.02,,,,,,,,,,,
68.03,0.027,-0.013,0,-0.01,,,,,,,,,,,
68.08,0.027,-0.031,-0.01,0,,,,,,,,,,,
68.13,0.044,-0.031,-0.02,0.01,,,,,,,,,,,
68.18,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
68.23,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
68.28,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
68.33,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
68.38,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
68.43,0.027,0.004,-0.04,0.03,,,,,,,,,,,
68.48,0.009,0.004,-0.03,0.03,,,,,,,,,,,
68.53,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
68.58,-0.025,0.022,-0.02,0.01,,,,,,,,,,,
68.63,-0.025,0.022,-0.01,0,,,,,,,,,,,
68.68,-0.043,0.022,0,-0.01,,,,,,,,,,,
68.73,-0.043,0.022,0.01,-0.02,,,,,,,,,,,
68.78,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
68.83,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
68.88,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
68.93,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
68.98,-0.025,0.004,0.04,-0.04,,,,,,,,,,,
69.03,-0.008,0.004,0.03,-0.04,,,,,,,,,,,
69.08,-0.008,-0.013,0.03,-0.03,,,,,,,,,,,
69.13,0.009,-0.013,0.02,-0.03,,,,,,,,,,,
69.18,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
69.23,0.027,-0.031,0,-0.01,,,,,,,,,,,
69.28,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
69.33,0.044,-0.031,-0.02,0.02,,,,,,,,,,,
69.38,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
69.43,0.044,-0.013,-0.04,0.03,,,,,,,,,,,
69.48,0.044,-0.013,-0.04,0.04,,,,,,,,,,,
69.53,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
69.58,0.027,0.004,-0.04,0.04,,,,,,,,,,,
69.63,0.009,0.004,-0.04,0.03,,,,,,,,,,,
69.68,-0.008,0.004,-0.03,0.03,,,,,,,,,,,
69.73,-0.008,0.022,-0.03,0.02,,,,,,,,,,,
69.78,-0.025,0.022,-0.02,0.01,,,,,,,,,,,
69.83,-0.043,0.022,-0.01,0,,,,,,,,,,,
69.88,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
69.93,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
69.98,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
70.03,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
70.08,-0.043,0.022,0.04,-0.04,,,,,,,,,,,
70.13,-0.025,0.004,0.04,-0.04,,,,,,,,,,,
70.18,-0.008,0.004,0.04,-0.04,,,,,,,,,,,
70.23,-0.008,-0.013,0.03,-0.04,,,,,,,,,,,
70.28,0.009,-0.013,0.03,-0.03,,,,,,,,,,,
70.33,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
70.38,0.027,-0.031,0.01,-0.02,,,,,,,,,,,
70.43,0.044,-0.031,0,-0.01,,,,,,,,,,,
70.48,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
70.53,0.044,-0.031,-0.02,0.02,,,,,,,,,,,
70.58,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
70.63,0.044,-0.013,-0.04,0.03,,,,,,,,,,,
70.68,0.027,-0.013,-0.04,0.04,,,,,,,,,,,
70.73,0.027,0.004,-0.04,0.04,,,,,,,,,,,
70.78,0.009,0.004,-0.04,0.04,,,,,,,,,,,
70.83,-0.008,0.004,-0.04,0.03,,,,,,,,,,,
70.88,-0.008,0.022,-0.03,0.03,,,,,,,,,,,
70.93,-0.025,0.022,-0.03,0.02,,,,,,,,,,,
70.98,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
71.03,-0.043,0.022,-0.01,0,,,,,,,,,,,
71.08,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
71.13,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
71.18,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
71.23,-0.043,0.022,0.03,-0.04,,,,,,,,,,,
71.28,-0.025,0.004,0.04,-0.04,,,,,,,,,,,
71.33,-0.025,0.004,0.04,-0.04,,,,,,,,,,,
71.38,-0.008,-0.013,0.04,-0.04,,,,,,,,,,,
71.43,0.009,-0.013,0.03,-0.04,,,,,,,,,,,
71.48,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
71.53,0.027,-0.031,0.02,-0.02,,,,,,,,,,,
71.58,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
71.63,0.044,-0.031,0,-0.01,,,,,,,,,,,
71.68,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
71.73,0.044,-0.013,-0.02,0.02,,,,,,,,,,,
71.78,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
71.83,0.027,-0.013,-0.04,0.03,,,,,,,,,,,
71.88,0.027,0.004,-0.04,0.04,,,,,,,,,,,
71.93,0.009,0.004,-0.04,0.04,,,,,,,,,,,
71.98,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
72.03,-0.008,0.022,-0.04,0.03,,,,,,,,,,,
72.08,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
72.13,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
72.18,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
72.23,-0.043,0.022,0,0,,,,,,,,,,,
72.28,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
72.33,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
72.38,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
72.43,-0.025,0.004,0.03,-0.04,,,,,,,,,,,
72.48,-0.025,0.004,0.04,-0.04,,,,,,,,,,,
72.53,-0.008,-0.013,0.04,-0.04,,,,,,,,,,,
72.58,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
72.63,0.009,-0.013,0.03,-0.04,,,,,,,,,,,
72.68,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
72.73,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
72.78,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
72.83,0.044,-0.031,0,0,,,,,,,,,,,
72.88,0.044,-0.013,-0.01,0.01,,,,,,,,,,,
72.93,0.044,-0.013,-0.02,0.02,,,,,,,,,,,
72.98,0.027,-0.013,-0.03,0.02,,,,,,,,,,,
73.03,0.027,0.004,-0.04,0.03,,,,,,,,,,,
73.08,0.009,0.004,-0.04,0.04,,,,,,,,,,,
73.13,0.009,0.004,-0.04,0.04,,,,,,,,,,,
73.18,-0.008,0.022,-0.04,0.04,,,,,,,,,,,
73.23,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
73.28,-0.025,0.022,-0.03,0.03,,,,,,,,,,,
73.33,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
73.38,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
73.43,-0.043,0.022,0,0,,,,,,,,,,,
73.48,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
73.53,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
73.58,-0.025,0.004,0.03,-0.03,,,,,,,,,,,
73.63,-0.025,0.004,0.03,-0.04,,,,,,,,,,,
73.68,-0.008,-0.013,0.04,-0.04,,,,,,,,,,,
73.73,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
73.78,0.009,-0.013,0.04,-0.04,,,,,,,,,,,
73.83,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
73.88,0.027,-0.031,0.03,-0.03,,,,,,,,,,,
73.93,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
73.98,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
74.03,0.044,-0.013,0,0,,,,,,,,,,,
74.08,0.044,-0.013,-0.01,0.01,,,,,,,,,,,
74.13,0.027,-0.013,-0.02,0.02,,,,,,,,,,,
74.18,0.027,0.004,-0.03,0.02,,,,,,,,,,,
74.23,0.009,0.004,-0.04,0.03,,,,,,,,,,,
74.28,0.009,0.004,-0.04,0.04,,,,,,,,,,,
74.33,-0.008,0.022,-0.04,0.04,,,,,,,,,,,
74.38,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
74.43,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
74.48,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
74.53,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
74.58,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
74.63,-0.043,0.022,0,0,,,,,,,,,,,
