Time (s),_1 Data,_2 Data,_1 Solution,_2 Solution,,,,,,,,,,,
31.91,-0.043,0.039,0.03,-0.03,,,,,,,,,,,
31.96,-0.025,0.039,0.02,-0.02,,,,,,,,,,,
32.01,-0.008,0.022,0.01,-0.02,,,,,,,,,,,
32.06,0.009,0.022,0,0,,,,,,,,,,,
32.11,0.027,0.004,-0.01,0.01,,,,,,,,,,,
32.16,0.027,-0.013,-0.02,0.02,,,,,,,,,,,
32.21,0.044,-0.013,-0.03,0.02,,,,,,,,,,,
32.26,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
32.31,0.062,-0.031,-0.04,0.04,,,,,,,,,,,
32.36,0.062,-0.048,-0.04,0.04,,,,,,,,,,,
32.41,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
32.46,0.044,-0.048,-0.04,0.03,,,,,,,,,,,
32.51,0.027,-0.048,-0.03,0.03,,,,,,,,,,,
32.56,0.009,-0.031,-0.02,0.02,,,,,,,,,,,
32.61,0.009,-0.031,-0.01,0.01,,,,,,,,,,,
32.66,-0.008,-0.013,0,0,,,,,,,,,,,
32.71,-0.025,0.004,0.01,-0.01,,,,,,,,,,,
32.76,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
32.81,-0.043,0.022,0.02,-0.03,,,,,,,,,,,
32.86,-0.06,0.039,0.03,-0.04,,,,,,,,,,,
32.91,-0.06,0.039,0.04,-0.04,,,,,,,,,,,
32.96,-0.06,0.039,0.04,-0.04,,,,,,,,,,,
33.01,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
33.06,-0.043,0.039,0.03,-0.04,,,,,,,,,,,
33.11,-0.025,0.039,0.03,-0.03,,,,,,,,,,,
33.16,-0.008,0.022,0.02,-0.02,,,,,,,,,,,
33.21,0.009,0.022,0.01,-0.02,,,,,,,,,,,
33.26,0.027,0.004,0,0,,,,,,,,,,,
33.31,0.027,-0.013,-0.01,0.01,,,,,,,,,,,
33.36,0.044,-0.013,-0.02,0.02,,,,,,,,,,,
33.41,0.044,-0.031,-0.03,0.02,,,,,,,,,,,
33.46,0.062,-0.031,-0.04,0.03,,,,,,,,,,,
33.51,0.062,-0.048,-0.04,0.04,,,,,,,,,,,
33.56,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
33.61,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
33.66,0.027,-0.048,-0.04,0.03,,,,,,,,,,,
33.71,0.027,-0.031,-0.03,0.03,,,,,,,,,,,
33.76,0.009,-0.031,-0.02,0.02,,,,,,,,,,,
33.81,-0.008,-0.013,-0.01,0.01,,,,,,,,,,,
33.86,-0.025,0.004,0,0,,,,,,,,,,,
33.91,-0.043,0.004,0.01,-0.01,,,,,,,,,,,
33.96,-0.043,0.022,0.02,-0.02,,,,,,,,,,,
34.01,-0.06,0.039,0.02,-0.03,,,,,,,,,,,
34.06,-0.06,0.039,0.03,-0.04,,,,,,,,,,,
34.11,-0.06,0.039,0.04,-0.04,,,,,,,,,,,
34.16,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
34.21,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
34.26,-0.025,0.039,0.03,-0.04,,,,,,,,,,,
34.31,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
34.36,0.009,0.022,0.02,-0.02,,,,,,,,,,,
34.41,0.009,0.004,0.01,-0.01,,,,,,,,,,,
34.46,0.027,0.004,0,0,,,,,,,,,,,
34.51,0.044,-0.013,-0.01,0.01,,,,,,,,,,,
34.56,0.044,-0.031,-0.02,0.02,,,,,,,,,,,
34.61,0.062,-0.031,-0.03,0.03,,,,,,,,,,,
34.66,0.062,-0.048,-0.04,0.03,,,,,,,,,,,
34.71,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
34.76,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
34.81,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
34.86,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
34.91,0.009,-0.031,-0.03,0.03,,,,,,,,,,,
34.96,-0.008,-0.013,-0.02,0.02,,,,,,,,,,,
35.01,-0.025,0.004,-0.01,0.01,,,,,,,,,,,
35.06,-0.043,0.004,0,0,,,,,,,,,,,
35.11,-0.043,0.022,0.01,-0.01,,,,,,,,,,,
35.16,-0.06,0.039,0.02,-0.02,,,,,,,,,,,
35.21,-0.06,0.039,0.03,-0.03,,,,,,,,,,,
35.26,-0.06,0.039,0.03,-0.04,,,,,,,,,,,
35.31,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
35.36,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
35.41,-0.025,0.039,0.04,-0.04,,,,,,,,,,,
35.46,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
35.51,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
35.56,0.009,0.004,0.02,-0.02,,,,,,,,,,,
35.61,0.027,0.004,0.01,-0.01,,,,,,,,,,,
35.66,0.044,-0.013,0,0,,,,,,,,,,,
35.71,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
35.76,0.062,-0.031,-0.02,0.02,,,,,,,,,,,
35.81,0.062,-0.031,-0.03,0.03,,,,,,,,,,,
35.86,0.062,-0.048,-0.04,0.03,,,,,,,,,,,
35.91,0.044,-0.048,-0.04,0.04,,,,,,,,,,,
35.96,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
36.02,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
36.07,0.009,-0.031,-0.04,0.03,,,,,,,,,,,
36.12,-0.008,-0.013,-0.03,0.03,,,,,,,,,,,
36.17,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
36.22,-0.025,0.004,-0.01,0.01,,,,,,,,,,,
36.27,-0.043,0.022,0,0,,,,,,,,,,,
36.32,-0.06,0.022,0.01,-0.01,,,,,,,,,,,
36.37,-0.06,0.039,0.02,-0.02,,,,,,,,,,,
36.42,-0.06,0.039,0.03,-0.03,,,,,,,,,,,
36.47,-0.043,0.039,0.03,-0.04,,,,,,,,,,,
36.52,-0.043,0.039,0.04,-0.04,,,,,,,,,,,
36.57,-0.025,0.039,0.04,-0.04,,,,,,,,,,,
36.62,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
36.67,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
36.72,0.009,0.004,0.03,-0.03,,,,,,,,,,,
36.77,0.027,0.004,0.02,-0.02,,,,,,,,,,,
36.82,0.044,-0.013,0.01,-0.01,,,,,,,,,,,
36.87,0.044,-0.031,0,0,,,,,,,,,,,
36.92,0.062,-0.031,-0.01,0.01,,,,,,,,,,,
36.97,0.062,-0.031,-0.02,0.02,,,,,,,,,,,
37.02,0.062,-0.048,-0.03,0.03,,,,,,,,,,,
37.07,0.044,-0.048,-0.04,0.03,,,,,,,,,,,
37.12,0.044,-0.031,-0.04,0.04,,,,,,,,,,,
37.17,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
37.22,0.009,-0.031,-0.04,0.04,,,,,,,,,,,
37.27,-0.008,-0.013,-0.04,0.03,,,,,,,,,,,
37.32,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
37.37,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
37.42,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
37.47,-0.043,0.022,0,0,,,,,,,,,,,
37.52,-0.06,0.039,0.01,-0.01,,,,,,,,,,,
37.57,-0.06,0.039,0.02,-0.02,,,,,,,,,,,
37.62,-0.06,0.039,0.03,-0.03,,,,,,,,,,,
37.67,-0.043,0.039,0.03,-0.04,,,,,,,,,,,
37.72,-0.025,0.039,0.04,-0.04,,,,,,,,,,,
37.77,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
37.82,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
37.87,0.009,0.004,0.03,-0.04,,,,,,,,,,,
37.92,0.027,0.004,0.03,-0.03,,,,,,,,,,,
37.97,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
38.02,0.044,-0.013,0.01,-0.01,,,,,,,,,,,
38.07,0.062,-0.031,0,0,,,,,,,,,,,
38.12,0.062,-0.031,-0.01,0.01,,,,,,,,,,,
38.17,0.062,-0.031,-0.02,0.02,,,,,,,,,,,
38.22,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
38.27,0.044,-0.031,-0.04,0.03,,,,,,,,,,,
38.32,0.027,-0.031,-0.04,0.04,,,,,,,,,,,
38.37,0.009,-0.031,-0.04,0.04,,,,,,,,,,,
38.42,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
38.47,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
38.52,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
38.57,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
38.62,-0.043,0.022,-0.01,0.01,,,,,,,,,,,
38.67,-0.06,0.039,0,0,,,,,,,,,,,
38.72,-0.06,0.039,0.01,-0.01,,,,,,,,,,,
38.77,-0.06,0.039,0.02,-0.02,,,,,,,,,,,
38.82,-0.043,0.039,0.03,-0.03,,,,,,,,,,,
38.87,-0.043,0.039,0.03,-0.04,,,,,,,,,,,
38.92,-0.025,0.022,0.04,-0.04,,,,,,,,,,,
38.97,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
39.02,0.009,0.004,0.04,-0.04,,,,,,,,,,,
39.07,0.027,0.004,0.03,-0.04,,,,,,,,,,,
39.12,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
39.17,0.044,-0.013,0.02,-0.02,,,,,,,,,,,
39.22,0.062,-0.031,0.01,-0.01,,,,,,,,,,,
39.27,0.062,-0.031,0,0,,,,,,,,,,,
39.32,0.062,-0.031,-0.01,0.01,,,,,,,,,,,
39.37,0.044,-0.031,-0.02,0.02,,,,,,,,,,,
39.42,0.044,-0.031,-0.03,0.03,,,,,,,,,,,
39.47,0.027,-0.031,-0.04,0.03,,,,,,,,,,,
39.52,0.009,-0.031,-0.04,0.04,,,,,,,,,,,
39.57,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
39.62,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
39.67,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
39.72,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
39.77,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
39.82,-0.06,0.039,-0.01,0.01,,,,,,,,,,,
39.87,-0.06,0.039,0,0,,,,,,,,,,,
39.92,-0.06,0.039,0.01,-0.01,,,,,,,,,,,
39.97,-0.043,0.039,0.02,-0.02,,,,,,,,,,,
40.02,-0.043,0.039,0.03,-0.03,,,,,,,,,,,
40.07,-0.025,0.022,0.03,-0.04,,,,,,,,,,,
40.12,-0.008,0.022,0.04,-0.04,,,,,,,,,,,
40.17,0.009,0.004,0.04,-0.04,,,,,,,,,,,
40.22,0.027,0.004,0.04,-0.04,,,,,,,,,,,
40.27,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
40.32,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
40.37,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
40.42,0.062,-0.031,0.01,-0.01,,,,,,,,,,,
40.47,0.062,-0.031,0,0,,,,,,,,,,,
40.52,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
40.57,0.044,-0.031,-0.02,0.02,,,,,,,,,,,
40.62,0.027,-0.031,-0.03,0.03,,,,,,,,,,,
40.67,0.009,-0.031,-0.04,0.03,,,,,,,,,,,
40.72,0.009,-0.013,-0.04,0.04,,,,,,,,,,,
40.77,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
40.82,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
40.87,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
40.92,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
40.97,-0.06,0.039,-0.02,0.02,,,,,,,,,,,
41.02,-0.06,0.039,-0.01,0.01,,,,,,,,,,,
41.07,-0.06,0.039,0,0,,,,,,,,,,,
41.12,-0.043,0.039,0.01,-0.01,,,,,,,,,,,
41.17,-0.043,0.039,0.02,-0.02,,,,,,,,,,,
41.22,-0.025,0.022,0.03,-0.03,,,,,,,,,,,
41.27,-0.008,0.022,0.03,-0.04,,,,,,,,,,,
41.32,0.009,0.004,0.04,-0.04,,,,,,,,,,,
41.37,0.027,0.004,0.04,-0.04,,,,,,,,,,,
41.42,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
41.47,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
41.52,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
41.57,0.062,-0.031,0.02,-0.02,,,,,,,,,,,
41.62,0.062,-0.031,0.01,-0.01,,,,,,,,,,,
41.67,0.044,-0.031,0,0,,,,,,,,,,,
41.72,0.044,-0.031,-0.01,0.01,,,,,,,,,,,
41.77,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
41.82,0.027,-0.031,-0.03,0.03,,,,,,,,,,,
41.87,0.009,-0.013,-0.04,0.03,,,,,,,,,,,
41.92,-0.008,-0.013,-0.04,0.04,,,,,,,,,,,
41.97,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
42.02,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
42.07,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
42.12,-0.06,0.022,-0.03,0.03,,,,,,,,,,,
42.17,-0.06,0.039,-0.02,0.02,,,,,,,,,,,
42.22,-0.06,0.039,-0.01,0.01,,,,,,,,,,,
42.27,-0.043,0.039,0,0,,,,,,,,,,,
42.32,-0.043,0.039,0.01,-0.01,,,,,,,,,,,
42.37,-0.025,0.022,0.02,-0.02,,,,,,,,,,,
42.42,-0.008,0.022,0.03,-0.03,,,,,,,,,,,
42.47,0.009,0.004,0.03,-0.04,,,,,,,,,,,
42.52,0.009,0.004,0.04,-0.04,,,,,,,,,,,
42.57,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
42.62,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
42.67,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
42.72,0.062,-0.031,0.03,-0.03,,,,,,,,,,,
42.77,0.062,-0.031,0.02,-0.02,,,,,,,,,,,
42.82,0.044,-0.031,0.01,-0.01,,,,,,,,,,,
42.87,0.044,-0.031,0,0,,,,,,,,,,,
42.92,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
42.97,0.027,-0.031,-0.02,0.02,,,,,,,,,,,
43.02,0.009,-0.013,-0.03,0.03,,,,,,,,,,,
43.07,-0.008,-0.013,-0.04,0.03,,,,,,,,,,,
43.12,-0.025,0.004,-0.04,0.04,,,,,,,,,,,
43.17,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
43.22,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
43.27,-0.06,0.022,-0.04,0.03,,,,,,,,,,,
43.32,-0.06,0.039,-0.03,0.03,,,,,,,,,,,
43.37,-0.06,0.039,-0.02,0.02,,,,,,,,,,,
43.42,-0.043,0.039,-0.01,0.01,,,,,,,,,,,
43.47,-0.043,0.039,0,0,,,,,,,,,,,
43.52,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
43.57,-0.008,0.022,0.02,-0.02,,,,,,,,,,,
43.62,-0.008,0.004,0.03,-0.03,,,,,,,,,,,
43.67,0.009,0.004,0.03,-0.04,,,,,,,,,,,
43.72,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
43.77,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
43.82,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
43.87,0.062,-0.031,0.03,-0.04,,,,,,,,,,,
43.92,0.062,-0.031,0.03,-0.03,,,,,,,,,,,
43.97,0.062,-0.031,0.02,-0.02,,,,,,,,,,,
44.02,0.044,-0.031,0.01,-0.01,,,,,,,,,,,
44.07,0.044,-0.031,0,0,,,,,,,,,,,
44.12,0.027,-0.031,-0.01,0.01,,,,,,,,,,,
44.17,0.009,-0.013,-0.02,0.02,,,,,,,,,,,
44.22,-0.008,-0.013,-0.03,0.03,,,,,,,,,,,
44.27,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
44.32,-0.043,0.004,-0.04,0.04,,,,,,,,,,,
44.37,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
44.42,-0.06,0.022,-0.04,0.04,,,,,,,,,,,
44.47,-0.06,0.039,-0.04,0.03,,,,,,,,,,,
44.52,-0.06,0.039,-0.03,0.03,,,,,,,,,,,
44.57,-0.043,0.039,-0.02,0.02,,,,,,,,,,,
44.62,-0.043,0.039,-0.01,0.01,,,,,,,,,,,
44.67,-0.025,0.022,0,0,,,,,,,,,,,
44.72,-0.008,0.022,0.01,-0.01,,,,,,,,,,,
44.77,-0.008,0.004,0.02,-0.02,,,,,,,,,,,
44.82,0.009,0.004,0.03,-0.03,,,,,,,,,,,
44.87,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
44.92,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
44.97,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
45.02,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
45.07,0.062,-0.031,0.03,-0.04,,,,,,,,,,,
45.12,0.062,-0.031,0.03,-0.03,,,,,,,,,,,
45.17,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
45.22,0.044,-0.031,0.01,-0.01,,,,,,,,,,,
45.27,0.027,-0.031,0,0,,,,,,,,,,,
45.32,0.009,-0.013,-0.01,0.01,,,,,,,,,,,
45.37,-0.008,-0.013,-0.02,0.02,,,,,,,,,,,
45.42,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
45.47,-0.025,0.004,-0.04,0.03,,,,,,,,,,,
45.52,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
45.57,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
45.62,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
45.67,-0.06,0.039,-0.04,0.03,,,,,,,,,,,
45.72,-0.043,0.039,-0.03,0.03,,,,,,,,,,,
45.77,-0.043,0.039,-0.02,0.02,,,,,,,,,,,
45.82,-0.025,0.022,-0.01,0.01,,,,,,,,,,,
45.87,-0.025,0.022,0,0,,,,,,,,,,,
45.92,-0.008,0.004,0.01,-0.01,,,,,,,,,,,
45.97,0.009,0.004,0.02,-0.02,,,,,,,,,,,
46.02,0.027,-0.013,0.03,-0.03,,,,,,,,,,,
46.07,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
46.12,0.044,-0.013,0.04,-0.04,,,,,,,,,,,
46.17,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
46.22,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
46.27,0.062,-0.031,0.03,-0.04,,,,,,,,,,,
46.32,0.044,-0.031,0.02,-0.03,,,,,,,,,,,
46.37,0.044,-0.031,0.02,-0.02,,,,,,,,,,,
46.42,0.027,-0.031,0.01,-0.01,,,,,,,,,,,
46.47,0.009,-0.013,0,0,,,,,,,,,,,
46.52,-0.008,-0.013,-0.01,0.01,,,,,,,,,,,
46.57,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
46.62,-0.025,0.004,-0.03,0.03,,,,,,,,,,,
46.67,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
46.72,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
46.77,-0.06,0.022,-0.04,0.04,,,,,,,,,,,
46.82,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
46.87,-0.06,0.039,-0.04,0.03,,,,,,,,,,,
46.92,-0.043,0.039,-0.03,0.03,,,,,,,,,,,
46.97,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
47.02,-0.025,0.022,-0.01,0.01,,,,,,,,,,,
47.07,-0.008,0.004,0,0,,,,,,,,,,,
47.12,0.009,0.004,0.01,-0.01,,,,,,,,,,,
47.17,0.027,-0.013,0.02,-0.02,,,,,,,,,,,
47.22,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
47.27,0.044,-0.013,0.03,-0.04,,,,,,,,,,,
47.32,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
47.37,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
47.42,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
47.47,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
47.52,0.044,-0.031,0.02,-0.03,,,,,,,,,,,
47.57,0.027,-0.031,0.02,-0.02,,,,,,,,,,,
47.62,0.009,-0.013,0.01,-0.01,,,,,,,,,,,
47.67,-0.008,-0.013,0,0,,,,,,,,,,,
47.72,-0.008,0.004,-0.02,0.01,,,,,,,,,,,
47.77,-0.025,0.004,-0.02,0.02,,,,,,,,,,,
47.82,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
47.87,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
47.92,-0.06,0.022,-0.04,0.04,,,,,,,,,,,
47.97,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
48.02,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
48.07,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
48.12,-0.043,0.022,-0.03,0.02,,,,,,,,,,,
48.17,-0.025,0.022,-0.02,0.02,,,,,,,,,,,
48.22,-0.008,0.004,-0.01,0.01,,,,,,,,,,,
48.27,0.009,0.004,0,0,,,,,,,,,,,
48.32,0.027,0.004,0.01,-0.02,,,,,,,,,,,
48.37,0.027,-0.013,0.02,-0.02,,,,,,,,,,,
48.42,0.044,-0.013,0.03,-0.03,,,,,,,,,,,
48.47,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
48.52,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
48.57,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
48.62,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
48.67,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
48.72,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
48.77,0.009,-0.013,0.02,-0.02,,,,,,,,,,,
48.82,0.009,-0.013,0.01,-0.01,,,,,,,,,,,
48.87,-0.008,0.004,0,0,,,,,,,,,,,
48.92,-0.025,0.004,-0.02,0.01,,,,,,,,,,,
48.97,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
49.02,-0.043,0.022,-0.03,0.03,,,,,,,,,,,
49.07,-0.06,0.022,-0.04,0.03,,,,,,,,,,,
49.12,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
49.17,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
49.22,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
49.27,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
49.32,-0.025,0.022,-0.03,0.02,,,,,,,,,,,
49.37,-0.008,0.004,-0.02,0.02,,,,,,,,,,,
49.42,0.009,0.004,-0.01,0.01,,,,,,,,,,,
49.47,0.027,0.004,0,0,,,,,,,,,,,
49.52,0.027,-0.013,0.01,-0.02,,,,,,,,,,,
49.57,0.044,-0.013,0.02,-0.03,,,,,,,,,,,
49.62,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
49.67,0.062,-0.031,0.03,-0.04,,,,,,,,,,,
49.72,0.062,-0.031,0.04,-0.04,,,,,,,,,,,
49.77,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
49.82,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
49.87,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
49.92,0.027,-0.013,0.02,-0.03,,,,,,,,,,,
49.97,0.009,-0.013,0.02,-0.02,,,,,,,,,,,
50.02,-0.008,0.004,0.01,-0.01,,,,,,,,,,,
50.07,-0.025,0.004,0,0,,,,,,,,,,,
50.12,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
50.17,-0.043,0.022,-0.02,0.02,,,,,,,,,,,
50.22,-0.06,0.022,-0.03,0.03,,,,,,,,,,,
50.27,-0.06,0.022,-0.04,0.03,,,,,,,,,,,
50.32,-0.06,0.039,-0.04,0.04,,,,,,,,,,,
50.37,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
50.42,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
50.47,-0.025,0.022,-0.04,0.03,,,,,,,,,,,
50.52,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
50.57,0.009,0.004,-0.02,0.02,,,,,,,,,,,
50.62,0.009,0.004,-0.01,0.01,,,,,,,,,,,
50.67,0.027,-0.013,0,-0.01,,,,,,,,,,,
50.72,0.044,-0.013,0.01,-0.02,,,,,,,,,,,
50.77,0.044,-0.031,0.02,-0.03,,,,,,,,,,,
50.82,0.062,-0.031,0.03,-0.03,,,,,,,,,,,
50.87,0.062,-0.031,0.03,-0.04,,,,,,,,,,,
50.92,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
50.97,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
51.02,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
51.07,0.027,-0.013,0.03,-0.04,,,,,,,,,,,
51.12,0.009,-0.013,0.02,-0.03,,,,,,,,,,,
51.17,-0.008,0.004,0.02,-0.02,,,,,,,,,,,
51.22,-0.025,0.004,0.01,-0.01,,,,,,,,,,,
51.27,-0.043,0.022,-0.01,0,,,,,,,,,,,
51.32,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
51.37,-0.06,0.022,-0.03,0.02,,,,,,,,,,,
51.42,-0.06,0.022,-0.03,0.03,,,,,,,,,,,
51.47,-0.06,0.022,-0.04,0.03,,,,,,,,,,,
51.52,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
51.57,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
51.62,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
51.67,-0.008,0.004,-0.04,0.03,,,,,,,,,,,
51.72,-0.008,0.004,-0.03,0.02,,,,,,,,,,,
51.77,0.009,0.004,-0.02,0.01,,,,,,,,,,,
51.82,0.027,-0.013,-0.01,0,,,,,,,,,,,
51.87,0.044,-0.013,0,-0.01,,,,,,,,,,,
51.92,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
51.97,0.062,-0.031,0.02,-0.03,,,,,,,,,,,
52.02,0.062,-0.031,0.03,-0.03,,,,,,,,,,,
52.07,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
52.12,0.044,-0.031,0.04,-0.04,,,,,,,,,,,
52.17,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
52.22,0.027,-0.013,0.04,-0.04,,,,,,,,,,,
52.27,0.009,-0.013,0.03,-0.04,,,,,,,,,,,
52.32,-0.008,0.004,0.02,-0.03,,,,,,,,,,,
52.37,-0.025,0.004,0.02,-0.02,,,,,,,,,,,
52.42,-0.025,0.022,0.01,-0.01,,,,,,,,,,,
52.47,-0.043,0.022,-0.01,0,,,,,,,,,,,
52.52,-0.043,0.022,-0.02,0.01,,,,,,,,,,,
52.57,-0.06,0.022,-0.03,0.02,,,,,,,,,,,
52.62,-0.06,0.022,-0.03,0.03,,,,,,,,,,,
52.67,-0.043,0.022,-0.04,0.03,,,,,,,,,,,
52.72,-0.043,0.022,-0.04,0.04,,,,,,,,,,,
52.77,-0.025,0.022,-0.04,0.04,,,,,,,,,,,
52.82,-0.008,0.004,-0.04,0.04,,,,,,,,,,,
52.87,-0.008,0.004,-0.04,0.03,,,,,,,,,,,
52.92,0.009,0.004,-0.03,0.02,,,,,,,,,,,
52.97,0.027,-0.013,-0.02,0.01,,,,,,,,,,,
53.02,0.044,-0.013,-0.01,0,,,,,,,,,,,
53.07,0.044,-0.031,0,-0.01,,,,,,,,,,,
53.12,0.044,-0.031,0.01,-0.02,,,,,,,,,,,
53.17,0.062,-0.031,0.02,-0.03,,,,,,,,,,,
53.22,0.044,-0.031,0.03,-0.03,,,,,,,,,,,
53.27,0.044,-0.031,0.03,-0.04,,,,,,,,,,,
