time,angle1 data,angle2 data,angle1 solution,angle2 solution,angle1a data,angle2a data,angle1a solution,angle2a solution
50,-0.07,0.052,0.068,-0.059,-0.1477,0.1079,0.06,-0.07
50.05,-0.052,0.052,0.039,-0.028,-0.1297,0.1079,0.03,-0.04
50.1,-0.035,0.035,0.006,0.005,-0.1127,0.0909,0,-0.01
50.15,0,0.017,-0.027,0.037,-0.0777,0.0729,-0.03,0.03
50.2,0.017,-0.017,-0.058,0.067,-0.0607,0.0389,-0.06,0.06
50.25,0.07,-0.052,-0.085,0.092,-0.0077,0.0039,-0.08,0.09
50.3,0.105,-0.087,-0.107,0.11,0.0273,-0.0311,-0.1,0.11
50.35,0.14,-0.105,-0.122,0.121,0.0623,-0.0491,-0.12,0.12
50.4,0.175,-0.14,-0.129,0.123,0.0973,-0.0841,-0.12,0.13
50.45,0.192,-0.157,-0.127,0.117,0.1143,-0.1011,-0.12,0.13
50.5,0.209,-0.175,-0.116,0.103,0.1313,-0.1191,-0.11,0.12
50.55,0.227,-0.175,-0.098,0.081,0.1493,-0.1191,-0.09,0.09
50.6,0.227,-0.175,-0.073,0.054,0.1493,-0.1191,-0.07,0.07
50.65,0.209,-0.157,-0.043,0.024,0.1313,-0.1011,-0.04,0.04
50.7,0.175,-0.14,-0.01,-0.009,0.0973,-0.0841,-0.01,0
50.75,0.157,-0.105,0.023,-0.041,0.0793,-0.0491,0.02,-0.03
50.8,0.122,-0.087,0.055,-0.07,0.0443,-0.0311,0.05,-0.07
50.85,0.07,-0.052,0.083,-0.095,-0.0077,0.0039,0.08,-0.09
50.9,0.035,-0.017,0.105,-0.113,-0.0427,0.0389,0.1,-0.12
50.95,0,0.017,0.12,-0.124,-0.0777,0.0729,0.11,-0.13
51,-0.035,0.035,0.126,-0.126,-0.1127,0.0909,0.12,-0.14
51.05,-0.052,0.052,0.124,-0.12,-0.1297,0.1079,0.11,-0.13
51.1,-0.07,0.052,0.113,-0.106,-0.1477,0.1079,0.1,-0.12
51.15,-0.07,0.052,0.094,-0.085,-0.1477,0.1079,0.09,-0.1
51.2,-0.052,0.052,0.069,-0.058,-0.1297,0.1079,0.06,-0.07
51.25,-0.035,0.035,0.039,-0.028,-0.1127,0.0909,0.03,-0.04
51.3,-0.017,0.017,0.006,0.004,-0.0947,0.0729,0,0
51.35,0.017,-0.017,-0.028,0.036,-0.0607,0.0389,-0.03,0.03
51.4,0.052,-0.052,-0.06,0.065,-0.0257,0.0039,-0.06,0.06
51.45,0.105,-0.07,-0.088,0.089,0.0273,-0.0141,-0.08,0.09
51.5,0.14,-0.105,-0.11,0.107,0.0623,-0.0491,-0.1,0.11
51.55,0.175,-0.14,-0.125,0.118,0.0973,-0.0841,-0.12,0.13
51.6,0.192,-0.157,-0.132,0.12,0.1143,-0.1011,-0.12,0.13
51.65,0.209,-0.175,-0.129,0.114,0.1313,-0.1191,-0.12,0.13
51.7,0.227,-0.175,-0.118,0.101,0.1493,-0.1191,-0.11,0.11
51.75,0.227,-0.175,-0.099,0.08,0.1493,-0.1191,-0.09,0.09
51.8,0.209,-0.157,-0.073,0.054,0.1313,-0.1011,-0.07,0.06
51.85,0.192,-0.14,-0.043,0.024,0.1143,-0.0841,-0.04,0.03
51.9,0.157,-0.122,-0.009,-0.008,0.0793,-0.0661,-0.01,0
51.95,0.122,-0.087,0.025,-0.039,0.0443,-0.0311,0.02,-0.04
52,0.087,-0.052,0.057,-0.068,0.0093,0.0039,0.05,-0.07
52.05,0.035,-0.017,0.086,-0.092,-0.0427,0.0389,0.08,-0.1
52.1,0,0,0.108,-0.11,-0.0777,0.0559,0.1,-0.12
52.15,-0.017,0.035,0.123,-0.12,-0.0947,0.0909,0.11,-0.13
52.2,-0.052,0.052,0.129,-0.123,-0.1297,0.1079,0.12,-0.13
52.25,-0.052,0.052,0.126,-0.118,-0.1297,0.1079,0.12,-0.13
52.3,-0.07,0.052,0.115,-0.104,-0.1477,0.1079,0.11,-0.12
52.35,-0.052,0.052,0.095,-0.084,-0.1297,0.1079,0.09,-0.09
52.4,-0.035,0.035,0.069,-0.058,-0.1127,0.0909,0.07,-0.07
52.45,-0.017,0.017,0.038,-0.029,-0.0947,0.0729,0.04,-0.04
52.5,0.017,-0.017,0.004,0.003,-0.0607,0.0389,0.01,0
52.55,0.052,-0.035,-0.03,0.033,-0.0257,0.0209,-0.02,0.03
52.6,0.087,-0.07,-0.063,0.062,0.0093,-0.0141,-0.05,0.06
52.65,0.122,-0.105,-0.091,0.086,0.0443,-0.0491,-0.08,0.09
52.7,0.157,-0.122,-0.114,0.104,0.0793,-0.0661,-0.1,0.11
52.75,0.192,-0.157,-0.128,0.115,0.1143,-0.1011,-0.12,0.12
52.8,0.209,-0.175,-0.134,0.118,0.1313,-0.1191,-0.12,0.13
52.85,0.227,-0.175,-0.131,0.113,0.1493,-0.1191,-0.12,0.12
52.9,0.227,-0.175,-0.119,0.1,0.1493,-0.1191,-0.11,0.11
52.95,0.209,-0.157,-0.099,0.08,0.1313,-0.1011,-0.1,0.09
53,0.192,-0.14,-0.073,0.055,0.1143,-0.0841,-0.07,0.06
53.05,0.157,-0.122,-0.041,0.025,0.0793,-0.0661,-0.05,0.03
53.1,0.122,-0.087,-0.007,-0.005,0.0443,-0.0311,-0.01,0
53.15,0.087,-0.052,0.028,-0.036,0.0093,0.0039,0.02,-0.04
53.2,0.052,-0.017,0.06,-0.064,-0.0257,0.0389,0.05,-0.07
53.25,0.017,0,0.089,-0.088,-0.0607,0.0559,0.08,-0.09
53.3,-0.017,0.035,0.111,-0.107,-0.0947,0.0909,0.1,-0.11
53.35,-0.035,0.052,0.125,-0.118,-0.1127,0.1079,0.11,-0.13
53.4,-0.052,0.052,0.131,-0.121,-0.1297,0.1079,0.12,-0.13
53.45,-0.07,0.052,0.128,-0.116,-0.1477,0.1079,0.12,-0.13
53.5,-0.052,0.052,0.115,-0.104,-0.1297,0.1079,0.11,-0.11
53.55,-0.035,0.035,0.095,-0.084,-0.1127,0.0909,0.09,-0.09
53.6,-0.017,0.017,0.068,-0.06,-0.0947,0.0729,0.07,-0.06
53.65,0.017,0,0.036,-0.031,-0.0607,0.0559,0.04,-0.03
53.7,0.052,-0.035,0.001,0,-0.0257,0.0209,0.01,0
53.75,0.087,-0.07,-0.033,0.03,0.0093,-0.0141,-0.02,0.03
53.8,0.122,-0.105,-0.066,0.059,0.0443,-0.0491,-0.05,0.06
53.85,0.157,-0.122,-0.094,0.083,0.0793,-0.0661,-0.08,0.09
53.9,0.192,-0.157,-0.116,0.101,0.1143,-0.1011,-0.1,0.11
53.95,0.209,-0.157,-0.13,0.113,0.1313,-0.1011,-0.12,0.12
54,0.209,-0.175,-0.136,0.116,0.1313,-0.1191,-0.13,0.12
54.05,0.227,-0.175,-0.132,0.112,0.1493,-0.1191,-0.13,0.12
54.1,0.209,-0.157,-0.119,0.1,0.1313,-0.1011,-0.12,0.11
54.15,0.192,-0.14,-0.098,0.081,0.1143,-0.0841,-0.1,0.08
54.2,0.157,-0.122,-0.071,0.056,0.0793,-0.0661,-0.08,0.06
54.25,0.122,-0.087,-0.039,0.028,0.0443,-0.0311,-0.05,0.03
54.3,0.087,-0.052,-0.004,-0.003,0.0093,0.0039,-0.01,0
54.35,0.052,-0.035,0.031,-0.033,-0.0257,0.0209,0.02,-0.04
54.4,0.017,0,0.063,-0.061,-0.0607,0.0559,0.05,-0.07
54.45,-0.017,0.017,0.091,-0.086,-0.0947,0.0729,0.08,-0.09
54.5,-0.035,0.052,0.113,-0.104,-0.1127,0.1079,0.1,-0.11
54.55,-0.052,0.052,0.127,-0.116,-0.1297,0.1079,0.12,-0.12
54.6,-0.07,0.052,0.132,-0.12,-0.1477,0.1079,0.12,-0.13
54.65,-0.052,0.052,0.127,-0.116,-0.1297,0.1079,0.12,-0.12
54.7,-0.052,0.035,0.114,-0.105,-0.1297,0.0909,0.11,-0.11
54.75,-0.017,0.017,0.093,-0.086,-0.0947,0.0729,0.1,-0.09
54.8,0,0,0.065,-0.062,-0.0777,0.0559,0.07,-0.06
54.85,0.035,-0.035,0.033,-0.034,-0.0427,0.0209,0.04,-0.03
54.9,0.087,-0.07,-0.002,-0.003,0.0093,-0.0141,0.01,0
54.95,0.122,-0.087,-0.037,0.027,0.0443,-0.0311,-0.02,0.03
55,0.157,-0.122,-0.069,0.056,0.0793,-0.0661,-0.06,0.06
55.05,0.175,-0.14,-0.097,0.08,0.0973,-0.0841,-0.09,0.09
55.1,0.209,-0.157,-0.118,0.099,0.1313,-0.1011,-0.11,0.1
55.15,0.209,-0.175,-0.131,0.112,0.1313,-0.1191,-0.12,0.12
55.2,0.209,-0.175,-0.136,0.116,0.1313,-0.1191,-0.13,0.12
55.25,0.209,-0.157,-0.131,0.113,0.1313,-0.1011,-0.13,0.12
55.3,0.192,-0.14,-0.118,0.101,0.1143,-0.0841,-0.12,0.1
55.35,0.157,-0.122,-0.096,0.083,0.0793,-0.0661,-0.1,0.08
55.4,0.14,-0.087,-0.068,0.059,0.0623,-0.0311,-0.08,0.06
55.45,0.105,-0.07,-0.036,0.031,0.0273,-0.0141,-0.05,0.03
55.5,0.052,-0.035,-0.001,0.001,-0.0257,0.0209,-0.01,0
55.55,0.017,0,0.034,-0.03,-0.0607,0.0559,0.02,-0.03
55.6,-0.017,0.017,0.066,-0.059,-0.0947,0.0729,0.05,-0.06
55.65,-0.035,0.035,0.093,-0.084,-0.1127,0.0909,0.08,-0.09
55.7,-0.052,0.052,0.114,-0.103,-0.1297,0.1079,0.11,-0.11
55.75,-0.052,0.052,0.127,-0.116,-0.1297,0.1079,0.12,-0.12
55.8,-0.052,0.052,0.131,-0.121,-0.1297,0.1079,0.13,-0.12
55.85,-0.052,0.052,0.126,-0.118,-0.1297,0.1079,0.13,-0.12
55.9,-0.017,0.017,0.112,-0.107,-0.0947,0.0729,0.12,-0.11
55.95,0,0,0.09,-0.089,-0.0777,0.0559,0.1,-0.09
56,0.035,-0.035,0.062,-0.065,-0.0427,0.0209,0.07,-0.06
56.05,0.07,-0.052,0.03,-0.037,-0.0077,0.0039,0.04,-0.03
56.1,0.105,-0.087,-0.005,-0.006,0.0273,-0.0311,0.01,0
56.15,0.14,-0.122,-0.039,0.025,0.0623,-0.0661,-0.03,0.03
56.2,0.175,-0.14,-0.071,0.054,0.0973,-0.0841,-0.06,0.06
56.25,0.192,-0.157,-0.098,0.079,0.1143,-0.1011,-0.09,0.08
56.3,0.209,-0.175,-0.119,0.099,0.1313,-0.1191,-0.11,0.1
56.35,0.209,-0.175,-0.131,0.112,0.1313,-0.1191,-0.13,0.11
56.4,0.209,-0.157,-0.135,0.117,0.1313,-0.1011,-0.13,0.12
56.45,0.192,-0.14,-0.129,0.115,0.1143,-0.0841,-0.13,0.11
56.5,0.175,-0.122,-0.115,0.104,0.0973,-0.0661,-0.12,0.1
56.55,0.14,-0.105,-0.093,0.086,0.0623,-0.0491,-0.1,0.08
56.6,0.105,-0.07,-0.065,0.062,0.0273,-0.0141,-0.08,0.06
56.65,0.07,-0.035,-0.033,0.034,-0.0077,0.0209,-0.04,0.03
56.7,0.035,0,0.002,0.003,-0.0427,0.0559,-0.01,0
56.75,0,0.017,0.036,-0.028,-0.0777,0.0729,0.02,-0.03
56.8,-0.035,0.035,0.068,-0.057,-0.1127,0.0909,0.06,-0.06
56.85,-0.052,0.052,0.094,-0.083,-0.1297,0.1079,0.09,-0.09
56.9,-0.052,0.052,0.114,-0.103,-0.1297,0.1079,0.11,-0.1
56.95,-0.052,0.052,0.126,-0.117,-0.1297,0.1079,0.12,-0.12
57,-0.052,0.052,0.13,-0.122,-0.1297,0.1079,0.13,-0.12
57.05,-0.035,0.035,0.124,-0.12,-0.1127,0.0909,0.13,-0.12
57.1,0,0,0.109,-0.11,-0.0777,0.0559,0.12,-0.11
57.15,0.035,-0.017,0.087,-0.092,-0.0427,0.0389,0.1,-0.09
57.2,0.07,-0.052,0.059,-0.068,-0.0077,0.0039,0.07,-0.06
57.25,0.105,-0.087,0.027,-0.04,0.0273,-0.0311,0.04,-0.04
57.3,0.14,-0.122,-0.007,-0.009,0.0623,-0.0661,0,-0.01
57.35,0.175,-0.14,-0.041,0.023,0.0973,-0.0841,-0.03,0.02
57.4,0.192,-0.157,-0.072,0.053,0.1143,-0.1011,-0.06,0.05
57.45,0.209,-0.175,-0.098,0.079,0.1313,-0.1191,-0.09,0.08
57.5,0.209,-0.175,-0.118,0.1,0.1313,-0.1191,-0.12,0.1
57.55,0.209,-0.157,-0.13,0.113,0.1313,-0.1011,-0.13,0.11
57.6,0.192,-0.157,-0.132,0.12,0.1143,-0.1011,-0.14,0.12
57.65,0.175,-0.122,-0.126,0.117,0.0973,-0.0661,-0.13,0.11
57.7,0.14,-0.105,-0.112,0.107,0.0623,-0.0491,-0.12,0.1
57.75,0.105,-0.07,-0.09,0.089,0.0273,-0.0141,-0.1,0.08
57.8,0.07,-0.035,-0.062,0.065,-0.0077,0.0209,-0.07,0.06
57.85,0.035,-0.017,-0.03,0.037,-0.0427,0.0389,-0.04,0.03
57.9,0,0.017,0.004,0.006,-0.0777,0.0729,-0.01,0
57.95,-0.035,0.035,0.037,-0.026,-0.1127,0.0909,0.03,-0.03
58,-0.052,0.052,0.068,-0.057,-0.1297,0.1079,0.06,-0.06
58.05,-0.052,0.052,0.094,-0.083,-0.1297,0.1079,0.09,-0.08
58.1,-0.052,0.052,0.113,-0.105,-0.1297,0.1079,0.11,-0.1
58.15,-0.052,0.052,0.124,-0.119,-0.1297,0.1079,0.13,-0.12
58.2,-0.035,0.035,0.127,-0.125,-0.1127,0.0909,0.13,-0.12
58.25,0,0,0.121,-0.123,-0.0777,0.0559,0.13,-0.12
58.3,0.035,-0.017,0.106,-0.113,-0.0427,0.0389,0.11,-0.11
58.35,0.07,-0.052,0.084,-0.095,-0.0077,0.0039,0.09,-0.09
58.4,0.105,-0.087,0.057,-0.071,0.0273,-0.0311,0.07,-0.07
58.45,0.14,-0.105,0.025,-0.042,0.0623,-0.0491,0.03,-0.04
58.5,0.175,-0.14,-0.009,-0.01,0.0973,-0.0841,0,-0.01
58.55,0.192,-0.157,-0.042,0.022,0.1143,-0.1011,-0.03,0.02
58.6,0.209,-0.175,-0.072,0.053,0.1313,-0.1191,-0.07,0.05
58.65,0.209,-0.175,-0.097,0.08,0.1313,-0.1191,-0.09,0.08
58.7,0.209,-0.157,-0.116,0.101,0.1313,-0.1011,-0.12,0.1
58.75,0.192,-0.157,-0.127,0.116,0.1143,-0.1011,-0.13,0.11
58.8,0.175,-0.14,-0.129,0.123,0.0973,-0.0841,-0.14,0.12
58.85,0.14,-0.105,-0.123,0.121,0.0623,-0.0491,-0.13,0.11
58.9,0.105,-0.07,-0.109,0.11,0.0273,-0.0141,-0.12,0.11
58.95,0.07,-0.052,-0.087,0.092,-0.0077,0.0039,-0.1,0.09
59,0.035,-0.017,-0.06,0.068,-0.0427,0.0389,-0.07,0.07
59.05,0,0.017,-0.028,0.039,-0.0777,0.0729,-0.04,0.04
59.1,-0.017,0.035,0.005,0.006,-0.0947,0.0909,0,0.01
59.15,-0.052,0.052,0.037,-0.026,-0.1297,0.1079,0.03,-0.02
59.2,-0.052,0.052,0.067,-0.058,-0.1297,0.1079,0.06,-0.05
59.25,-0.052,0.052,0.092,-0.085,-0.1297,0.1079,0.09,-0.08
59.3,-0.052,0.052,0.11,-0.107,-0.1297,0.1079,0.11,-0.1
59.35,-0.035,0.035,0.121,-0.122,-0.1127,0.0909,0.12,-0.12
59.4,0,0.017,0.124,-0.128,-0.0777,0.0729,0.13,-0.12
59.45,0.017,-0.017,0.117,-0.126,-0.0607,0.0389,0.12,-0.12
59.5,0.052,-0.052,0.103,-0.116,-0.0257,0.0039,0.11,-0.11
59.55,0.105,-0.087,0.082,-0.098,0.0273,-0.0311,0.09,-0.1
59.6,0.14,-0.105,0.055,-0.073,0.0623,-0.0491,0.06,-0.07
59.65,0.157,-0.14,0.024,-0.043,0.0793,-0.0841,0.03,-0.04
59.7,0.192,-0.157,-0.009,-0.011,0.1143,-0.1011,0,-0.01
59.75,0.209,-0.157,-0.041,0.023,0.1313,-0.1011,-0.04,0.02
59.8,0.209,-0.175,-0.07,0.054,0.1313,-0.1191,-0.07,0.05
59.85,0.209,-0.175,-0.095,0.082,0.1313,-0.1191,-0.1,0.08
59.9,0.192,-0.157,-0.113,0.104,0.1143,-0.1011,-0.12,0.1
59.95,0.175,-0.14,-0.124,0.119,0.0973,-0.0841,-0.13,0.11
60,0.157,-0.105,-0.126,0.126,0.0793,-0.0491,-0.13,0.12
60.05,0.122,-0.087,-0.12,0.124,0.0443,-0.0311,-0.13,0.12
60.1,0.087,-0.052,-0.106,0.113,0.0093,0.0039,-0.11,0.11
60.15,0.035,-0.017,-0.085,0.094,-0.0427,0.0389,-0.09,0.09
60.2,0,0,-0.058,0.069,-0.0777,0.0559,-0.07,0.07
60.25,-0.017,0.035,-0.028,0.039,-0.0947,0.0909,-0.03,0.04
60.3,-0.035,0.052,0.004,0.006,-0.1127,0.1079,0,0.01
60.35,-0.052,0.052,0.036,-0.028,-0.1297,0.1079,0.03,-0.02
60.4,-0.052,0.052,0.065,-0.06,-0.1297,0.1079,0.06,-0.05
60.45,-0.052,0.052,0.089,-0.088,-0.1297,0.1079,0.09,-0.08
60.5,-0.035,0.035,0.107,-0.11,-0.1127,0.0909,0.11,-0.1
60.55,-0.017,0.017,0.118,-0.125,-0.0947,0.0729,0.12,-0.12
60.6,0.017,-0.017,0.12,-0.132,-0.0607,0.0389,0.13,-0.13
60.65,0.052,-0.052,0.115,-0.129,-0.0257,0.0039,0.12,-0.13
60.7,0.087,-0.07,0.101,-0.118,0.0093,-0.0141,0.11,-0.12
60.75,0.122,-0.105,0.08,-0.099,0.0443,-0.0491,0.09,-0.1
60.8,0.157,-0.122,0.054,-0.074,0.0793,-0.0661,0.06,-0.08
60.85,0.192,-0.157,0.024,-0.043,0.1143,-0.1011,0.03,-0.05
60.9,0.209,-0.157,-0.008,-0.009,0.1313,-0.1011,0,-0.02
60.95,0.209,-0.175,-0.039,0.025,0.1313,-0.1191,-0.04,0.02
61,0.209,-0.175,-0.068,0.057,0.1313,-0.1191,-0.07,0.05
61.05,0.192,-0.157,-0.092,0.085,0.1143,-0.1011,-0.09,0.08
61.1,0.175,-0.14,-0.11,0.107,0.0973,-0.0841,-0.11,0.1
61.15,0.157,-0.105,-0.121,0.122,0.0793,-0.0491,-0.13,0.12
61.2,0.122,-0.087,-0.123,0.129,0.0443,-0.0311,-0.13,0.12
61.25,0.087,-0.052,-0.118,0.126,0.0093,0.0039,-0.12,0.12
61.3,0.052,-0.017,-0.104,0.115,-0.0257,0.0389,-0.11,0.11
61.35,0.017,0,-0.084,0.095,-0.0607,0.0559,-0.09,0.1
61.4,-0.017,0.035,-0.058,0.069,-0.0947,0.0909,-0.06,0.07
61.45,-0.035,0.052,-0.029,0.038,-0.1127,0.1079,-0.03,0.04
61.5,-0.052,0.052,0.003,0.004,-0.1297,0.1079,0,0.01
61.55,-0.052,0.052,0.034,-0.03,-0.1297,0.1079,0.03,-0.02
61.6,-0.052,0.052,0.062,-0.063,-0.1297,0.1079,0.06,-0.05
61.65,-0.035,0.035,0.086,-0.091,-0.1127,0.0909,0.09,-0.08
61.7,-0.017,0.017,0.104,-0.113,-0.0947,0.0729,0.11,-0.11
61.75,0.017,-0.017,0.115,-0.128,-0.0607,0.0389,0.12,-0.12
61.8,0.052,-0.035,0.118,-0.134,-0.0257,0.0209,0.12,-0.13
61.85,0.087,-0.07,0.113,-0.131,0.0093,-0.0141,0.12,-0.13
61.9,0.122,-0.105,0.1,-0.119,0.0443,-0.0491,0.1,-0.12
61.95,0.157,-0.122,0.08,-0.1,0.0793,-0.0661,0.08,-0.1
62,0.175,-0.14,0.055,-0.073,0.0973,-0.0841,0.06,-0.08
62.05,0.192,-0.157,0.025,-0.042,0.1143,-0.1011,0.03,-0.05
62.1,0.209,-0.175,-0.006,-0.007,0.1313,-0.1191,0,-0.01
62.15,0.209,-0.175,-0.036,0.027,0.1313,-0.1191,-0.04,0.02
62.2,0.209,-0.157,-0.065,0.06,0.1313,-0.1011,-0.07,0.05
62.25,0.175,-0.14,-0.089,0.088,0.0973,-0.0841,-0.09,0.08
62.3,0.157,-0.122,-0.107,0.111,0.0793,-0.0661,-0.11,0.1
62.35,0.122,-0.087,-0.118,0.125,0.0443,-0.0311,-0.12,0.12
62.4,0.087,-0.052,-0.121,0.131,0.0093,0.0039,-0.13,0.13
62.45,0.052,-0.035,-0.116,0.128,-0.0257,0.0209,-0.12,0.13
62.5,0.017,0,-0.104,0.115,-0.0607,0.0559,-0.11,0.12
62.55,-0.017,0.017,-0.084,0.095,-0.0947,0.0729,-0.09,0.1
62.6,-0.035,0.035,-0.059,0.068,-0.1127,0.0909,-0.06,0.07
62.65,-0.052,0.052,-0.031,0.036,-0.1297,0.1079,-0.03,0.04
62.7,-0.052,0.052,0,0.002,-0.1297,0.1079,0,0.01
62.75,-0.052,0.052,0.031,-0.033,-0.1297,0.1079,0.03,-0.03
62.8,-0.035,0.035,0.059,-0.066,-0.1127,0.0909,0.06,-0.06
62.85,-0.017,0.017,0.083,-0.094,-0.0947,0.0729,0.08,-0.09
62.9,0.017,0,0.101,-0.116,-0.0607,0.0559,0.1,-0.11
62.95,0.052,-0.035,0.113,-0.13,-0.0257,0.0209,0.11,-0.13
63,0.087,-0.07,0.116,-0.136,0.0093,-0.0141,0.12,-0.13
63.05,0.122,-0.105,0.112,-0.132,0.0443,-0.0491,0.11,-0.13
63.1,0.157,-0.122,0.1,-0.119,0.0793,-0.0661,0.1,-0.12
63.15,0.175,-0.14,0.081,-0.099,0.0973,-0.0841,0.08,-0.1
63.2,0.192,-0.157,0.056,-0.071,0.1143,-0.1011,0.06,-0.08
63.25,0.209,-0.175,0.028,-0.039,0.1313,-0.1191,0.03,-0.05
63.3,0.209,-0.175,-0.003,-0.004,0.1313,-0.1191,0,-0.01
63.35,0.209,-0.157,-0.033,0.03,0.1313,-0.1011,-0.03,0.02
63.4,0.192,-0.14,-0.062,0.063,0.1143,-0.0841,-0.06,0.05
63.45,0.157,-0.122,-0.086,0.091,0.0793,-0.0661,-0.09,0.08
63.5,0.122,-0.087,-0.104,0.113,0.0443,-0.0311,-0.11,0.11
63.55,0.087,-0.07,-0.116,0.127,0.0093,-0.0141,-0.12,0.12
63.6,0.052,-0.035,-0.12,0.132,-0.0257,0.0209,-0.12,0.13
63.65,0.017,0,-0.116,0.128,-0.0607,0.0559,-0.12,0.13
63.7,0,0.017,-0.105,0.115,-0.0777,0.0729,-0.11,0.12
63.75,-0.035,0.035,-0.086,0.093,-0.1127,0.0909,-0.09,0.1
63.8,-0.052,0.052,-0.062,0.066,-0.1297,0.1079,-0.06,0.07
63.85,-0.052,0.052,-0.033,0.033,-0.1297,0.1079,-0.04,0.04
63.9,-0.052,0.052,-0.003,-0.001,-0.1297,0.1079,0,0.01
63.95,-0.035,0.035,0.027,-0.036,-0.1127,0.0909,0.03,-0.03
64,-0.017,0.017,0.056,-0.069,-0.0947,0.0729,0.05,-0.06
64.05,0.017,0,0.08,-0.097,-0.0607,0.0559,0.08,-0.09
64.1,0.035,-0.035,0.099,-0.118,-0.0427,0.0209,0.1,-0.11
64.15,0.07,-0.07,0.112,-0.131,-0.0077,-0.0141,0.11,-0.13
64.2,0.122,-0.087,0.116,-0.136,0.0443,-0.0311,0.12,-0.14
64.25,0.14,-0.122,0.113,-0.131,0.0623,-0.0661,0.11,-0.13
64.3,0.175,-0.14,0.101,-0.118,0.0973,-0.0841,0.1,-0.12
64.35,0.192,-0.157,0.083,-0.096,0.1143,-0.1011,0.08,-0.1
64.4,0.209,-0.175,0.059,-0.069,0.1313,-0.1191,0.06,-0.08
64.45,0.209,-0.175,0.031,-0.036,0.1313,-0.1191,0.03,-0.04
64.5,0.209,-0.157,0,-0.001,0.1313,-0.1011,0,-0.01
64.55,0.192,-0.14,-0.03,0.033,0.1143,-0.0841,-0.03,0.03
64.6,0.157,-0.122,-0.059,0.066,0.0793,-0.0661,-0.06,0.06
64.65,0.14,-0.087,-0.084,0.093,0.0623,-0.0311,-0.08,0.09
64.7,0.105,-0.07,-0.103,0.114,0.0273,-0.0141,-0.1,0.11
64.75,0.07,-0.035,-0.116,0.127,-0.0077,0.0209,-0.12,0.12
64.8,0.035,0,-0.121,0.131,-0.0427,0.0559,-0.12,0.13
64.85,0,0.017,-0.117,0.126,-0.0777,0.0729,-0.12,0.13
64.9,-0.035,0.035,-0.107,0.113,-0.1127,0.0909,-0.11,0.12
64.95,-0.052,0.052,-0.089,0.091,-0.1297,0.1079,-0.09,0.1
65,-0.052,0.052,-0.065,0.063,-0.1297,0.1079,-0.07,0.07
65.05,-0.052,0.052,-0.037,0.03,-0.1297,0.1079,-0.04,0.04
65.1,-0.035,0.035,-0.006,-0.004,-0.1127,0.0909,-0.01,0
65.15,-0.017,0.017,0.025,-0.039,-0.0947,0.0729,0.02,-0.03
65.2,0,0,0.054,-0.071,-0.0777,0.0559,0.05,-0.06
65.25,0.035,-0.035,0.079,-0.098,-0.0427,0.0209,0.08,-0.09
65.3,0.07,-0.052,0.099,-0.119,-0.0077,0.0039,0.1,-0.12
65.35,0.105,-0.087,0.112,-0.131,0.0273,-0.0311,0.11,-0.13
65.4,0.14,-0.122,0.117,-0.135,0.0623,-0.0661,0.12,-0.14
65.45,0.175,-0.14,0.114,-0.13,0.0973,-0.0841,0.11,-0.13
65.5,0.192,-0.157,0.104,-0.115,0.1143,-0.1011,0.1,-0.12
65.55,0.209,-0.157,0.086,-0.094,0.1313,-0.1011,0.09,-0.1
65.6,0.209,-0.175,0.062,-0.065,0.1313,-0.1191,0.06,-0.07
65.65,0.209,-0.157,0.034,-0.033,0.1313,-0.1011,0.04,-0.04
65.7,0.192,-0.14,0.003,0.002,0.1143,-0.0841,0.01,-0.01
65.75,0.157,-0.122,-0.028,0.036,0.0793,-0.0661,-0.03,0.03
65.8,0.14,-0.105,-0.057,0.067,0.0623,-0.0491,-0.05,0.06
65.85,0.105,-0.07,-0.083,0.094,0.0273,-0.0141,-0.08,0.09
65.9,0.07,-0.035,-0.103,0.114,-0.0077,0.0209,-0.1,0.11
65.95,0.035,-0.017,-0.117,0.126,-0.0427,0.0389,-0.12,0.12
66,0,0.017,-0.122,0.13,-0.0777,0.0729,-0.12,0.13
66.05,-0.017,0.035,-0.12,0.124,-0.0947,0.0909,-0.12,0.13
66.1,-0.035,0.052,-0.109,0.11,-0.1127,0.1079,-0.11,0.11
66.15,-0.052,0.052,-0.092,0.088,-0.1297,0.1079,-0.09,0.09
66.2,-0.052,0.052,-0.068,0.06,-0.1297,0.1079,-0.07,0.07
66.25,-0.035,0.035,-0.04,0.027,-0.1127,0.0909,-0.04,0.03
66.3,-0.017,0.017,-0.009,-0.007,-0.0947,0.0729,-0.01,0
66.35,0,0,0.023,-0.041,-0.0777,0.0559,0.02,-0.04
66.4,0.035,-0.017,0.053,-0.072,-0.0427,0.0389,0.05,-0.07
66.45,0.07,-0.052,0.079,-0.098,-0.0077,0.0039,0.08,-0.09
66.5,0.105,-0.087,0.099,-0.118,0.0273,-0.0311,0.1,-0.12
66.55,0.14,-0.105,0.113,-0.13,0.0623,-0.0491,0.11,-0.13
66.6,0.175,-0.14,0.119,-0.133,0.0973,-0.0841,0.12,-0.13
66.65,0.192,-0.157,0.117,-0.127,0.1143,-0.1011,0.12,-0.13
66.7,0.209,-0.157,0.107,-0.112,0.1313,-0.1011,0.11,-0.12
66.75,0.209,-0.175,0.089,-0.09,0.1313,-0.1191,0.09,-0.1
