time,angle1,angle2
55.05,0.175,-0.14
55.1,0.209,-0.157
55.15,0.209,-0.175
55.2,0.209,-0.175
55.25,0.209,-0.157
55.3,0.192,-0.14
55.35,0.157,-0.122
55.4,0.14,-0.087
55.45,0.105,-0.07
55.5,0.052,-0.035
55.55,0.017,0
55.6,-0.017,0.017
55.65,-0.035,0.035
55.7,-0.052,0.052
55.75,-0.052,0.052
55.8,-0.052,0.052
55.85,-0.052,0.052
55.9,-0.017,0.017
55.95,0,0
56,0.035,-0.035
56.05,0.07,-0.052
56.1,0.105,-0.087
56.15,0.14,-0.122
56.2,0.175,-0.14
56.25,0.192,-0.157
56.3,0.209,-0.175
56.35,0.209,-0.175
56.4,0.209,-0.157
56.45,0.192,-0.14
56.5,0.175,-0.122
56.55,0.14,-0.105
56.6,0.105,-0.07
56.65,0.07,-0.035
56.7,0.035,0
56.75,0,0.017
56.8,-0.035,0.035
56.85,-0.052,0.052
56.9,-0.052,0.052
56.95,-0.052,0.052
57,-0.052,0.052
57.05,-0.035,0.035
57.1,0,0
57.15,0.035,-0.017
57.2,0.07,-0.052
57.25,0.105,-0.087
57.3,0.14,-0.122
57.35,0.175,-0.14
57.4,0.192,-0.157
57.45,0.209,-0.175
57.5,0.209,-0.175
57.55,0.209,-0.157
57.6,0.192,-0.157
57.65,0.175,-0.122
57.7,0.14,-0.105
57.75,0.105,-0.07
57.8,0.07,-0.035
57.85,0.035,-0.017
57.9,0,0.017
57.95,-0.035,0.035
58,-0.052,0.052
58.05,-0.052,0.052
58.1,-0.052,0.052
58.15,-0.052,0.052
58.2,-0.035,0.035
58.25,0,0
58.3,0.035,-0.017
58.35,0.07,-0.052
58.4,0.105,-0.087
58.45,0.14,-0.105
58.5,0.175,-0.14
58.55,0.192,-0.157
58.6,0.209,-0.175
58.65,0.209,-0.175
58.7,0.209,-0.157
58.75,0.192,-0.157
58.8,0.175,-0.14
58.85,0.14,-0.105
58.9,0.105,-0.07
58.95,0.07,-0.052
59,0.035,-0.017
59.05,0,0.017
59.1,-0.017,0.035
59.15,-0.052,0.052
59.2,-0.052,0.052
59.25,-0.052,0.052
59.3,-0.052,0.052
59.35,-0.035,0.035
59.4,0,0.017
59.45,0.017,-0.017
59.5,0.052,-0.052
59.55,0.105,-0.087
59.6,0.14,-0.105
59.65,0.157,-0.14
59.7,0.192,-0.157
59.75,0.209,-0.157
59.8,0.209,-0.175
59.85,0.209,-0.175
59.9,0.192,-0.157
59.95,0.175,-0.14
60,0.157,-0.105
60.05,0.122,-0.087
60.1,0.087,-0.052
60.15,0.035,-0.017
60.2,0,0
60.25,-0.017,0.035
60.3,-0.035,0.052
60.35,-0.052,0.052
60.4,-0.052,0.052
60.45,-0.052,0.052
60.5,-0.035,0.035
60.55,-0.017,0.017
60.6,0.017,-0.017
60.65,0.052,-0.052
60.7,0.087,-0.07
60.75,0.122,-0.105
60.8,0.157,-0.122
60.85,0.192,-0.157
60.9,0.209,-0.157
60.95,0.209,-0.175
61,0.209,-0.175
61.05,0.192,-0.157
61.1,0.175,-0.14
61.15,0.157,-0.105
61.2,0.122,-0.087
61.25,0.087,-0.052
61.3,0.052,-0.017
61.35,0.017,0
61.4,-0.017,0.035
61.45,-0.035,0.052
61.5,-0.052,0.052
61.55,-0.052,0.052
61.6,-0.052,0.052
61.65,-0.035,0.035
61.7,-0.017,0.017
61.75,0.017,-0.017
61.8,0.052,-0.035
61.85,0.087,-0.07
61.9,0.122,-0.105
61.95,0.157,-0.122
62,0.175,-0.14
62.05,0.192,-0.157
62.1,0.209,-0.175
62.15,0.209,-0.175
62.2,0.209,-0.157
62.25,0.175,-0.14
62.3,0.157,-0.122
62.35,0.122,-0.087
62.4,0.087,-0.052
62.45,0.052,-0.035
62.5,0.017,0
62.55,-0.017,0.017
62.6,-0.035,0.035
62.65,-0.052,0.052
62.7,-0.052,0.052
62.75,-0.052,0.052
62.8,-0.035,0.035
62.85,-0.017,0.017
62.9,0.017,0
62.95,0.052,-0.035
63,0.087,-0.07
63.05,0.122,-0.105
63.1,0.157,-0.122
63.15,0.175,-0.14
63.2,0.192,-0.157
63.25,0.209,-0.175
63.3,0.209,-0.175
63.35,0.209,-0.157
63.4,0.192,-0.14
63.45,0.157,-0.122
63.5,0.122,-0.087
63.55,0.087,-0.07
63.6,0.052,-0.035
63.65,0.017,0
63.7,0,0.017
63.75,-0.035,0.035
63.8,-0.052,0.052
63.85,-0.052,0.052
63.9,-0.052,0.052
63.95,-0.035,0.035
64,-0.017,0.017
64.05,0.017,0
64.1,0.035,-0.035
64.15,0.07,-0.07
64.2,0.122,-0.087
64.25,0.14,-0.122
64.3,0.175,-0.14
64.35,0.192,-0.157
64.4,0.209,-0.175
64.45,0.209,-0.175
64.5,0.209,-0.157
64.55,0.192,-0.14
64.6,0.157,-0.122
64.65,0.14,-0.087
64.7,0.105,-0.07
64.75,0.07,-0.035
64.8,0.035,0
64.85,0,0.017
64.9,-0.035,0.035
64.95,-0.052,0.052
65,-0.052,0.052
65.05,-0.052,0.052
65.1,-0.035,0.035
65.15,-0.017,0.017
65.2,0,0
65.25,0.035,-0.035
65.3,0.07,-0.052
65.35,0.105,-0.087
65.4,0.14,-0.122
65.45,0.175,-0.14
65.5,0.192,-0.157
65.55,0.209,-0.157
65.6,0.209,-0.175
65.65,0.209,-0.157
65.7,0.192,-0.14
65.75,0.157,-0.122
65.8,0.14,-0.105
65.85,0.105,-0.07
65.9,0.07,-0.035
65.95,0.035,-0.017
66,0,0.017
66.05,-0.017,0.035
66.1,-0.035,0.052
66.15,-0.052,0.052
66.2,-0.052,0.052
66.25,-0.035,0.035
66.3,-0.017,0.017
66.35,0,0
66.4,0.035,-0.017
66.45,0.07,-0.052
66.5,0.105,-0.087
66.55,0.14,-0.105
66.6,0.175,-0.14
66.65,0.192,-0.157
66.7,0.209,-0.157
66.75,0.209,-0.175
66.8,0.209,-0.157
66.85,0.192,-0.14
66.9,0.175,-0.122
66.95,0.14,-0.105
67,0.105,-0.07
67.05,0.07,-0.035
67.1,0.035,-0.017
67.15,0,0.017
67.2,-0.017,0.035
67.25,-0.035,0.052
67.3,-0.052,0.052
67.35,-0.052,0.052
67.4,-0.035,0.052
67.45,-0.017,0.035
67.5,0,0
67.55,0.035,-0.017
67.6,0.07,-0.052
67.65,0.105,-0.087
67.7,0.14,-0.105
67.75,0.157,-0.14
67.8,0.192,-0.157
67.85,0.192,-0.157
67.9,0.209,-0.175
67.95,0.209,-0.157
68,0.192,-0.157
68.05,0.175,-0.122
68.1,0.14,-0.105
68.15,0.105,-0.07
68.2,0.07,-0.052
68.25,0.035,-0.017
68.3,0.017,0
68.35,-0.017,0.035
68.4,-0.035,0.052
68.45,-0.052,0.052
68.5,-0.052,0.052
68.55,-0.035,0.052
68.6,-0.035,0.035
68.65,0,0
68.7,0.035,-0.017
68.75,0.052,-0.052
68.8,0.087,-0.07
68.85,0.122,-0.105
68.9,0.157,-0.122
68.95,0.175,-0.157
69,0.192,-0.157
69.05,0.209,-0.175
69.1,0.209,-0.157
69.15,0.192,-0.157
69.2,0.175,-0.14
69.25,0.14,-0.105
69.3,0.122,-0.087
69.35,0.087,-0.052
69.4,0.052,-0.017
69.45,0.017,0
69.5,-0.017,0.035
69.55,-0.035,0.035
69.6,-0.052,0.052
69.65,-0.052,0.052
69.7,-0.052,0.052
69.75,-0.035,0.035
69.8,0,0.017
69.85,0.017,-0.017
69.9,0.052,-0.052
69.95,0.087,-0.07
70,0.122,-0.105
70.05,0.157,-0.122
70.1,0.175,-0.14
70.15,0.192,-0.157
70.2,0.209,-0.157
70.25,0.209,-0.157
70.3,0.192,-0.157
70.35,0.175,-0.14
70.4,0.157,-0.105
70.45,0.122,-0.087
70.5,0.087,-0.052
70.55,0.052,-0.017
70.6,0.017,0
70.65,-0.017,0.017
70.7,-0.035,0.035
70.75,-0.052,0.052
70.8,-0.052,0.052
70.85,-0.052,0.052
70.9,-0.035,0.035
70.95,0,0.017
71,0.017,-0.017
71.05,0.052,-0.035
71.1,0.087,-0.07
71.15,0.122,-0.105
71.2,0.157,-0.122
71.25,0.175,-0.14
71.3,0.192,-0.157
71.35,0.209,-0.157
71.4,0.209,-0.157
71.45,0.192,-0.157
71.5,0.175,-0.14
71.55,0.157,-0.122
71.6,0.122,-0.087
71.65,0.087,-0.052
71.7,0.052,-0.035
71.75,0.017,0
71.8,0,0.017
71.85,-0.035,0.035
71.9,-0.035,0.052
71.95,-0.052,0.052
72,-0.052,0.052
72.05,-0.035,0.035
72.1,-0.017,0.017
72.15,0.017,0
72.2,0.052,-0.035
72.25,0.087,-0.07
72.3,0.122,-0.087
72.35,0.14,-0.122
72.4,0.175,-0.14
72.45,0.192,-0.157
72.5,0.209,-0.157
72.55,0.209,-0.157
72.6,0.192,-0.157
72.65,0.175,-0.14
72.7,0.157,-0.122
72.75,0.122,-0.087
72.8,0.087,-0.07
72.85,0.052,-0.035
72.9,0.017,0
72.95,0,0.017
73,-0.017,0.035
73.05,-0.035,0.052
73.1,-0.052,0.052
73.15,-0.052,0.052
73.2,-0.035,0.035
73.25,-0.017,0.017
73.3,0.017,0
73.35,0.052,-0.035
73.4,0.07,-0.07
73.45,0.105,-0.087
73.5,0.14,-0.122
73.55,0.175,-0.14
73.6,0.192,-0.157
73.65,0.192,-0.157
73.7,0.209,-0.157
73.75,0.192,-0.157
73.8,0.175,-0.14
73.85,0.157,-0.122
73.9,0.122,-0.087
73.95,0.105,-0.07
74,0.07,-0.035
74.05,0.035,-0.017
74.1,0,0.017
74.15,-0.017,0.035
74.2,-0.035,0.052
74.25,-0.052,0.052
74.3,-0.052,0.052
74.35,-0.035,0.035
74.4,-0.017,0.017
74.45,0.017,0
74.5,0.035,-0.035
74.55,0.07,-0.052
74.6,0.105,-0.087
74.65,0.14,-0.105
74.7,0.157,-0.14
74.75,0.192,-0.157
74.8,0.192,-0.157
74.85,0.209,-0.157
74.9,0.192,-0.157
74.95,0.175,-0.14
75,0.157,-0.122
75.05,0.14,-0.105
75.1,0.105,-0.07
75.15,0.07,-0.035
75.2,0.035,-0.017
75.25,0,0.017
75.3,-0.017,0.035
75.35,-0.035,0.052
75.4,-0.052,0.052
75.45,-0.052,0.052
75.5,-0.035,0.035
75.55,-0.017,0.017
75.6,0,0
75.65,0.035,-0.017
75.7,0.07,-0.052
75.75,0.105,-0.087
75.8,0.14,-0.105
75.85,0.157,-0.14
75.9,0.175,-0.157
75.95,0.192,-0.157
76,0.209,-0.157
76.05,0.192,-0.157
76.1,0.192,-0.14
76.15,0.157,-0.122
76.2,0.14,-0.105
76.25,0.105,-0.07
76.3,0.07,-0.052
76.35,0.035,-0.017
76.4,0.017,0
76.45,-0.017,0.035
76.5,-0.035,0.035
76.55,-0.035,0.052
76.6,-0.052,0.052
76.65,-0.035,0.035
76.7,-0.017,0.017
76.75,0,0
76.8,0.035,-0.017
76.85,0.07,-0.052
76.9,0.105,-0.087
76.95,0.122,-0.105
77,0.157,-0.122
77.05,0.175,-0.14
77.1,0.192,-0.157
77.15,0.192,-0.157
77.2,0.192,-0.157
77.25,0.192,-0.14
77.3,0.157,-0.122
77.35,0.14,-0.105
77.4,0.105,-0.07
77.45,0.07,-0.052
77.5,0.035,-0.017
77.55,0.017,0
77.6,-0.017,0.017
77.65,-0.035,0.035
77.7,-0.035,0.052
77.75,-0.052,0.052
77.8,-0.035,0.035
77.85,-0.017,0.035
77.9,0,0
77.95,0.035,-0.017
78,0.07,-0.052
78.05,0.087,-0.07
78.1,0.122,-0.105
78.15,0.157,-0.122
78.2,0.175,-0.14
78.25,0.192,-0.157
78.3,0.192,-0.157
78.35,0.192,-0.157
78.4,0.192,-0.157
78.45,0.175,-0.14
78.5,0.14,-0.105
78.55,0.105,-0.087
78.6,0.087,-0.052
78.65,0.052,-0.017
78.7,0.017,0
78.75,-0.017,0.017
78.8,-0.035,0.035
78.85,-0.035,0.052
78.9,-0.035,0.052
78.95,-0.035,0.035
79,-0.017,0.035
79.05,0,0.017
79.1,0.035,-0.017
79.15,0.052,-0.035
79.2,0.087,-0.07
79.25,0.122,-0.105
79.3,0.157,-0.122
79.35,0.175,-0.14
79.4,0.192,-0.157
79.45,0.192,-0.157
79.5,0.192,-0.157
79.55,0.192,-0.157
79.6,0.175,-0.14
79.65,0.14,-0.105
79.7,0.122,-0.087
79.75,0.087,-0.052
79.8,0.052,-0.035
79.85,0.017,0
79.9,0,0.017
79.95,-0.017,0.035
80,-0.035,0.052
80.05,-0.035,0.052
80.1,-0.035,0.052
80.15,-0.017,0.035
80.2,0,0.017
80.25,0.017,-0.017
80.3,0.052,-0.035
80.35,0.087,-0.07
80.4,0.122,-0.087
80.45,0.14,-0.122
80.5,0.175,-0.14
80.55,0.192,-0.157
80.6,0.192,-0.157
80.65,0.192,-0.157
80.7,0.192,-0.157
80.75,0.175,-0.14
80.8,0.14,-0.122
80.85,0.122,-0.087
80.9,0.087,-0.052
80.95,0.052,-0.035
81,0.017,0
81.05,0,0.017
81.1,-0.017,0.035
81.15,-0.035,0.052
81.2,-0.035,0.052
81.25,-0.035,0.052
81.3,-0.017,0.035
81.35,0,0.017
81.4,0.017,0
81.45,0.052,-0.035
81.5,0.087,-0.07
81.55,0.122,-0.087
81.6,0.14,-0.122
81.65,0.175,-0.14
81.7,0.192,-0.157
81.75,0.192,-0.157
81.8,0.192,-0.157
81.85,0.192,-0.157
81.9,0.175,-0.14
81.95,0.157,-0.122
82,0.122,-0.087
82.05,0.087,-0.07
82.1,0.052,-0.035
82.15,0.035,-0.017
82.2,0,0.017
82.25,-0.017,0.035
82.3,-0.035,0.035
82.35,-0.035,0.052
82.4,-0.035,0.052
82.45,-0.035,0.035
82.5,0,0.017
82.55,0.017,0
82.6,0.052,-0.035
82.65,0.087,-0.052
82.7,0.105,-0.087
82.75,0.14,-0.105
82.8,0.157,-0.14
82.85,0.175,-0.157
82.9,0.192,-0.157
82.95,0.192,-0.157
83,0.192,-0.157
83.05,0.175,-0.14
83.1,0.157,-0.122
83.15,0.122,-0.087
83.2,0.087,-0.07
83.25,0.07,-0.035
83.3,0.035,-0.017
83.35,0,0.017
83.4,-0.017,0.035
83.45,-0.035,0.035
83.5,-0.035,0.052
83.55,-0.035,0.052
83.6,-0.035,0.035
83.65,-0.017,0.017
83.7,0.017,0
83.75,0.035,-0.035
83.8,0.07,-0.052
83.85,0.105,-0.087
83.9,0.14,-0.105
83.95,0.157,-0.14
84,0.175,-0.14
84.05,0.192,-0.157
84.1,0.192,-0.157
84.15,0.192,-0.157
84.2,0.175,-0.14
84.25,0.157,-0.122
84.3,0.122,-0.105
84.35,0.105,-0.07
84.4,0.07,-0.035
84.45,0.035,-0.017
84.5,0,0
84.55,-0.017,0.035
84.6,-0.035,0.035
84.65,-0.035,0.052
84.7,-0.035,0.052
84.75,-0.035,0.035
84.8,-0.017,0.017
84.85,0.017,0
84.9,0.035,-0.017
84.95,0.07,-0.052
85,0.105,-0.087
85.05,0.14,-0.105
85.1,0.157,-0.122
85.15,0.175,-0.14
85.2,0.192,-0.157
85.25,0.192,-0.157
85.3,0.192,-0.157
85.35,0.175,-0.14
85.4,0.157,-0.122
85.45,0.14,-0.105
85.5,0.105,-0.07
85.55,0.07,-0.052
85.6,0.035,-0.017
85.65,0.017,0
85.7,-0.017,0.017
85.75,-0.035,0.035
85.8,-0.035,0.052
85.85,-0.035,0.052
85.9,-0.035,0.035
85.95,-0.017,0.017
86,0,0
86.05,0.035,-0.017
86.1,0.07,-0.052
86.15,0.105,-0.07
86.2,0.122,-0.105
86.25,0.157,-0.122
86.3,0.175,-0.14
86.35,0.192,-0.157
86.4,0.192,-0.157
86.45,0.192,-0.157
86.5,0.175,-0.14
86.55,0.157,-0.122
86.6,0.14,-0.105
86.65,0.105,-0.07
86.7,0.07,-0.052
86.75,0.052,-0.017
86.8,0.017,0
86.85,0,0.017
86.9,-0.017,0.035
86.95,-0.035,0.052
87,-0.035,0.052
87.05,-0.035,0.035
87.1,-0.017,0.017
87.15,0,0
87.2,0.035,-0.017
87.25,0.07,-0.052
87.3,0.087,-0.07
87.35,0.122,-0.105
87.4,0.157,-0.122
87.45,0.175,-0.14
87.5,0.192,-0.157
87.55,0.192,-0.157
87.6,0.192,-0.157
87.65,0.175,-0.14
87.7,0.157,-0.122
87.75,0.14,-0.105
87.8,0.105,-0.087
87.85,0.07,-0.052
87.9,0.052,-0.035
87.95,0.017,0
88,0,0.017
88.05,-0.017,0.035
88.1,-0.035,0.035
88.15,-0.035,0.052
88.2,-0.035,0.035
88.25,-0.017,0.017
88.3,0,0
88.35,0.035,-0.017
88.4,0.052,-0.035
88.45,0.087,-0.07
88.5,0.122,-0.087
88.55,0.14,-0.122
88.6,0.175,-0.14
88.65,0.192,-0.157
88.7,0.192,-0.157
88.75,0.192,-0.157
88.8,0.175,-0.14
88.85,0.157,-0.122
88.9,0.14,-0.105
88.95,0.105,-0.087
89,0.087,-0.052
89.05,0.052,-0.035
89.1,0.017,0
89.15,0,0.017
89.2,-0.017,0.035
89.25,-0.035,0.035
89.3,-0.035,0.052
89.35,-0.035,0.035
89.4,-0.017,0.035
89.45,0,0.017
89.5,0.035,-0.017
89.55,0.052,-0.035
89.6,0.087,-0.07
89.65,0.122,-0.087
89.7,0.14,-0.122
89.75,0.175,-0.14
89.8,0.175,-0.14
89.85,0.192,-0.157
89.9,0.192,-0.157
89.95,0.175,-0.14
90,0.175,-0.14
90.05,0.14,-0.105
90.1,0.122,-0.087
90.15,0.087,-0.07
90.2,0.052,-0.035
90.25,0.017,-0.017
90.3,0,0.017
90.35,-0.017,0.035
90.4,-0.035,0.035
90.45,-0.035,0.035
90.5,-0.035,0.035
90.55,-0.017,0.035
90.6,0,0.017
90.65,0.017,-0.017
90.7,0.052,-0.035
90.75,0.087,-0.07
90.8,0.122,-0.087
90.85,0.14,-0.105
90.9,0.157,-0.14
90.95,0.175,-0.14
91,0.192,-0.157
91.05,0.192,-0.157
91.1,0.192,-0.14
91.15,0.175,-0.14
91.2,0.14,-0.122
91.25,0.122,-0.087
91.3,0.087,-0.07
91.35,0.052,-0.035
91.4,0.035,-0.017
91.45,0,0.017
91.5,-0.017,0.035
91.55,-0.035,0.035
91.6,-0.035,0.035
91.65,-0.035,0.035
91.7,-0.017,0.035
91.75,0,0.017
91.8,0.017,0
91.85,0.052,-0.035
91.9,0.087,-0.052
91.95,0.105,-0.087
92,0.14,-0.105
92.05,0.157,-0.122
92.1,0.175,-0.14
92.15,0.192,-0.157
92.2,0.192,-0.157
92.25,0.192,-0.14
92.3,0.175,-0.14
92.35,0.157,-0.122
92.4,0.122,-0.087
92.45,0.087,-0.07
92.5,0.07,-0.035
92.55,0.035,-0.017
92.6,0,0
92.65,-0.017,0.017
92.7,-0.035,0.035
92.75,-0.035,0.035
92.8,-0.035,0.035
92.85,-0.017,0.035
92.9,0,0.017
92.95,0.017,0
93,0.052,-0.035
93.05,0.07,-0.052
93.1,0.105,-0.087
93.15,0.14,-0.105
93.2,0.157,-0.122
93.25,0.175,-0.14
93.3,0.192,-0.157
93.35,0.192,-0.157
93.4,0.192,-0.157
93.45,0.175,-0.14
93.5,0.157,-0.122
93.55,0.122,-0.105
93.6,0.105,-0.07
93.65,0.07,-0.052
93.7,0.035,-0.017
93.75,0.017,0
93.8,-0.017,0.017
93.85,-0.017,0.035
93.9,-0.035,0.035
93.95,-0.035,0.035
94,-0.017,0.035
94.05,0,0.017
94.1,0.017,0
94.15,0.035,-0.017
94.2,0.07,-0.052
94.25,0.105,-0.07
94.3,0.14,-0.105
94.35,0.157,-0.122
94.4,0.175,-0.14
94.45,0.192,-0.157
94.5,0.192,-0.157
94.55,0.192,-0.157
94.6,0.175,-0.14
94.65,0.157,-0.122
94.7,0.122,-0.105
94.75,0.105,-0.07
94.8,0.07,-0.052
94.85,0.035,-0.017
94.9,0.017,0
94.95,0,0.017
95,-0.017,0.035
95.05,-0.035,0.035
95.1,-0.035,0.035
95.15,-0.017,0.035
95.2,-0.017,0.017
95.25,0.017,0
95.3,0.035,-0.017
95.35,0.07,-0.052
95.4,0.105,-0.07
95.45,0.122,-0.105
95.5,0.157,-0.122
95.55,0.175,-0.14
95.6,0.192,-0.14
95.65,0.192,-0.157
95.7,0.192,-0.157
95.75,0.175,-0.14
95.8,0.157,-0.122
95.85,0.14,-0.105
95.9,0.105,-0.07
95.95,0.07,-0.052
96,0.052,-0.035
96.05,0.017,0
96.1,0,0.017
96.15,-0.017,0.035
96.2,-0.035,0.035
96.25,-0.035,0.035
96.3,-0.017,0.035
96.35,-0.017,0.017
96.4,0.017,0
96.45,0.035,-0.017
96.5,0.07,-0.052
96.55,0.087,-0.07
96.6,0.122,-0.105
96.65,0.157,-0.122
96.7,0.175,-0.14
96.75,0.175,-0.14
96.8,0.192,-0.157
96.85,0.192,-0.157
96.9,0.175,-0.14
96.95,0.157,-0.122
97,0.14,-0.105
97.05,0.105,-0.087
97.1,0.07,-0.052
97.15,0.052,-0.035
97.2,0.017,0
97.25,0,0.017
97.3,-0.017,0.035
97.35,-0.035,0.035
97.4,-0.035,0.035
97.45,-0.017,0.035
97.5,-0.017,0.017
97.55,0,0
97.6,0.035,-0.017
97.65,0.07,-0.035
97.7,0.087,-0.07
97.75,0.122,-0.087
97.8,0.14,-0.122
97.85,0.175,-0.14
97.9,0.175,-0.14
97.95,0.192,-0.157
98,0.192,-0.157
98.05,0.175,-0.14
98.1,0.157,-0.122
98.15,0.14,-0.105
98.2,0.105,-0.087
98.25,0.087,-0.052
98.3,0.052,-0.035
98.35,0.017,-0.017
98.4,0,0.017
98.45,-0.017,0.035
98.5,-0.035,0.035
98.55,-0.035,0.035
98.6,-0.035,0.035
98.65,-0.017,0.017
98.7,0,0
98.75,0.035,-0.017
98.8,0.052,-0.035
98.85,0.087,-0.07
98.9,0.122,-0.087
98.95,0.14,-0.105
99,0.157,-0.122
99.05,0.175,-0.14
99.1,0.192,-0.157
99.15,0.192,-0.157
99.2,0.175,-0.14
99.25,0.157,-0.122
99.3,0.14,-0.105
99.35,0.105,-0.087
99.4,0.087,-0.07
99.45,0.052,-0.035
99.5,0.035,-0.017
99.55,0,0
99.6,-0.017,0.017
99.65,-0.035,0.035
99.7,-0.035,0.035
99.75,-0.035,0.035
99.8,-0.017,0.017
99.85,0,0
99.9,0.035,-0.017
99.95,0.052,-0.035
100,0.087,-0.07
100.05,0.122,-0.087
100.1,0.14,-0.105
100.15,0.157,-0.122
100.2,0.175,-0.14
100.25,0.192,-0.157
100.3,0.192,-0.157
100.35,0.175,-0.14
100.4,0.157,-0.122
100.45,0.14,-0.105
100.5,0.122,-0.087
100.55,0.087,-0.07
100.6,0.052,-0.035
100.65,0.035,-0.017
100.7,0,0
100.75,-0.017,0.017
100.8,-0.017,0.035
100.85,-0.035,0.035
100.9,-0.035,0.035
100.95,-0.017,0.017
101,0,0.017
101.05,0.017,-0.017
101.1,0.052,-0.035
101.15,0.087,-0.052
101.2,0.105,-0.087
101.25,0.14,-0.105
101.3,0.157,-0.122
101.35,0.175,-0.14
101.4,0.192,-0.14
101.45,0.192,-0.157
101.5,0.175,-0.14
101.55,0.157,-0.14
101.6,0.14,-0.122
101.65,0.122,-0.087
101.7,0.087,-0.07
101.75,0.07,-0.035
101.8,0.035,-0.017
101.85,0.017,0
101.9,-0.017,0.017
101.95,-0.017,0.035
102,-0.035,0.035
102.05,-0.035,0.035
102.1,-0.017,0.035
102.15,0,0.017
102.2,0.017,0
102.25,0.052,-0.035
102.3,0.07,-0.052
102.35,0.105,-0.087
102.4,0.14,-0.105
102.45,0.157,-0.122
102.5,0.175,-0.14
102.55,0.175,-0.14
102.6,0.192,-0.14
102.65,0.175,-0.14
102.7,0.175,-0.14
102.75,0.14,-0.122
102.8,0.122,-0.087
102.85,0.087,-0.07
102.9,0.07,-0.052
102.95,0.035,-0.017
103,0.017,0
103.05,0,0.017
103.1,-0.017,0.035
103.15,-0.035,0.035
103.2,-0.035,0.035
103.25,-0.017,0.035
103.3,0,0.017
103.35,0.017,0
103.4,0.052,-0.035
103.45,0.07,-0.052
103.5,0.105,-0.07
103.55,0.122,-0.105
103.6,0.157,-0.122
103.65,0.175,-0.14
103.7,0.175,-0.14
103.75,0.192,-0.14
103.8,0.175,-0.14
103.85,0.175,-0.14
103.9,0.157,-0.122
103.95,0.122,-0.105
104,0.105,-0.07
104.05,0.07,-0.052
104.1,0.035,-0.017
104.15,0.017,0
104.2,0,0.017
104.25,-0.017,0.035
104.3,-0.035,0.035
104.35,-0.035,0.035
104.4,-0.017,0.035
104.45,0,0.017
104.5,0.017,0
104.55,0.035,-0.017
104.6,0.07,-0.052
104.65,0.105,-0.07
104.7,0.122,-0.105
104.75,0.157,-0.122
104.8,0.175,-0.14
104.85,0.175,-0.14
104.9,0.192,-0.14
104.95,0.175,-0.14
105,0.175,-0.14
105.05,0.157,-0.122
105.1,0.122,-0.105
105.15,0.105,-0.07
105.2,0.07,-0.052
105.25,0.052,-0.035
105.3,0.017,0
105.35,0,0.017
105.4,-0.017,0.017
105.45,-0.035,0.035
105.5,-0.035,0.035
105.55,-0.017,0.035
105.6,0,0.017
105.65,0.017,0
105.7,0.035,-0.017
105.75,0.07,-0.052
105.8,0.087,-0.07
105.85,0.122,-0.087
105.9,0.14,-0.122
105.95,0.175,-0.122
106,0.175,-0.14
106.05,0.175,-0.14
106.1,0.175,-0.14
106.15,0.175,-0.14
106.2,0.157,-0.122
106.25,0.122,-0.105
106.3,0.105,-0.087
106.35,0.07,-0.052
106.4,0.052,-0.035
106.45,0.017,-0.017
106.5,0,0.017
106.55,-0.017,0.017
106.6,-0.017,0.035
106.65,-0.035,0.035
106.7,-0.017,0.035
106.75,0,0.017
106.8,0.017,0
106.85,0.035,-0.017
106.9,0.07,-0.035
106.95,0.087,-0.07
107,0.122,-0.087
107.05,0.14,-0.105
107.1,0.157,-0.122
107.15,0.175,-0.14
107.2,0.175,-0.14
107.25,0.175,-0.14
107.3,0.175,-0.14
107.35,0.157,-0.122
107.4,0.14,-0.105
107.45,0.105,-0.087
107.5,0.087,-0.052
107.55,0.052,-0.035
107.6,0.017,-0.017
107.65,0,0
107.7,-0.017,0.017
107.75,-0.017,0.035
107.8,-0.035,0.035
107.85,-0.017,0.035
107.9,-0.017,0.017
107.95,0.017,0
108,0.035,-0.017
108.05,0.052,-0.035
108.1,0.087,-0.07
108.15,0.122,-0.087
108.2,0.14,-0.105
108.25,0.157,-0.122
108.3,0.175,-0.14
108.35,0.175,-0.14
108.4,0.175,-0.14
108.45,0.175,-0.14
108.5,0.157,-0.122
108.55,0.14,-0.105
108.6,0.105,-0.087
108.65,0.087,-0.052
108.7,0.052,-0.035
108.75,0.035,-0.017
108.8,0,0
108.85,-0.017,0.017
108.9,-0.017,0.035
108.95,-0.017,0.035
109,-0.017,0.035
109.05,-0.017,0.017
109.1,0,0
109.15,0.035,-0.017
109.2,0.052,-0.035
109.25,0.087,-0.07
109.3,0.105,-0.087
109.35,0.14,-0.105
109.4,0.157,-0.122
109.45,0.175,-0.14
109.5,0.175,-0.14
109.55,0.175,-0.14
109.6,0.175,-0.14
109.65,0.157,-0.122
109.7,0.14,-0.105
109.75,0.122,-0.087
109.8,0.087,-0.07
109.85,0.052,-0.035
109.9,0.035,-0.017
109.95,0,0
110,-0.017,0.017
110.05,-0.017,0.035
110.1,-0.017,0.035
110.15,-0.017,0.035
110.2,-0.017,0.017
110.25,0,0
110.3,0.035,-0.017
110.35,0.052,-0.035
110.4,0.087,-0.052
110.45,0.105,-0.087
110.5,0.14,-0.105
110.55,0.157,-0.122
110.6,0.175,-0.14
110.65,0.175,-0.14
110.7,0.175,-0.14
110.75,0.175,-0.14
110.8,0.157,-0.122
