time,angle1,angle2
57.8,0.052,0.087
57.85,0.052,0.087
57.9,0.052,0.105
57.95,0.035,0.105
58,0.017,0.105
58.05,0.017,0.122
58.1,0,0.122
58.15,-0.017,0.14
58.2,-0.035,0.14
58.25,-0.035,0.14
58.3,-0.035,0.14
58.35,-0.052,0.14
58.4,-0.035,0.14
58.45,-0.035,0.14
58.5,-0.035,0.14
58.55,-0.017,0.122
58.6,0,0.122
58.65,0.017,0.122
58.7,0.017,0.105
58.75,0.035,0.105
58.8,0.052,0.105
58.85,0.052,0.087
58.9,0.052,0.087
58.95,0.052,0.087
59,0.052,0.087
59.05,0.052,0.105
59.1,0.035,0.105
59.15,0.035,0.105
59.2,0.017,0.122
59.25,0,0.122
59.3,-0.017,0.14
59.35,-0.017,0.14
59.4,-0.035,0.14
59.45,-0.035,0.14
59.5,-0.052,0.14
59.55,-0.035,0.14
59.6,-0.035,0.14
59.65,-0.035,0.14
59.7,-0.017,0.122
59.75,0,0.122
59.8,0,0.122
59.85,0.017,0.105
59.9,0.035,0.105
59.95,0.052,0.105
60,0.052,0.087
60.05,0.052,0.087
60.1,0.052,0.087
60.15,0.052,0.087
60.2,0.052,0.105
60.25,0.035,0.105
60.3,0.035,0.105
60.35,0.017,0.122
60.4,0,0.122
60.45,-0.017,0.14
60.5,-0.017,0.14
60.55,-0.035,0.14
60.6,-0.035,0.14
60.65,-0.035,0.14
60.7,-0.035,0.14
60.75,-0.035,0.14
60.8,-0.035,0.14
60.85,-0.017,0.122
60.9,0,0.122
60.95,0,0.122
61,0.017,0.105
61.05,0.035,0.105
61.1,0.052,0.105
61.15,0.052,0.087
61.2,0.052,0.087
61.25,0.052,0.087
61.3,0.052,0.087
61.35,0.052,0.105
61.4,0.035,0.105
61.45,0.035,0.105
61.5,0.017,0.122
61.55,0,0.122
61.6,-0.017,0.122
61.65,-0.017,0.14
61.7,-0.035,0.14
61.75,-0.035,0.14
61.8,-0.035,0.14
61.85,-0.035,0.14
61.9,-0.035,0.14
61.95,-0.035,0.14
62,-0.017,0.122
62.05,-0.017,0.122
62.1,0,0.122
62.15,0.017,0.105
62.2,0.035,0.105
62.25,0.035,0.105
62.3,0.052,0.087
62.35,0.052,0.087
62.4,0.052,0.087
62.45,0.052,0.087
62.5,0.052,0.105
62.55,0.035,0.105
62.6,0.035,0.105
62.65,0.017,0.122
62.7,0,0.122
62.75,0,0.122
62.8,-0.017,0.14
62.85,-0.035,0.14
62.9,-0.035,0.14
62.95,-0.035,0.14
63,-0.035,0.14
63.05,-0.035,0.14
63.1,-0.035,0.14
63.15,-0.017,0.122
63.2,-0.017,0.122
63.25,0,0.122
63.3,0.017,0.105
63.35,0.035,0.105
63.4,0.035,0.105
63.45,0.052,0.087
63.5,0.052,0.087
63.55,0.052,0.087
63.6,0.052,0.087
63.65,0.052,0.105
63.7,0.052,0.105
63.75,0.035,0.105
63.8,0.017,0.122
63.85,0,0.122
63.9,0,0.122
63.95,-0.017,0.14
64,-0.035,0.14
64.05,-0.035,0.14
64.1,-0.035,0.14
64.15,-0.035,0.14
64.2,-0.035,0.14
64.25,-0.035,0.14
64.3,-0.017,0.122
64.35,-0.017,0.122
64.4,0,0.122
64.45,0.017,0.105
64.5,0.035,0.105
64.55,0.035,0.105
64.6,0.052,0.087
64.65,0.052,0.087
64.7,0.052,0.087
64.75,0.052,0.087
64.8,0.052,0.105
64.85,0.052,0.105
64.9,0.035,0.105
64.95,0.017,0.122
65,0.017,0.122
65.05,0,0.122
65.1,-0.017,0.14
65.15,-0.035,0.14
65.2,-0.035,0.14
65.25,-0.035,0.14
65.3,-0.035,0.14
65.35,-0.035,0.14
65.4,-0.035,0.14
65.45,-0.017,0.122
65.5,-0.017,0.122
65.55,0,0.122
65.6,0.017,0.105
65.65,0.017,0.105
65.7,0.035,0.105
65.75,0.052,0.087
65.8,0.052,0.087
65.85,0.052,0.087
65.9,0.052,0.087
65.95,0.052,0.105
66,0.052,0.105
66.05,0.035,0.105
66.1,0.017,0.122
66.15,0.017,0.122
66.2,0,0.122
66.25,-0.017,0.14
66.3,-0.017,0.14
66.35,-0.035,0.14
66.4,-0.035,0.14
66.45,-0.035,0.14
66.5,-0.035,0.14
66.55,-0.035,0.14
66.6,-0.035,0.122
66.65,-0.017,0.122
66.7,0,0.122
66.75,0.017,0.105
66.8,0.017,0.105
66.85,0.035,0.105
66.9,0.052,0.087
66.95,0.052,0.087
67,0.052,0.087
67.05,0.052,0.087
67.1,0.052,0.105
67.15,0.052,0.105
67.2,0.035,0.105
67.25,0.017,0.122
67.3,0.017,0.122
67.35,0,0.122
67.4,-0.017,0.14
67.45,-0.017,0.14
67.5,-0.035,0.14
67.55,-0.035,0.14
67.6,-0.035,0.14
67.65,-0.035,0.14
67.7,-0.035,0.14
67.75,-0.035,0.122
67.8,-0.017,0.122
67.85,0,0.122
67.9,0,0.105
67.95,0.017,0.105
68,0.035,0.105
68.05,0.035,0.087
68.1,0.052,0.087
68.15,0.052,0.087
68.2,0.052,0.087
68.25,0.052,0.105
68.3,0.052,0.105
68.35,0.035,0.105
68.4,0.035,0.122
68.45,0.017,0.122
68.5,0,0.122
68.55,-0.017,0.14
68.6,-0.017,0.14
68.65,-0.035,0.14
68.7,-0.035,0.14
68.75,-0.035,0.14
68.8,-0.035,0.14
68.85,-0.035,0.14
68.9,-0.035,0.14
68.95,-0.017,0.122
69,0,0.122
69.05,0,0.105
69.1,0.017,0.105
69.15,0.035,0.105
69.2,0.035,0.087
69.25,0.052,0.087
69.3,0.052,0.087
69.35,0.052,0.087
69.4,0.052,0.105
69.45,0.052,0.105
69.5,0.035,0.105
69.55,0.035,0.122
69.6,0.017,0.122
69.65,0,0.122
69.7,0,0.14
69.75,-0.017,0.14
69.8,-0.035,0.14
69.85,-0.035,0.14
69.9,-0.035,0.14
69.95,-0.035,0.14
70,-0.035,0.14
70.05,-0.035,0.14
70.1,-0.017,0.122
70.15,0,0.122
70.2,0,0.105
70.25,0.017,0.105
70.3,0.035,0.105
70.35,0.035,0.087
70.4,0.052,0.087
70.45,0.052,0.087
70.5,0.052,0.087
70.55,0.052,0.105
70.6,0.052,0.105
70.65,0.035,0.105
70.7,0.035,0.122
70.75,0.017,0.122
70.8,0,0.122
70.85,0,0.14
70.9,-0.017,0.14
70.95,-0.035,0.14
71,-0.035,0.14
71.05,-0.035,0.14
71.1,-0.035,0.14
71.15,-0.035,0.14
71.2,-0.035,0.14
71.25,-0.017,0.122
71.3,-0.017,0.122
71.35,0,0.105
71.4,0.017,0.105
71.45,0.035,0.105
71.5,0.035,0.087
71.55,0.052,0.087
71.6,0.052,0.087
71.65,0.052,0.087
71.7,0.052,0.105
71.75,0.052,0.105
71.8,0.035,0.105
71.85,0.035,0.122
71.9,0.017,0.122
71.95,0,0.122
72,0,0.14
72.05,-0.017,0.14
72.1,-0.017,0.14
72.15,-0.035,0.14
72.2,-0.035,0.14
72.25,-0.035,0.14
72.3,-0.035,0.14
72.35,-0.035,0.14
72.4,-0.017,0.122
72.45,-0.017,0.122
72.5,0,0.105
72.55,0.017,0.105
72.6,0.017,0.105
72.65,0.035,0.105
72.7,0.052,0.087
72.75,0.052,0.087
72.8,0.052,0.087
72.85,0.052,0.105
72.9,0.052,0.105
72.95,0.035,0.105
73,0.035,0.122
73.05,0.017,0.122
73.1,0.017,0.122
73.15,0,0.14
73.2,-0.017,0.14
73.25,-0.017,0.14
73.3,-0.035,0.14
73.35,-0.035,0.14
73.4,-0.035,0.14
73.45,-0.035,0.14
73.5,-0.035,0.14
73.55,-0.017,0.122
73.6,-0.017,0.122
73.65,0,0.105
73.7,0.017,0.105
73.75,0.017,0.105
73.8,0.035,0.105
73.85,0.035,0.087
73.9,0.052,0.087
73.95,0.052,0.087
74,0.052,0.105
74.05,0.052,0.105
74.1,0.035,0.105
74.15,0.035,0.122
74.2,0.017,0.122
74.25,0.017,0.122
74.3,0,0.14
74.35,-0.017,0.14
74.4,-0.017,0.14
74.45,-0.035,0.14
74.5,-0.035,0.14
74.55,-0.035,0.14
74.6,-0.035,0.14
74.65,-0.035,0.14
74.7,-0.017,0.122
74.75,-0.017,0.122
74.8,0,0.105
74.85,0.017,0.105
74.9,0.017,0.105
74.95,0.035,0.105
75,0.035,0.087
75.05,0.052,0.087
75.1,0.052,0.087
75.15,0.052,0.105
75.2,0.052,0.105
75.25,0.035,0.105
75.3,0.035,0.105
75.35,0.017,0.122
75.4,0.017,0.122
75.45,0,0.14
75.5,-0.017,0.14
75.55,-0.017,0.14
75.6,-0.035,0.14
75.65,-0.035,0.14
75.7,-0.035,0.14
75.75,-0.035,0.14
75.8,-0.035,0.14
75.85,-0.017,0.122
75.9,-0.017,0.122
75.95,0,0.122
76,0,0.105
76.05,0.017,0.105
76.1,0.035,0.105
76.15,0.035,0.087
76.2,0.052,0.087
76.25,0.052,0.087
76.3,0.052,0.105
76.35,0.052,0.105
76.4,0.035,0.105
76.45,0.035,0.105
76.5,0.017,0.122
76.55,0.017,0.122
76.6,0,0.14
76.65,0,0.14
76.7,-0.017,0.14
76.75,-0.035,0.14
76.8,-0.035,0.14
76.85,-0.035,0.14
76.9,-0.035,0.14
76.95,-0.035,0.14
77,-0.017,0.122
77.05,-0.017,0.122
77.1,0,0.122
77.15,0,0.105
77.2,0.017,0.105
77.25,0.035,0.105
77.3,0.035,0.087
77.35,0.052,0.087
77.4,0.052,0.087
77.45,0.052,0.087
77.5,0.052,0.105
77.55,0.052,0.105
77.6,0.035,0.105
77.65,0.035,0.122
77.7,0.017,0.122
77.75,0,0.14
77.8,0,0.14
77.85,-0.017,0.14
77.9,-0.017,0.14
77.95,-0.035,0.14
78,-0.035,0.14
78.05,-0.035,0.14
78.1,-0.035,0.14
78.15,-0.017,0.122
78.2,-0.017,0.122
78.25,0,0.122
78.3,0,0.105
78.35,0.017,0.105
78.4,0.035,0.105
78.45,0.035,0.087
78.5,0.035,0.087
78.55,0.052,0.087
78.6,0.052,0.087
78.65,0.052,0.105
78.7,0.052,0.105
78.75,0.035,0.105
78.8,0.035,0.122
78.85,0.017,0.122
78.9,0,0.14
78.95,0,0.14
79,-0.017,0.14
79.05,-0.017,0.14
79.1,-0.035,0.14
79.15,-0.035,0.14
79.2,-0.035,0.14
79.25,-0.035,0.14
79.3,-0.017,0.122
79.35,-0.017,0.122
79.4,0,0.122
79.45,0,0.105
79.5,0.017,0.105
79.55,0.017,0.105
79.6,0.035,0.087
79.65,0.035,0.087
79.7,0.052,0.087
79.75,0.052,0.087
79.8,0.052,0.105
79.85,0.052,0.105
79.9,0.035,0.105
79.95,0.035,0.122
80,0.017,0.122
80.05,0,0.14
80.1,0,0.14
80.15,-0.017,0.14
80.2,-0.017,0.14
80.25,-0.035,0.14
80.3,-0.035,0.14
80.35,-0.035,0.14
80.4,-0.035,0.14
80.45,-0.017,0.122
80.5,-0.017,0.122
80.55,0,0.122
80.6,0,0.105
80.65,0.017,0.105
80.7,0.017,0.105
80.75,0.035,0.087
80.8,0.035,0.087
80.85,0.052,0.087
80.9,0.052,0.087
80.95,0.052,0.105
81,0.052,0.105
81.05,0.035,0.105
81.1,0.035,0.122
81.15,0.017,0.122
81.2,0.017,0.14
81.25,0,0.14
81.3,-0.017,0.14
81.35,-0.017,0.14
81.4,-0.035,0.14
81.45,-0.035,0.14
81.5,-0.035,0.14
81.55,-0.035,0.14
81.6,-0.017,0.122
81.65,-0.017,0.122
81.7,-0.017,0.122
81.75,0,0.105
81.8,0.017,0.105
81.85,0.017,0.105
81.9,0.035,0.087
81.95,0.035,0.087
82,0.052,0.087
82.05,0.052,0.087
82.1,0.052,0.105
82.15,0.052,0.105
82.2,0.035,0.105
82.25,0.035,0.122
82.3,0.017,0.122
82.35,0.017,0.122
82.4,0,0.14
82.45,-0.017,0.14
82.5,-0.017,0.14
82.55,-0.017,0.14
82.6,-0.035,0.14
82.65,-0.035,0.14
82.7,-0.035,0.14
82.75,-0.017,0.122
82.8,-0.017,0.122
82.85,-0.017,0.122
82.9,0,0.105
82.95,0.017,0.105
83,0.017,0.105
83.05,0.035,0.087
83.1,0.035,0.087
83.15,0.035,0.087
83.2,0.052,0.087
83.25,0.052,0.105
83.3,0.052,0.105
83.35,0.035,0.105
83.4,0.035,0.122
83.45,0.017,0.122
83.5,0.017,0.122
83.55,0,0.14
83.6,0,0.14
83.65,-0.017,0.14
83.7,-0.017,0.14
83.75,-0.035,0.14
83.8,-0.035,0.14
83.85,-0.035,0.14
83.9,-0.017,0.14
83.95,-0.017,0.122
84,-0.017,0.122
84.05,0,0.105
84.1,0.017,0.105
84.15,0.017,0.105
84.2,0.035,0.087
84.25,0.035,0.087
84.3,0.035,0.087
84.35,0.052,0.087
84.4,0.052,0.105
84.45,0.052,0.105
84.5,0.035,0.105
84.55,0.035,0.122
84.6,0.017,0.122
84.65,0.017,0.122
84.7,0,0.14
84.75,0,0.14
84.8,-0.017,0.14
84.85,-0.017,0.14
84.9,-0.035,0.14
84.95,-0.035,0.14
85,-0.035,0.14
85.05,-0.017,0.14
85.1,-0.017,0.122
85.15,-0.017,0.122
85.2,0,0.105
85.25,0,0.105
85.3,0.017,0.105
85.35,0.035,0.087
85.4,0.035,0.087
85.45,0.035,0.087
85.5,0.052,0.087
85.55,0.052,0.105
85.6,0.052,0.105
85.65,0.035,0.105
85.7,0.035,0.122
85.75,0.017,0.122
85.8,0.017,0.122
85.85,0,0.14
85.9,0,0.14
85.95,-0.017,0.14
86,-0.017,0.14
86.05,-0.035,0.14
86.1,-0.035,0.14
86.15,-0.035,0.14
86.2,-0.017,0.14
86.25,-0.017,0.122
86.3,-0.017,0.122
86.35,0,0.105
86.4,0,0.105
86.45,0.017,0.105
86.5,0.017,0.087
86.55,0.035,0.087
86.6,0.035,0.087
86.65,0.035,0.087
86.7,0.052,0.105
86.75,0.035,0.105
86.8,0.035,0.105
86.85,0.035,0.122
86.9,0.017,0.122
86.95,0.017,0.122
87,0,0.14
87.05,0,0.14
87.1,-0.017,0.14
87.15,-0.017,0.14
87.2,-0.017,0.14
87.25,-0.035,0.14
87.3,-0.035,0.14
87.35,-0.017,0.14
87.4,-0.017,0.122
87.45,-0.017,0.122
87.5,0,0.105
87.55,0,0.105
87.6,0.017,0.105
87.65,0.017,0.087
87.7,0.035,0.087
87.75,0.035,0.087
87.8,0.035,0.087
87.85,0.052,0.087
87.9,0.035,0.105
87.95,0.035,0.105
88,0.035,0.105
88.05,0.017,0.122
88.1,0.017,0.122
88.15,0,0.14
88.2,0,0.14
88.25,-0.017,0.14
88.3,-0.017,0.14
88.35,-0.017,0.14
88.4,-0.035,0.14
88.45,-0.035,0.14
88.5,-0.017,0.14
88.55,-0.017,0.122
88.6,-0.017,0.122
88.65,0,0.122
88.7,0,0.105
88.75,0.017,0.105
88.8,0.017,0.105
88.85,0.035,0.087
88.9,0.035,0.087
88.95,0.035,0.087
89,0.035,0.087
89.05,0.035,0.105
89.1,0.035,0.105
89.15,0.035,0.105
89.2,0.035,0.122
89.25,0.017,0.122
89.3,0,0.14
89.35,0,0.14
89.4,-0.017,0.14
89.45,-0.017,0.14
89.5,-0.017,0.14
89.55,-0.017,0.14
89.6,-0.035,0.14
89.65,-0.017,0.14
89.7,-0.017,0.122
89.75,-0.017,0.122
89.8,0,0.122
89.85,0,0.105
89.9,0.017,0.105
89.95,0.017,0.105
90,0.035,0.087
90.05,0.035,0.087
90.1,0.035,0.087
90.15,0.035,0.087
90.2,0.035,0.105
90.25,0.035,0.105
90.3,0.035,0.105
90.35,0.035,0.122
90.4,0.017,0.122
90.45,0.017,0.14
90.5,0,0.14
90.55,-0.017,0.14
90.6,-0.017,0.14
90.65,-0.017,0.14
90.7,-0.017,0.14
90.75,-0.035,0.14
90.8,-0.017,0.14
90.85,-0.017,0.122
90.9,-0.017,0.122
90.95,0,0.122
91,0,0.105
91.05,0.017,0.105
91.1,0.017,0.105
91.15,0.035,0.087
91.2,0.035,0.087
91.25,0.035,0.087
91.3,0.035,0.087
91.35,0.035,0.105
91.4,0.035,0.105
91.45,0.035,0.105
91.5,0.035,0.122
91.55,0.017,0.122
91.6,0.017,0.14
91.65,0,0.14
91.7,0,0.14
91.75,-0.017,0.14
91.8,-0.017,0.14
91.85,-0.017,0.14
91.9,-0.017,0.14
91.95,-0.017,0.14
92,-0.017,0.122
92.05,-0.017,0.122
92.1,0,0.122
92.15,0,0.105
92.2,0.017,0.105
92.25,0.017,0.105
92.3,0.035,0.087
92.35,0.035,0.087
92.4,0.035,0.087
92.45,0.035,0.087
92.5,0.035,0.105
92.55,0.035,0.105
92.6,0.035,0.105
92.65,0.035,0.122
92.7,0.017,0.122
92.75,0.017,0.122
92.8,0,0.14
92.85,0,0.14
92.9,-0.017,0.14
92.95,-0.017,0.14
93,-0.017,0.14
93.05,-0.017,0.14
93.1,-0.017,0.14
93.15,-0.017,0.122
93.2,-0.017,0.122
93.25,0,0.122
93.3,0,0.105
93.35,0.017,0.105
93.4,0.017,0.105
93.45,0.017,0.087
93.5,0.035,0.087
93.55,0.035,0.087
93.6,0.035,0.087
93.65,0.035,0.105
93.7,0.035,0.105
93.75,0.035,0.105
93.8,0.035,0.122
93.85,0.017,0.122
93.9,0.017,0.122
93.95,0,0.14
94,0,0.14
94.05,-0.017,0.14
94.1,-0.017,0.14
94.15,-0.017,0.14
94.2,-0.017,0.14
94.25,-0.017,0.14
94.3,-0.017,0.14
94.35,-0.017,0.122
94.4,-0.017,0.122
94.45,0,0.105
94.5,0,0.105
94.55,0.017,0.105
94.6,0.017,0.087
94.65,0.035,0.087
94.7,0.035,0.087
94.75,0.035,0.087
94.8,0.035,0.105
94.85,0.035,0.105
94.9,0.035,0.105
94.95,0.035,0.122
95,0.017,0.122
95.05,0.017,0.122
95.1,0,0.14
95.15,0,0.14
95.2,-0.017,0.14
95.25,-0.017,0.14
95.3,-0.017,0.14
95.35,-0.017,0.14
95.4,-0.017,0.14
95.45,-0.017,0.14
95.5,-0.017,0.122
95.55,-0.017,0.122
95.6,0,0.105
95.65,0,0.105
95.7,0.017,0.105
95.75,0.017,0.087
95.8,0.035,0.087
95.85,0.035,0.087
95.9,0.035,0.087
95.95,0.035,0.105
96,0.035,0.105
96.05,0.035,0.105
96.1,0.035,0.122
96.15,0.017,0.122
96.2,0.017,0.122
96.25,0,0.14
96.3,0,0.14
96.35,-0.017,0.14
96.4,-0.017,0.14
96.45,-0.017,0.14
96.5,-0.017,0.14
96.55,-0.017,0.14
96.6,-0.017,0.14
96.65,-0.017,0.122
96.7,-0.017,0.122
96.75,0,0.105
96.8,0,0.105
96.85,0.017,0.105
96.9,0.017,0.087
96.95,0.035,0.087
97,0.035,0.087
97.05,0.035,0.087
97.1,0.035,0.105
97.15,0.035,0.105
97.2,0.035,0.105
97.25,0.035,0.122
97.3,0.017,0.122
97.35,0.017,0.122
97.4,0,0.14
97.45,0,0.14
97.5,-0.017,0.14
97.55,-0.017,0.14
97.6,-0.017,0.14
97.65,-0.017,0.14
97.7,-0.017,0.14
97.75,-0.017,0.14
97.8,-0.017,0.122
97.85,-0.017,0.122
97.9,0,0.122
97.95,0,0.105
98,0.017,0.105
98.05,0.017,0.105
98.1,0.035,0.087
98.15,0.035,0.087
98.2,0.035,0.087
98.25,0.035,0.087
98.3,0.035,0.105
98.35,0.035,0.105
98.4,0.035,0.105
98.45,0.017,0.122
98.5,0.017,0.122
98.55,0,0.14
98.6,0,0.14
98.65,0,0.14
98.7,-0.017,0.14
98.75,-0.017,0.14
98.8,-0.017,0.14
98.85,-0.017,0.14
98.9,-0.017,0.14
98.95,-0.017,0.122
99,-0.017,0.122
99.05,0,0.122
99.1,0,0.105
99.15,0.017,0.105
99.2,0.017,0.105
99.25,0.035,0.087
99.3,0.035,0.087
99.35,0.035,0.087
99.4,0.035,0.087
99.45,0.035,0.105
99.5,0.035,0.105
99.55,0.035,0.105
99.6,0.017,0.122
99.65,0.017,0.122
99.7,0,0.14
99.75,0,0.14
99.8,0,0.14
99.85,-0.017,0.14
99.9,-0.017,0.14
99.95,-0.017,0.14
100,-0.017,0.14
100.05,-0.017,0.14
100.1,-0.017,0.122
100.15,-0.017,0.122
100.2,0,0.122
100.25,0,0.105
100.3,0.017,0.105
100.35,0.017,0.105
100.4,0.017,0.087
100.45,0.035,0.087
100.5,0.035,0.087
100.55,0.035,0.087
100.6,0.035,0.105
100.65,0.035,0.105
100.7,0.035,0.105
100.75,0.017,0.122
100.8,0.017,0.122
100.85,0.017,0.14
100.9,0,0.14
100.95,0,0.14
101,-0.017,0.14
101.05,-0.017,0.14
101.1,-0.017,0.14
101.15,-0.017,0.14
101.2,-0.017,0.14
101.25,-0.017,0.122
101.3,-0.017,0.122
101.35,0,0.122
101.4,0,0.105
101.45,0.017,0.105
101.5,0.017,0.105
101.55,0.017,0.087
101.6,0.035,0.087
101.65,0.035,0.087
101.7,0.035,0.087
101.75,0.035,0.105
101.8,0.035,0.105
101.85,0.035,0.105
101.9,0.017,0.122
101.95,0.017,0.122
102,0.017,0.122
102.05,0,0.14
102.1,0,0.14
102.15,-0.017,0.14
102.2,-0.017,0.14
102.25,-0.017,0.14
102.3,-0.017,0.14
102.35,-0.017,0.14
102.4,-0.017,0.122
102.45,-0.017,0.122
102.5,0,0.122
102.55,0,0.105
102.6,0.017,0.105
102.65,0.017,0.105
102.7,0.017,0.087
102.75,0.035,0.087
102.8,0.035,0.087
102.85,0.035,0.087
102.9,0.035,0.105
102.95,0.035,0.105
103,0.035,0.105
103.05,0.017,0.122
103.1,0.017,0.122
103.15,0.017,0.122
103.2,0,0.14
103.25,0,0.14
103.3,-0.017,0.14
103.35,-0.017,0.14
103.4,-0.017,0.14
103.45,-0.017,0.14
103.5,-0.017,0.14
103.55,-0.017,0.14
103.6,-0.017,0.122
103.65,0,0.122
103.7,0,0.105
103.75,0.017,0.105
103.8,0.017,0.105
103.85,0.017,0.087
103.9,0.035,0.087
103.95,0.035,0.087
104,0.035,0.087
104.05,0.035,0.105
104.1,0.035,0.105
104.15,0.035,0.105
104.2,0.017,0.122
104.25,0.017,0.122
104.3,0.017,0.122
104.35,0,0.14
104.4,0,0.14
104.45,-0.017,0.14
104.5,-0.017,0.14
104.55,-0.017,0.14
104.6,-0.017,0.14
104.65,-0.017,0.14
104.7,-0.017,0.14
104.75,-0.017,0.122
104.8,0,0.122
104.85,0,0.105
104.9,0,0.105
104.95,0.017,0.105
105,0.017,0.105
105.05,0.035,0.087
105.1,0.035,0.087
105.15,0.035,0.087
105.2,0.035,0.105
105.25,0.035,0.105
105.3,0.035,0.105
105.35,0.017,0.122
105.4,0.017,0.122
105.45,0.017,0.122
105.5,0,0.14
105.55,0,0.14
105.6,0,0.14
105.65,-0.017,0.14
105.7,-0.017,0.14
105.75,-0.017,0.14
105.8,-0.017,0.14
105.85,-0.017,0.14
105.9,-0.017,0.122
105.95,0,0.122
106,0,0.105
106.05,0,0.105
106.1,0.017,0.105
106.15,0.017,0.105
106.2,0.035,0.087
106.25,0.035,0.087
106.3,0.035,0.087
106.35,0.035,0.105
106.4,0.035,0.105
106.45,0.035,0.105
106.5,0.017,0.105
106.55,0.017,0.122
106.6,0.017,0.122
106.65,0,0.14
106.7,0,0.14
106.75,0,0.14
106.8,-0.017,0.14
106.85,-0.017,0.14
106.9,-0.017,0.14
106.95,-0.017,0.14
107,-0.017,0.14
107.05,-0.017,0.122
107.1,0,0.122
107.15,0,0.122
107.2,0,0.105
107.25,0.017,0.105
107.3,0.017,0.105
107.35,0.017,0.087
107.4,0.035,0.087
107.45,0.035,0.087
107.5,0.035,0.105
107.55,0.035,0.105
107.6,0.035,0.105
107.65,0.017,0.105
107.7,0.017,0.122
107.75,0.017,0.122
107.8,0,0.14
107.85,0,0.14
107.9,0,0.14
107.95,-0.017,0.14
108,-0.017,0.14
108.05,-0.017,0.14
108.1,-0.017,0.14
108.15,-0.017,0.14
108.2,-0.017,0.122
108.25,0,0.122
108.3,0,0.122
108.35,0,0.105
108.4,0.017,0.105
108.45,0.017,0.105
108.5,0.017,0.087
108.55,0.035,0.087
108.6,0.035,0.087
108.65,0.035,0.105
108.7,0.035,0.105
108.75,0.035,0.105
108.8,0.017,0.105
108.85,0.017,0.122
108.9,0.017,0.122
108.95,0,0.14
109,0,0.14
109.05,0,0.14
109.1,-0.017,0.14
109.15,-0.017,0.14
109.2,-0.017,0.14
109.25,-0.017,0.14
109.3,-0.017,0.14
109.35,-0.017,0.122
109.4,0,0.122
109.45,0,0.122
109.5,0,0.105
109.55,0.017,0.105
109.6,0.017,0.105
109.65,0.017,0.087
109.7,0.035,0.087
109.75,0.035,0.087
109.8,0.035,0.105
109.85,0.035,0.105
109.9,0.035,0.105
109.95,0.017,0.105
110,0.017,0.122
110.05,0.017,0.122
110.1,0,0.122
110.15,0,0.14
110.2,0,0.14
110.25,-0.017,0.14
110.3,-0.017,0.14
110.35,-0.017,0.14
110.4,-0.017,0.14
110.45,-0.017,0.14
110.5,-0.017,0.122
110.55,0,0.122
110.6,0,0.122
110.65,0,0.105
110.7,0.017,0.105
110.75,0.017,0.105
110.8,0.017,0.105
110.85,0.035,0.087
110.9,0.035,0.087
110.95,0.035,0.105
111,0.035,0.105
111.05,0.035,0.105
111.1,0.017,0.105
111.15,0.017,0.122
111.2,0.017,0.122
111.25,0,0.122
111.3,0,0.14
111.35,0,0.14
111.4,-0.017,0.14
111.45,-0.017,0.14
111.5,-0.017,0.14
111.55,-0.017,0.14
111.6,-0.017,0.14
111.65,-0.017,0.122
111.7,0,0.122
111.75,0,0.122
111.8,0,0.105
111.85,0.017,0.105
111.9,0.017,0.105
111.95,0.017,0.105
112,0.035,0.087
112.05,0.035,0.087
112.1,0.035,0.105
112.15,0.035,0.105
112.2,0.035,0.105
112.25,0.017,0.105
112.3,0.017,0.122
112.35,0.017,0.122
112.4,0,0.122
112.45,0,0.14
112.5,0,0.14
112.55,-0.017,0.14
112.6,-0.017,0.14
112.65,-0.017,0.14
112.7,-0.017,0.14
112.75,-0.017,0.14
112.8,-0.017,0.122
112.85,0,0.122
112.9,0,0.122
112.95,0,0.105
113,0.017,0.105
113.05,0.017,0.105
113.1,0.017,0.105
113.15,0.035,0.087
113.2,0.035,0.087
113.25,0.035,0.105
113.3,0.035,0.105
113.35,0.035,0.105
113.4,0.017,0.105
113.45,0.017,0.122
113.5,0.017,0.122
113.55,0.017,0.122
113.6,0,0.14
113.65,0,0.14
113.7,0,0.14
113.75,-0.017,0.14
113.8,-0.017,0.14
113.85,-0.017,0.14
113.9,-0.017,0.14
113.95,-0.017,0.14
114,0,0.122
114.05,0,0.122
114.1,0,0.105
114.15,0.017,0.105
114.2,0.017,0.105
114.25,0.017,0.105
114.3,0.017,0.087
114.35,0.035,0.087
114.4,0.035,0.105
114.45,0.035,0.105
114.5,0.035,0.105
114.55,0.017,0.105
114.6,0.017,0.122
114.65,0.017,0.122
114.7,0.017,0.122
114.75,0,0.14
114.8,0,0.14
114.85,0,0.14
114.9,-0.017,0.14
114.95,-0.017,0.14
115,-0.017,0.14
115.05,-0.017,0.14
115.1,-0.017,0.14
115.15,0,0.122
115.2,0,0.122
115.25,0,0.122
115.3,0.017,0.105
115.35,0.017,0.105
115.4,0.017,0.105
115.45,0.017,0.105
115.5,0.035,0.087
115.55,0.035,0.105
115.6,0.035,0.105
115.65,0.035,0.105
115.7,0.017,0.105
115.75,0.017,0.122
115.8,0.017,0.122
115.85,0.017,0.122
115.9,0,0.14
115.95,0,0.14
116,0,0.14
116.05,-0.017,0.14
116.1,-0.017,0.14
116.15,-0.017,0.14
116.2,-0.017,0.14
116.25,-0.017,0.14
116.3,0,0.122
116.35,0,0.122
116.4,0,0.122
116.45,0.017,0.105
116.5,0.017,0.105
116.55,0.017,0.105
